# SPDX-License-Identifier: MIT
entry	origin	disposition	provider_candidate	license	instructions	instruction_bytes	instruction_sha256	discovery_sources
0x3084	direct_bl_closure	semantic_source_unclassified	none	unknown	107	222	842a52b5ee4eedb78ff593f74a39218de4da67a2909f38d95b94f5aeaf421c87	bl@0x3ECE
0x3162	direct_bl_closure	semantic_source_unclassified	none	unknown	101	204	7c99bdd52ca3ca89e1288a9e6f339dc5b532c164ff66d540fc86e6b6dbf422f0	bl@0x3506
0x3230	direct_bl_closure	semantic_source_unclassified	none	unknown	102	208	a944095fc5431efd1f4b455a95147ba9d51906cb3ff466e96e6b3cb6c6bd53de	bl@0x34E6
0x3308	direct_bl_closure	semantic_source_unclassified	none	unknown	32	66	504465a9abd68f613257e10c8412382cd814ebf5c20a1541b6658c4b99536311	bl@0x33B0,bl@0x35D8,bl@0x3B7E,bl@0x3D0A
0x334C	direct_bl_closure	semantic_source_unclassified	none	unknown	146	294	7968506420daf89a93a0dc491f81dd97a81e5d265967749dc59b63723351500a	bl@0x3530,bl@0x39E4
0x3480	linked_flash_pointer	semantic_source_unclassified	none	unknown	103	216	e0e5c5ad6ef3ab1d56fbb70beb78d5e43a2c71efbdcf4f888422b1584bedf647	flash_pointer_via_ldr@0x3F18
0x355C	direct_bl_closure	semantic_source_unclassified	none	unknown	64	130	f1ea69bc9324de3bc7a7226a405e37a68a5bab22855fa48ede99898b68d41519	bl@0x4058
0x3624	authenticated_evidence	project_fail_closed_contract	runtime_touch_i2c_protocol.c callback boundary	MIT OR GPL-3.0-only wrapper	4	8	1addbcb3372f43944f663e2519eb131fd1ad0ee60091bc01862e5adabe6e40f7	authenticated_evidence
0x3628	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	36	74	f003f478bd6b5d2d908a318db06042021f3407c297463e0ab70437efa15de0e3	bl@0x371C,bl@0x4068,bl@0x49BA
0x3680	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	27	58	efc45b679e7db7afcb07360a4238f0f38e38bc79c77bc4a42d7ecf294a7b6eb3	bl@0x3724,bl@0x4078,bl@0x49CA
0x36C4	authenticated_evidence	project_source_candidate	runtime_touch_sensing.c	MIT OR GPL-3.0-only	82	168	5cee0e3336b8a6e052adc77ba845ff2d03d1dd5c9f4926588d523217aa7a13bc	authenticated_evidence,bl@0x3DA0,bl@0x3DFE
0x37C0	authenticated_evidence	project_fail_closed_contract	runtime_touch_i2c_protocol.c event callback	MIT OR GPL-3.0-only wrapper	45	90	6fb0a1eac505eb27ec0b4ab1201cbbeeaeffdd8737cd9148e5480d2c9074a1f9	authenticated_evidence,bl@0x1810,bl@0x1888,bl@0x196C,bl@0x1A92,bl@0x3938,bl@0x3ABE,bl@0x3D7E,bl@0x3F44,bl@0x3F50,bl@0x4050,bl@0x40CC,bl@0x47A8,bl@0x48F6
0x38D4	direct_bl_closure	semantic_source_unclassified	none	unknown	199	406	67460b9d78ce8edddd095388aa573a300816d0db0a2568ae58995172418ab167	bl@0x2974
0x3A74	direct_bl_closure	semantic_source_unclassified	none	unknown	342	696	030050811d575e469ab0b235461aff2e918bb7b78100d0f29a315f77cd40a85e	bl@0x3D5A
0x3D50	direct_bl_closure	semantic_source_unclassified	none	unknown	9	20	18bb6f6ae903a4d999fa1228fdde29a813ae8a973030763b30aebb7edbe135ae	bl@0x0B2A
0x3D64	direct_bl_closure	semantic_source_unclassified	none	unknown	170	354	4ebcd0692bfe49269bab288edd14e2b25ce8eb6b99c68914169f511244088101	bl@0x3F5A
0x3EC8	direct_bl_closure	semantic_source_unclassified	none	unknown	84	188	288d1f653602091a9ac363bb66bbdeab2de50a07ac13473da53909056f7ec297	bl@0x17D6
0x3F88	direct_bl_closure	semantic_source_unclassified	none	unknown	55	112	4ee2a12fdfad5a91830785955833f6cf5a585c46db3e8d654607b16c9de525fb	bl@0x4072,bl@0x49C4
0x3FF8	direct_bl_closure	semantic_source_unclassified	none	unknown	121	254	87c5919c3bfead1e933bd9dec614fda0e7f7d339b7f464684e6c37816f4ca4d2	bl@0x419A,bl@0x4260,bl@0x4574
0x40F6	direct_bl_closure	semantic_source_unclassified	none	unknown	149	312	0160b405fcb149b89fc6a195107416ab41ef5d8bb2dc3d9ae93814f0cad92ed8	bl@0x47E6
0x422E	direct_bl_closure	semantic_source_unclassified	none	unknown	39	80	1f0d6699cc97a68e4b61206c34f9e70ff1630270e7304b1ba2e77cacd04f0935	bl@0x4314,bl@0x4422,bl@0x44AA
0x4280	direct_bl_closure	semantic_source_unclassified	none	unknown	118	248	62b3f1acc65d230f3ccb8de1c727722a36f1bc0a85c4c4939204af409420b689	bl@0x4392,bl@0x43B0
0x437C	direct_bl_closure	semantic_source_unclassified	none	unknown	14	30	fda13a607b12b94ea8b40ffec8e5fba777f0385e84d76f54275aba6503c9b9ca	bl@0x47B2
0x439A	direct_bl_closure	semantic_source_unclassified	none	unknown	14	30	ebee1c053cd5e3e8b813e69a69f978b1e99c13533ae4dcef2b7fbb4929c55654	bl@0x47C6
0x43B8	direct_bl_closure	semantic_source_unclassified	none	unknown	110	230	56eebf6fc3b39c3bcee21e46cd8161dc6323eeebe2209354827d3e868d27a6bb	bl@0x47F2
0x449E	direct_bl_closure	semantic_source_unclassified	none	unknown	72	154	f10e5a1e5aeb46a8500a442705e5bdee8f78775eeb7f50b3bfdc10381a1b072c	bl@0x47DA
0x4538	direct_bl_closure	semantic_source_unclassified	none	unknown	160	332	4948edbf3fffe8ab9744ec51a35272b7eb41138070326a9e762922a06b4122e9	bl@0x47FE
0x4684	direct_bl_closure	semantic_source_unclassified	none	unknown	181	394	3f4ed3f7146d8bff72eb7b8b6ab5c135dea2a0687644b1de2042f80f1f094c91	bl@0x485A,bl@0x4892
0x4814	direct_bl_closure	semantic_source_unclassified	none	unknown	38	78	306f3541a2977a9b4b879e8022a325affac06fd9a1f66c9db00d03dd683821dd	bl@0x4864
0x4862	direct_bl_closure	semantic_source_unclassified	none	unknown	3	8	015f5632595b47df572676b6fa9b6d764ba21bf9e279ee9a51d0efb786f7a34a	bl@0x29A4
0x486A	direct_bl_closure	semantic_source_unclassified	none	unknown	38	78	ced67683db8de388bd41b1d5472366f15f40ca321a9a77d0c92a8fa95d2b5873	bl@0x48BA
0x48B8	direct_bl_closure	semantic_source_unclassified	none	unknown	3	8	015f5632595b47df572676b6fa9b6d764ba21bf9e279ee9a51d0efb786f7a34a	bl@0x1844
0x48C0	direct_bl_closure	semantic_source_unclassified	none	unknown	147	302	1e753b5307645b1aca6b024be1f9b0bf56b3f922c9957e592c89a6138fec6b6d	bl@0x29DA
0x49F8	direct_bl_closure	semantic_source_unclassified	none	unknown	6	12	f7ac013b016d26823e8e0794daa3efa0443dceb9a4993dd9afc3f555fc2cb06d	bl@0x0B58
0x4A04	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/capsense	LicenseRef-Infineon-EULA	25	50	e891e275255ea5adb71dfc1f5cff7b17f749f9331bfbab43e8ffa4e39bd84cca	bl@0x0834,bl@0x0A3C,bl@0x0AE2
0x4A36	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/capsense	LicenseRef-Infineon-EULA	27	54	7a3c8b8de900c494da9962bd076682f53545e63cd6234e5ec3c11e43b68cb94c	bl@0x1124
0x4A6C	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/capsense	LicenseRef-Infineon-EULA	19	38	5481d8910d37b64d4cc0f223089f50fb3a50fa998e95a14425da38ee602fdab0	bl@0x083E
0x4A92	direct_bl_closure	semantic_source_unclassified	none	unknown	38	76	305059b8256a3c4645a944b46d59cb48a7a0b2c6f146cd4c43fdd6a96f565e5a	bl@0x17C2
0x4ADE	direct_bl_closure	semantic_source_unclassified	none	unknown	19	38	04863cc89e87cbbf1c246de7a064379bdf28500b2bff60ede7f1037845b65bf6	bl@0x18C8,bl@0x191A,bl@0x31C0,bl@0x32BC,bl@0x3DC8,bl@0x3F6C,bl@0x46A8
0x4B04	direct_bl_closure	semantic_source_unclassified	none	unknown	8	16	f70ee582797134cef238fbfc65c959c65794400cb5f8a2901f64e4750ed6a61f	bl@0x17E6
0x4B14	authenticated_evidence	upstream_apache_provider	CMSIS-Core / Infineon CAT2 PDL	Apache-2.0	7	18	6303e4264b28333e41cfb61f08772a26eb13ba131a982f6ed31c4a498f804b38	authenticated_evidence,bl@0x4B3C
0x4B30	authenticated_evidence	project_fail_closed_contract	runtime_touch_i2c_protocol.c enter_dfu_and_reset port	MIT OR GPL-3.0-only wrapper	24	50	bb596fef51de2fc4cbb71cd11308a8f9b63344a92065ae884ae43fbe81902c93	authenticated_evidence
0x4B44	direct_bl_closure	semantic_source_unclassified	none	unknown	15	30	20c9accd7d921966473072090de14214d3895534c01bf3582599a042c1945563	bl@0x5790
0x4B68	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	30	60	7d97e84c7b28750fd51177cdb4d88e36e5c23e53a0d1e1d8dc1be57f488371b7	bl@0x4C72
0x4BA4	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	48	96	4d7cce66f8a0cdcc41f454fd23cadbb17ba7310de9e474fd99a1c7b14c614cbf	bl@0x52B0,bl@0x52BC
0x4C08	direct_bl_closure	semantic_source_unclassified	none	unknown	48	96	4d7cce66f8a0cdcc41f454fd23cadbb17ba7310de9e474fd99a1c7b14c614cbf	bl@0x5668,bl@0x5674
0x4C6C	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	5	12	2ba000540258b6a9a9ba82ebb49ca0b88bd3bd0949cdafd72a75a9081450034f	bl@0x4C8C,bl@0x55D6,bl@0x585C
0x4C78	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	2	4	a89b85f8bccd76763270edbe8d4a9000e557118189ef0a663b750b93593d16da	bl@0x4C82,bl@0x4EA4,bl@0x515A
0x4C7C	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	14	32	fc923a97b449cfde8ec692d25b3a16f5d6e15a11db87ad7f54f6b745667c4145	bl@0x4CEC,bl@0x4D34,bl@0x4D80,bl@0x4DAA,bl@0x4DC8,bl@0x4DE6,bl@0x4E68,bl@0x4EC2,bl@0x5110,bl@0x5136,bl@0x51B2,bl@0x521C,bl@0x5402,bl@0x5430
0x4CA0	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	2	4	a78fc9996461c9de89dede305a4ebaddf18e69f73df2a59a239610bf4bdef4cd	bl@0x4CDE,bl@0x4D26,bl@0x4D8A,bl@0x4DB4,bl@0x4DD2,bl@0x4DF0,bl@0x4E9A,bl@0x5150,bl@0x53AA
0x4CA4	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	84	176	aac740b8b0653e35c15ed9a9fe72dfc490889b095910c96990c5d45ed6673498	bl@0x4DBE,bl@0x4DDC,bl@0x570C
0x4D58	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	76	172	6dbf099a9836e5e4c9657f00059dac5d552088f64dc5d28b31fe5c57a7b6a0e1	bl@0x500C,bl@0x5532,bl@0x5842
0x4E0C	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	15	30	00fc76e2fad394e1198eef32b50b40daf7bdade26f76e741737ad0a423dca912	bl@0x5076,bl@0x5174,bl@0x5210,bl@0x53EE,bl@0x5482,bl@0x5586,bl@0x584A,bl@0x58B0
0x4E2A	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	17	34	d64fbb674f6948beae83020c28b3e983d4766f4f055f2f87b5ca48d29ba20f8f	bl@0x4E60,bl@0x5056,bl@0x5184,bl@0x53A2
0x4E4C	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	78	166	b6577dc61280a67322031caa3c723925d4e1e1c56e59cea9f3c84c7e65c85d48	bl@0x55C2
0x4F00	direct_bl_closure	semantic_source_unclassified	none	unknown	15	30	564c428a19438282db3016f394c15413886c514ff3cef2c0d5f8f6880e5e50e4	bl@0x4F50
0x4F20	direct_bl_closure	semantic_source_unclassified	none	unknown	51	104	d415dbf85ae3aebab41a9368c141aab402e7115e1e6203b19d51dee4163ba7e5	bl@0x56EA
0x4F8C	direct_bl_closure	semantic_source_unclassified	none	unknown	40	84	e5a456e084b11a726daa13bbe2ad37278b68db5e8ce7c814e8e69787be2f7b40	bl@0x56C2
0x4FE0	direct_bl_closure	semantic_source_unclassified	none	unknown	291	620	10dc591b37adac5c114142464a4ad4324af575b483f655ca6cb66ac0503c7ec7	bl@0x5796
0x5254	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	57	124	5efa45534f738184ed2af12e316d028cb3d458d54b1227884b64b4f66c33c050	bl@0x532C,bl@0x5560,bl@0x55E2,bl@0x5868,bl@0x588E
0x52D4	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	80	168	1f8f8edf35b0a03a28389767e15e3a1643c00275263c88cf7f303e283af66ed5	bl@0x57C4
0x5380	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	183	388	bc17e537a95f85a8537369b7468149e9647e69b7453214c9cb61d188e04836f4	bl@0x55CC
0x5508	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	117	254	60985df86ae3d8c597541ea38c0af5679b35597bd59ec54d793fc321492bdf53	bl@0x57CA
0x560C	direct_bl_closure	semantic_source_unclassified	none	unknown	57	124	6d39489b305efe864fc96ee452457917207990fd74c4f86aaa874204fde1ed12	bl@0x5832,bl@0x58BA,bl@0x58D8
0x568C	direct_bl_closure	semantic_source_unclassified	none	unknown	79	168	6f8973b6e856d54bda4d0d5b5bec1aed8368285eb4fef5f3db0ff5731e386f51	bl@0x576E
0x5738	direct_bl_closure	semantic_source_unclassified	none	unknown	28	60	504daff111be81fea96f9b6b092fd3bfc6119d00f1e4d86b5057b141ae870caf	bl@0x01EE
0x5778	direct_bl_closure	semantic_source_unclassified	none	unknown	22	48	9a0a43f33cea65ee6728b819eba0b05f4add27dff5099727d50e87eaf7ea3f64	bl@0x023E
0x57AC	direct_bl_closure	external_eula_clean_room_required	https://github.com/Infineon/emeeprom	LicenseRef-Infineon-EULA	22	48	3b247be7e00ea638850bb9640b5917cf80491914dba1cdd425432c943e05eaf7	bl@0x0286
0x57E0	direct_bl_closure	semantic_source_unclassified	none	unknown	125	272	c6ea5b3d14b8da0f22e832ffdac65d08c2049cdde62d014bf70b07214e5c6c7f	bl@0x02C0
0x58F4	direct_bl_closure	semantic_source_unclassified	none	unknown	29	58	4d0fb047947fa77c14232206661d071ab908027ca1b1ea58b571e921569c8b15	bl@0x59DC,bl@0x5A0E,bl@0x5A38,bl@0x5A90,bl@0x5AD0
0x5974	direct_bl_closure	semantic_source_unclassified	none	unknown	24	48	cbd3a9c41a0cf160f7a5b575f7d39cfd0e50a6acbc5f680a318b5a155240c08a	bl@0x5A60
0x59A8	direct_bl_closure	semantic_source_unclassified	none	unknown	11	22	aadf0c1f880872ec675b3b2ef2cf8c5949bf577678585f172e7f3225c86f64af	bl@0x5A58
0x59C4	direct_bl_closure	semantic_source_unclassified	none	unknown	19	40	00608f73dbd6cebaab852b754fc9b15d20673411d188209d5de7fc66746b7650	bl@0x5A9E
0x5A00	direct_bl_closure	semantic_source_unclassified	none	unknown	9	20	a8feabbc230d42d4f6130efb6d2f3fdaccf354b2968d2c01a43f9354416c3a65	bl@0x5AAE
0x5A20	direct_bl_closure	semantic_source_unclassified	none	unknown	15	32	87c90c6fccc8b1a732773938d6a3bda4fc1f6b0e6696aaa03ad290f741211af3	bl@0x5AD6
0x5A50	direct_bl_closure	semantic_source_unclassified	none	unknown	80	180	39fce21dfafb0c7897186835dda1c574712fcc73672c9ed3aec53c20a6686303	bl@0x14E6,bl@0x153A
0x5B28	direct_bl_closure	semantic_source_unclassified	none	unknown	26	52	954a66d658b678d166a0915d777d8ca5e5e8fc1c188fc81faafcae5ab9d5b90e	bl@0x5C44
0x5B64	direct_bl_closure	semantic_source_unclassified	none	unknown	16	32	d4986aa95d320e707b911f081eb3237dd64e1c03f05f00ecf9dac6c8232b2660	bl@0x5C30
0x5B84	direct_bl_closure	semantic_source_unclassified	none	unknown	29	58	430593a5b307bca1d4e239879bc208cf7f09e3feddfaac01da19e9fefe6fb2b5	bl@0x5C3A
0x5BBE	direct_bl_closure	semantic_source_unclassified	none	unknown	18	36	6cf558f6ba5da5d9bb2f348bfc3e91838df206b5862cbdd9ece652a2aa42f454	bl@0x5C4E
0x5BE4	direct_bl_closure	semantic_source_unclassified	none	unknown	83	174	0af5183384c1ae4eff359f651a41e2a32e12561dc1587b269f96778745cedc96	bl@0x1242,bl@0x124C,bl@0x1258,bl@0x1262,bl@0x126E,bl@0x1278
0x5CA0	direct_bl_closure	semantic_source_unclassified	none	unknown	20	40	24f2bbd5b9cb4a98307bea39d7d2abb5f4194360b91fed8a4c6f688b5a640c3d	bl@0x195C
0x5CD0	direct_bl_closure	semantic_source_unclassified	none	unknown	198	396	397fa8d2bbcc3c9cbe33fdc00330571f489b963538fd0da09ae438603fb3d0cd	bl@0x3EAE
0x5E78	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	60	120	74cb5cf705bd2d900a06a3cafdbdb5c0fef240b02e8ac07a8e78b8677653c740	bl@0x3654
0x5F18	direct_bl_closure	semantic_source_unclassified	none	unknown	28	56	07627776d2bc275029e974a40d0944d6b87502cfea118880b8d60d6c3fa97cc7	bl@0x5F66
0x5F50	direct_bl_closure	semantic_source_unclassified	none	unknown	14	30	c7729e5dfb38b7391112b5eeeb9e0a8b0fc0d2ad0bc2e1e9b53b353b401e5e49	bl@0x649A
0x5F6E	direct_bl_closure	semantic_source_unclassified	none	unknown	28	56	ba8eabab79e5f3cf46e4b9b7bd76456a262ed1ff7d3780885a747f9eb6e1b434	bl@0x5FCA
0x5FA6	direct_bl_closure	semantic_source_unclassified	none	unknown	23	48	e3bd934582667c74ed28fa5a43ce49d2a70802d22b01b6f01ff19994fa474ce9	bl@0x6578
0x5FD6	direct_bl_closure	semantic_source_unclassified	none	unknown	8	16	ec65352149705e5d99247c6304f60772bc6feacccd2c020952f45b32e2c531b1	bl@0x600A
0x5FE6	direct_bl_closure	semantic_source_unclassified	none	unknown	23	48	a138965686502bfecef80f1c8972059b8ea8379e3ea2f23ffd3ad471f749284b	bl@0x654E
0x6016	direct_bl_closure	semantic_source_unclassified	none	unknown	22	44	1fdc6e20657ebf1efbbf7423c354904526f55af9f31d09ad5cd700d69ecdb993	bl@0x6068,bl@0x61D0,bl@0x629E,bl@0x6352,bl@0x64DE
0x6044	direct_bl_closure	semantic_source_unclassified	none	unknown	59	120	a6007b1cc6684384e762beb4b8eb90a9888dd3675abc343dc44cbf30a91b1198	bl@0x68B2
0x60C4	direct_bl_closure	semantic_source_unclassified	none	unknown	150	302	ac0f53cb6f1861abde686780473a284d4b7111fc1396ef357e0fe40990f46b01	bl@0x68DA
0x6210	direct_bl_closure	semantic_source_unclassified	none	unknown	75	152	5c8851a6ef498630180a8cd8be237f8f5f937e39a0b96040e1933ec00d942cc0	bl@0x6416
0x62B8	direct_bl_closure	semantic_source_unclassified	none	unknown	180	364	234ef42883fba8d5e7e25c1658ddf6a10d3e75ae871b3b1d77850b42665b197e	bl@0x68F2
0x6448	direct_bl_closure	semantic_source_unclassified	none	unknown	86	176	07ad8a07aab3d08bd0a575d97e3c01648bbe24324706ff2dd55664335041dd7d	bl@0x687A
0x64FC	direct_bl_closure	semantic_source_unclassified	none	unknown	118	244	e6d79ded54b22148ac1dfa1bcba220441ef1b2156fdb459ef1beaa30a91e6ef5	bl@0x6910
0x65F4	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	219	438	971123ed88874e9c7e1cf50da5d6252a22131bd1dd2f67d8c7b0d0e2d17457d3	bl@0x0384
0x67D8	authenticated_evidence	project_source_candidate	runtime_touch_i2c_protocol.c	MIT OR GPL-3.0-only	12	24	b1bac11cbac9f66b1fa321e6f30efb2dbd04b9b4aea0fc84c9e263e70f5b3cc5	authenticated_evidence,bl@0x0398,bl@0x0460,bl@0x0594,bl@0x092C
0x67F0	authenticated_evidence	project_source_candidate	runtime_touch_i2c_protocol.c	MIT OR GPL-3.0-only	11	22	732b21bb04976f6848a23c5fc2e6678dacc6987d6be924070d83b6f31b91452c	authenticated_evidence,bl@0x03A4,bl@0x0416
0x6806	authenticated_evidence	project_source_candidate	runtime_touch_i2c_protocol.c	MIT OR GPL-3.0-only	2	4	12ca797b75e86be944eed1f21b5b0f642c54ade811872e0d255ac736091efe2a	authenticated_evidence,bl@0x0428
0x680C	direct_bl_closure	semantic_source_unclassified	none	unknown	133	276	96573e6cbe0218cd9c079700f977c510894c48114babf0cf05e8c17ee9711ac8	bl@0x032A
0x6938	direct_bl_closure	semantic_source_unclassified	none	unknown	3	6	11bb59ded7ced70e8b2d9366d7b5ad8c67fa6722b98f2e67909f8fa86ed19ed3	bl@0x6C6C,bl@0x6CC8
0x6944	direct_bl_closure	semantic_source_unclassified	none	unknown	23	46	90fd17f92b253fcfa0015fed9d150f86cfc0d81206ba06c4dc7dcddeb2b915f1	bl@0x69BE,bl@0x6CBC
0x6980	direct_bl_closure	semantic_source_unclassified	none	unknown	96	204	0ea6926ab66f6b05b73a6914c3a6342899586666cc1b0ef9d4c18ae69f3cba0a	bl@0x12E2,bl@0x130E
0x6A90	direct_bl_closure	semantic_source_unclassified	none	unknown	23	46	7791350b7898ceff802c6673b4599f55d78d220ff430dc8dc7722a0102720c0f	bl@0x2AE8
0x6ADC	direct_bl_closure	semantic_source_unclassified	none	unknown	18	36	166b239c35f6bde04960673c8cb2e914b6ba619f7330532a572eff72411ffa35	bl@0x2AFC
0x6B18	direct_bl_closure	semantic_source_unclassified	none	unknown	103	218	6d62d61ff7504fd2e3f182aabffe143b149d3f75a41c10a0185b73b63c3fff94	bl@0x2AF0
0x6C34	direct_bl_closure	semantic_source_unclassified	none	unknown	5	10	02427173a5483a3721c6b639b94143fce8a625374911f3172b8b692df0e12acd	bl@0x6C50,bl@0x6CAC
0x6C44	direct_bl_closure	semantic_source_unclassified	none	unknown	35	74	12dc0217a775b0b09dc835a771e22af7d262fada2788eea84b0114a8c3355947	bl@0x12B0,bl@0x12E8
0x6C9C	direct_bl_closure	semantic_source_unclassified	none	unknown	22	50	16c515c07cf03bad811f057cd3c5fa31ca72d3a5ed28697483f94f337e08b0ad	bl@0x1408
0x6CD4	direct_bl_closure	semantic_source_unclassified	none	unknown	28	56	9987247258e2c5134c81506931705c4cd7f04e02c6f836037a26c5ccacdccc66	bl@0x11E0
0x6D1C	direct_bl_closure	semantic_source_unclassified	none	unknown	71	142	898711d12d0ffc463489b177b8909ba9704fbe38352325db7bce89299bb6dc52	bl@0x11FC,bl@0x1218
0x6DBC	direct_bl_closure	semantic_source_unclassified	none	unknown	31	62	a186f5c93f6afc410cb3028b4d195f941f27f37b0c1ccc75b2ece22f1c69c0fb	bl@0x1230
0x6E04	direct_bl_closure	semantic_source_unclassified	none	unknown	28	56	9fc9768cae104554d2fca1cde869fe364ca00cb5712305407815697b857b1cf4	bl@0x11E8,bl@0x1204,bl@0x1220
0x6E48	direct_bl_closure	semantic_source_unclassified	none	unknown	28	56	49b586757598204be557441c32c6fc0af882a5142ea6e5db87ae75afb80fd14e	bl@0x11D6,bl@0x11F0,bl@0x120C
0x6E88	direct_bl_closure	semantic_source_unclassified	none	unknown	22	44	7a92cadfe2d24fe97c12651427d589de2ee2548b59109b96a3e1efd8e7716822	bl@0x1302
0x6F14	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	44	88	7b33c0b14bc91b4c79c03a5cf8977011d0e0fb74c39f35a0a5c05e33f5bad2cc	bl@0x6FC0
0x6F74	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	20	40	f6edba26d99f37da897dd3ae65225e806a7dfa47d212cddbabafb750d1df0c8a	bl@0x6FD8
0x6FA8	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	28	60	ba1ac67702b267f9dad652680f738491a9d26e621f88e86d453a738d35dea85a	bl@0x038C,bl@0x0600
0x6FF0	direct_bl_closure	upstream_apache_provider	https://github.com/Infineon/mtb-pdl-cat2	Apache-2.0	18	40	ccddf11f013fe0689e0d64677177f9ec21ebcf0f59616be7aa29603d4ce2b9a7	bl@0x0690,bl@0x0806
0x7024	direct_bl_closure	semantic_source_unclassified	none	unknown	6	14	ea5dc16e63fcc13363c2c5e46bb7625701840a0842b3f6e648f11e5e8c2af831	bl@0x3326
0x7038	direct_bl_closure	semantic_source_unclassified	none	unknown	1	2	575fc8fa9e92ffe7d57a6aef6f1168f39da04f07d6bcd5b5e17883bff7b33165	bl@0x1360
0x703C	authenticated_evidence	upstream_apache_provider	Infineon CAT2 PDL power API	Apache-2.0	25	50	eb2da152a241b25aa63a111f28be4dfd13a78b688153f4aeb29ebc17985f4656	authenticated_evidence,bl@0x12D4,bl@0x131E
0x7074	authenticated_evidence	upstream_apache_provider	Cy_SysPm_CpuEnterSleepNoCallbacks	Apache-2.0	7	14	27be583ca6b6872bf6faab9d3c1ffc19a593836e52837e5d3358ef93ae23a181	authenticated_evidence,bl@0x7254
0x7088	authenticated_evidence	upstream_apache_provider	Cy_SysPm_CpuEnterDeepSleepNoCallbacks	Apache-2.0	14	28	1cfdf72c38722cebd5b85e35e6e7b2dfc82f64cb6618be70c229e85fc6aacc65	authenticated_evidence,bl@0x72B8
0x70B0	direct_bl_closure	semantic_source_unclassified	none	unknown	72	144	ff9bbe83f7bf4d7e8c13f6db34eb34c60f3ffcb40791f1f20401992ea4228fc7	bl@0x09A8,bl@0x1338
0x7144	direct_bl_closure	semantic_source_unclassified	none	unknown	105	210	8d9c95964ca38b717928c098b5a439f269ff1108d60c9af6f346bf28f300a882	bl@0x7236,bl@0x7250,bl@0x726A,bl@0x727A,bl@0x729A,bl@0x72B4,bl@0x72D2,bl@0x72E8
0x7228	direct_bl_closure	semantic_source_unclassified	none	unknown	38	90	b01d631526cd0713fcad4ce2ebc3afd9df8444d85e74be8e13965377e729b83b	bl@0x0A10
0x728C	direct_bl_closure	semantic_source_unclassified	none	unknown	43	100	bdd452274bebdce4e4477d1037ffefbf459b1e43c75d11423726434bc174ab18	bl@0x0AB6,bl@0x0B36
0x72F4	linked_flash_pointer	semantic_source_unclassified	none	unknown	18	36	906e1fce8eaafa95081f67c2d866c8c796259e3f616c492a42d4e2e5b2ab94fd	flash_pointer_via_ldr@0x7372
0x7320	direct_bl_closure	semantic_source_unclassified	none	unknown	10	20	840421b206ab4311a51771ed1814d0d1524ea460f0ebcc93a27ec718dd0a2dbe	bl@0x7390
0x7338	direct_bl_closure	semantic_source_unclassified	none	unknown	9	18	62a12c998cd10c3f340edeb68c643e6ef6590288cd19bc6dc65eeeca469bc2c4	bl@0x7376
