# SPDX-License-Identifier: MIT
entry	size	name	instruction_sha256	classification	owner_or_contract	license	missing_fact_or_reason
0x08005F00	66	FUN_08005f00	b0b1c1a2901d9b191cbce40958e141623a95b5b7fb037dde1254d7a8b615dda5	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08005F44	12	FUN_08005f44	061b4b9693ec66d6727125da2c02f3706cd18f8b96835484a7f34fa2e3d9803b	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006240	108	FUN_08006240	7c904758b9e682be24b4ac3411a8fbf788204e8d03448c8cb590c4107df3962c	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080062AC	74	FUN_080062ac	f97e0e0117ec959de31742c525102cd70fb08c5d684845fab6cf8b31b96d5f55	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006308	212	FUN_08006308	691d2eac1d6c524b0901e45290bb83ac5245b069926b6d1da3c399a35a806cbf	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080063EC	252	FUN_080063ec	c32c4b071020034a62984a0c08a0ba774b7c444da16e5f8d062df02ab93c5d85	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080064EC	88	FUN_080064ec	2302ddc0cc79d3abb0ef4f3aa42ecc79ac7750d36f5f747c4c006b62b56d90fa	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006544	338	FUN_08006544	2a44a16ffc3fd241572e71b43c2e8e0e3c3911783bb660be7ae9596adafb7b98	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080066AC	202	FUN_080066ac	699a3dd41d29724d9da4692d36641a196020431358c6ac71bc0044d586bbe325	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006776	2	FUN_08006776	c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800677A	8	FUN_0800677a	a08d5225eca642a91a63cb3e0c488eed61dadd7d3db68a3ae0efcf3a931dd180	project_source_candidate_not_routed	components/shared/case/runtime_case_register_primitives.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006782	8	FUN_08006782	a08d5225eca642a91a63cb3e0c488eed61dadd7d3db68a3ae0efcf3a931dd180	project_source_candidate_not_routed	components/shared/case/runtime_case_register_primitives.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800678A	8	FUN_0800678a	f26fb9fd9d7e8a79514fe21f4732e5ef0437ea869d21a52e7a48f3bc1fa83cb6	project_source_candidate_not_routed	components/shared/case/runtime_case_register_primitives.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006792	16	FUN_08006792	619b07e7428ce83e04b1676d11703951ad12ffad58ad8bf8018d5f089236d5db	project_source_candidate_not_routed	components/shared/case/runtime_case_register_primitives.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080067A2	14	FUN_080067a2	4fc4c5fde1161433cc305108b5f3095a1b9aa18e1bd59cdae53c5102f2197196	project_source_candidate_not_routed	components/shared/case/runtime_case_register_transforms.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080067B0	22	FUN_080067b0	912c8fd271d215b906fc6ef21c377fed0876721e3e2cc3f5e96c5455c1b37289	project_source_candidate_not_routed	components/shared/case/runtime_case_register_transforms.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080068F0	108	FUN_080068f0	5b0936ba3ab04ff69515498ef3da358167ad5f4e2b0b577ff04532562d498945	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006A40	298	FUN_08006a40	7aef064e38dc6e49b1725c221ae4244fc9b68d9c7ff7fbeac540fe1c2048fea6	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006BB0	72	FUN_08006bb0	8e8f3848aa8ac1e9e2acd42dfc30417d7ddd1b774f55abf64f8d5372e7454546	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006C00	110	FUN_08006c00	8f0be46606da09dd8195d3354588b6917ab3eb848fc2067679909366229febe3	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006C80	106	FUN_08006c80	4fbcc4a55d407c0a94f80664c930880bfe58188fdeee808b112dc022812d9e0c	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006CF8	106	FUN_08006cf8	521c710d64383c8df11511cac991c816b8d55334b36d290d421f9592e1206447	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006D72	68	FUN_08006d72	16a6a5c45a1b68f186e9a8505659651f812b9a2cf1cd477e5edeb63441394d10	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006DB8	74	FUN_08006db8	e1c5df16785d6731aa16c845705883d8379f1b900475d56b06c195fc4fef79ce	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006E08	10	FUN_08006e08	fe2c3f42b428c1f36173c9315a7dcc126e523dc6bd2dd7b7d546bf465556673a	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08006E18	2	FUN_08006e18	c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008438	118	FUN_08008438	fc2b7141fd09c6ec456cbb5eb52c11f88ca1b5c4733a80ecd3553a004a0d4335	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080084B0	10	FUN_080084b0	3c33d0083b2acc5371f48ca126cb8af845d02a82a0a3a1e81dc1ee1a7572044b	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080084C0	122	FUN_080084c0	4cad39867e6e87cb292cf08e64d8a8d89ba5a5407fada8f19f2c1b7963d44c85	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080085B0	202	FUN_080085b0	39e2203a10a00c8a3d99a7554752f9d1ba0217e58dbdb864e54b2319baecb984	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800867C	96	FUN_0800867c	016eb53cd702ec5413e44d7d918394ac1a18c6a07171da21079daaf9e9da0dbb	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080086E0	20	FUN_080086e0	7e1e2868861ef3df1a464e291757e1daa185e3ec2841b1207a0f2e381e2aa7c4	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080086F4	96	FUN_080086f4	ccad1afa4b7303b7ec82da169aa513a68c5650d44940fd12aba21acbc49dd6f5	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008758	174	FUN_08008758	1d7db51983a0d5936fc8f6ed8164b6eef38a651bd04191453bfa9154c1c71504	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008808	390	FUN_08008808	ffb1cb338f7e77484eec8253c99e4a0a5f6a455aeaefd634b491eac1f9098338	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008998	174	FUN_08008998	cc083c2a860af273de4da501b4c33845c4455cfdd3a01a212a79a9be905068ea	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008A48	390	FUN_08008a48	20e584a13dd22d71a4a5a9c39b565c58c9b03381ce15208c665be02c164c9517	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008D98	280	FUN_08008d98	2e5ed912a84b7f41ce1c00525eccdbc79df3dedcdc5016305718873cc027331b	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008EC4	210	FUN_08008ec4	38ac4eba5fad385117e78c5b44741aa71cd197e0fe45cf7e08666fe9088473bd	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08008F98	10	FUN_08008f98	992ca4a166cc0d65ebb8c46c0bed755b3d585eb86c439402074462c7750e864c	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009190	26	FUN_08009190	52e0ea5004bcc3e4c72008eeb0c33f671d27bfcc5f848adb228107fb90119165	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080091AC	60	FUN_080091ac	0ca16b2b29f5899aaf40a3e3435506b552d1cb526a15a1aaa029f4fbac3bab7d	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009638	32	FUN_08009638	b73f98d7e0dbd30d1efb56e070f2e7b63d926900f5ed692f9f6ff5329f3a7e5f	project_source_candidate_not_routed	components/shared/case/runtime_case_pure_helpers.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009658	44	FUN_08009658	8f602aaaff394860d9d724862edfe1099d7fcc817d95e3eb195b96a9cf029d5b	project_source_candidate_not_routed	components/shared/case/runtime_case_pure_helpers.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x080099E8	38	FUN_080099e8	066807352bd46b8efaabe9c847be6b09876aab8760ec30057bb5f381dfdd1a72	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009B70	36	FUN_08009b70	b5f840cee803c0d19f8e2614dac602e70b60e78f6a383bc72dc97662d4681735	project_source_candidate_not_routed	components/shared/case/runtime_case_pure_helpers.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009B94	42	FUN_08009b94	cca7331b83e6ccef154ea6bb58da8eb74c35a5de19c532698bef59448d2323d6	project_source_candidate_not_routed	components/shared/case/runtime_case_pure_helpers.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009E0C	170	FUN_08009e0c	52fef6adeb1a43109ba1e139f3a5bbe2261daf05a630ca0eb85e25d53c0dd9fd	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009EF8	32	FUN_08009ef8	05da8cb680939c1332145ec0343c8d099270b4d2eba9b0d7c5b3880cc9fa53d8	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x08009F80	106	FUN_08009f80	b3fc1e4f07a94342a1257e65f585a12f5a1ba60becb33bc9cefb83c5a93138e9	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A046	46	FUN_0800a046	fac523e14260d0494f5b5d6474a9ad5690e895fc2706440dd55b39bd5773d6ef	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A074	118	FUN_0800a074	020d5c2e5f4f099830ca57aacac192ecdd062585dc2c386216d23578899640d3	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A0EA	58	FUN_0800a0ea	304bfa9bba9551e1f8ebf939ff002d6b02d17714689e5dcfca47c97a6f69ca31	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A124	12	FUN_0800a124	03f3e900f1697d04bdab04965e4af5c2f647ca5280830850c20d620c2cb8de8e	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A130	10	FUN_0800a130	687c4b62265fb24f22f85e358dd9891d73dc7cfca499ed98361090a192906a51	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A13A	12	FUN_0800a13a	5fca6606c54cc1b7dbaf735f023271ce7726920dafb915398d22748c4f9f08ae	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A148	24	FUN_0800a148	2dc05d0d2dc7caf019571f90eff1d33766fa77d1404b60cb0ba152449ac67b77	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A164	18	FUN_0800a164	d7443ede69ac6e42703e43047d6e8c013672549c81e978c9fdc6d54b4efcadcc	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A176	18	FUN_0800a176	3fe00ddfffb93244b5c210cc7045d9adf53ab0e2626cbf4e7e17e5f69c3d4f15	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A188	18	FUN_0800a188	c53e8ae884f8d2bfbc3322c7be826c64caeb4e9594df9492742442f5b9313d41	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A19A	18	FUN_0800a19a	c005f621a8e49f08f00b0ed83e852117e1687f997f02a0d42adc567cf68e82ea	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A1AC	30	FUN_0800a1ac	60e1f8d022f750213cfc687f02be95348bc89da5552f7117efa2c975509bde2e	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A1CA	30	FUN_0800a1ca	3476ce7b76727e4f86cfaea655bffd594e5b9768584953e8ced7d7597b1cec22	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A1E8	30	FUN_0800a1e8	48cafbdbfc041b0c58c3ac0f6e1ced400ae932765e4db219b2f15b675a300e3d	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A206	30	FUN_0800a206	d77e147fdfca98d8255c2024aaa8e41cb87641786945bb5f8b10202d658474a5	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A224	38	FUN_0800a224	0a060acc777d3a4545473df0bde2742f76450c783d4037cd3894a0fcee8cffe2	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A24A	38	FUN_0800a24a	7635a6838e1594418b00fbb978b103ceea76d6be49f77421de590633dffc891a	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A270	50	FUN_0800a270	87fa908d5ee529476006bdff2a44e7cf598e15f1eb048c2220c157a0eb4a234b	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A2A2	34	FUN_0800a2a2	637b227791b8df14c8c8ad6128163b7068e81fce8d62e7b216eabc9a36d5aa2d	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A2C4	34	FUN_0800a2c4	b082e39b937ce1787ca6890ee9342aec2ffd8ccd35163551967de6674f92ba5f	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A2E6	42	FUN_0800a2e6	c6407b8af15ea0c2789d41ebe726ef6db688bc687da18bf520b63c55f69782e7	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A310	70	FUN_0800a310	7d97c1c9a6dd34c94b330f25fc9b9b024ba061f9930e5cb8dbdb1bf3699a05a8	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A358	30	FUN_0800a358	5893e12d31f1c2bc67b99a5105eda382bbe8cc22667c615237100fd7661d38db	project_source_candidate_not_routed	components/shared/case/runtime_case_register_policies.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A39C	12	FUN_0800a39c	36017903ed11cbdf9e013cbbb7f6d4efd7b687b10a7ea20efeb1a5eb9a4496b9	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A3AC	14	FUN_0800a3ac	fb47840018af492317e86c3fe0c72603df09d8dee8a9270d2efaa982c98aee8f	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A3BA	24	FUN_0800a3ba	c72df4f29df65fa0e03ef2ee0066001c29c3262a85ba4dc07b1d7315fe1ccb4f	project_source_candidate_not_routed	components/shared/case/runtime_case_register_transforms.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A3D2	54	FUN_0800a3d2	cadee86db7d51e84b5df707d3348a1567c6c0b50cb2a42323d0f897a7af4f73e	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A408	12	FUN_0800a408	b661a011ab4aa7fb36e70bbb4ec3f02c8f6ad2dc84f9d9630b0822b9ccf348a7	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A414	34	FUN_0800a414	16ba911ebea558840137d2c0bdbc4a4b432e33f2810f4bc285d4ab414c34d2e3	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A436	54	FUN_0800a436	ca35f4869c1f1ead9279b61f3b770b8e2e5151eda674d5fd1933d514f2472239	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A46C	72	FUN_0800a46c	34324d00a6d3f7a157796da105beb91fa0c868a25028a85c6eb81dc20a04a04f	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A4B4	40	FUN_0800a4b4	80524d030e4267a5eb85f500e6b151daba880c40b6ea618d043200c8cdadf2a3	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A4DC	30	FUN_0800a4dc	ce6a10b2b68b08bf24e4b76e911d2a2041b587e85344d14ec7f4f4bfada87e5b	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A4FA	46	FUN_0800a4fa	98bf33c3c69d06a940d280a8ecd08c16f167a934e684da066fd658e2fe646984	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A528	30	FUN_0800a528	5c7d1a849c4eac162c4ca963adbb5e1b32bb81085beac309acc84c12c45ff0bc	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A550	28	FUN_0800a550	3610d639ce93caa6d84e1312a27de9a21266ea994d0ea6a1a513e6dc657a10d3	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A574	28	FUN_0800a574	678003548a8695de93e16f300c9f81cb027bc7e7404560db6df91efaa7105eac	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A794	14	FUN_0800a794	ba9af254a9ad99b2e1deb621bff84a9b5916a89a5dd9c7879f77d7284ea478fb	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800A7A2	14	FUN_0800a7a2	ba9af254a9ad99b2e1deb621bff84a9b5916a89a5dd9c7879f77d7284ea478fb	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800AA00	36	FUN_0800aa00	8b50fde64434922f62d18ca38978810ef4ce389a3d2bdffdcfd5a5a35115c723	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800AD24	36	FUN_0800ad24	a5b486c47e5885ee9bd8d3d367325d125a6d93491df8ebd9bca1f099b68dd793	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800B064	28	FUN_0800b064	d7e73757e475238934b99fe20b474a38387f815c8005232171a17ad2d60ff7cf	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800B4A4	26	FUN_0800b4a4	64980fd0019ddf7093477895e5efc620668c87cb64e93e0dea5b2bfd16b4ddcf	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800B4E0	84	FUN_0800b4e0	bffe716eab12db89dd269918951268f4ae6a647df08704620bedb246bcf5e43c	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800B53C	104	FUN_0800b53c	978232e95a79e56479f7ddaed79601a5dedfac71148a3c8bd430a86ec4de7f25	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800B5AC	42	FUN_0800b5ac	4b3445ddcf078ecd0bbbb77e01f61c50e7b5fd56b84ffa44e8606ea73b768964	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800B5D6	42	FUN_0800b5d6	399da3559abc30265a89d5c340d3074215594767d8bc8bfba84b4cc135c367eb	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800B678	362	FUN_0800b678	41979fa02fe29264f07a3efc30f1c37b8ecb231e9ca16e3bc29d508a92ea9501	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BA44	24	FUN_0800ba44	4aeba8dccfe9d9349f8ee1da2a642522573c6b898efc4ac3e79b920b27d372b0	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
0x0800BA64	26	FUN_0800ba64	2c113146a6c23cbbbb50b9e567a764d792bc8e4c86166249378d2a4264e2b153	project_source_candidate_not_routed	components/shared/case/runtime_case_semantic_leaves.c	MIT	authenticated clean-room source and Cortex-M0+ closure exist; platform routing remains intentionally absent
