# G2 charging-case per-function attribution map
# blob: blobs/official/g2-2.2.6.10/firmware_box.bin sha256=36ca0c13558f252af286ae2b36b5e576d087d21d37b15d778e7da9f502a70374
# ghidra lane: tools/ghidra_scripts/BoxExportFunctionMap.java on lorelei, Ghidra 12.1.2, ARM:LE:32:Cortex @0x08000000
# categories: generated_transport, upstream_cmsis_startup, upstream_freertos_kernel, upstream_stm32_hal, first_party_g2, device_specific_preserve, unresolved
entry	size	name	ownership_category	evidence
0x0800a816	32	FUN_0800a816	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800a836	80	os_event_flags_create_wrapper	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800a888	76	FUN_0800a888	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800a8d8	36	FUN_0800a8d8	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800a900	52	FUN_0800a900	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800a93c	196	os_timer_or_thread_create_wrapper	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800aa00	36	FUN_0800aa00	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800aa24	36	FUN_0800aa24	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800aa48	164	os_timer_or_thread_create_wrapper	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800aaf0	54	FUN_0800aaf0	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800ab26	74	FUN_0800ab26	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800ab70	50	FUN_0800ab70	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool
0x0800abb0	80	FUN_0800abb0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ac08	114	FUN_0800ac08	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ac84	68	FUN_0800ac84	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ace4	56	FUN_0800ace4	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ad24	36	FUN_0800ad24	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800ad48	112	FUN_0800ad48	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800adb8	46	FUN_0800adb8	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ae0c	66	FUN_0800ae0c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ae74	34	FUN_0800ae74	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ae96	154	FUN_0800ae96	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800af30	64	FUN_0800af30	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800af70	64	FUN_0800af70	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800afcc	78	FUN_0800afcc	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b024	60	FUN_0800b024	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b064	28	FUN_0800b064	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800b080	30	FUN_0800b080	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b0a0	88	FUN_0800b0a0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b0fc	242	prvTimerTask	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b260	30	FUN_0800b260	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b284	38	FUN_0800b284	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b2b0	104	FUN_0800b2b0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b330	38	FUN_0800b330	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b374	116	FUN_0800b374	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b3e8	178	pvPortMalloc	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b4a4	26	FUN_0800b4a4	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800b4c0	26	pxPortInitialiseStack	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800b4e0	84	FUN_0800b4e0	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800b53c	104	FUN_0800b53c	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800b5ac	42	FUN_0800b5ac	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800b5d6	42	FUN_0800b5d6	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800b600	118	FUN_0800b600	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800b678	362	FUN_0800b678	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800ba44	24	FUN_0800ba44	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800ba64	26	FUN_0800ba64	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800ba84	24	FUN_0800ba84	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800baa4	26	FUN_0800baa4	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bac4	14	FUN_0800bac4	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bad8	16	FUN_0800bad8	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bae8	14	FUN_0800bae8	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bafc	16	FUN_0800bafc	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bb0c	24	FUN_0800bb0c	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bb2c	26	FUN_0800bb2c	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bb4c	30	FUN_0800bb4c	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool
0x0800bb74	22	FUN_0800bb74	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800be74	28	FUN_0800be74	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800be90	42	FUN_0800be90	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800beba	36	FUN_0800beba	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bede	42	FUN_0800bede	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bf08	36	FUN_0800bf08	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800bf2c	38	uxListRemove	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800bf54	14	FUN_0800bf54	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800bf6c	16	FUN_0800bf6c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800bf94	22	FUN_0800bf94	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800bfaa	6	FUN_0800bfaa	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800bfb0	50	FUN_0800bfb0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800bfe2	24	FUN_0800bfe2	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800bffc	20	FUN_0800bffc	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c014	24	FUN_0800c014	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c030	68	FUN_0800c030	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c078	32	FUN_0800c078	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c0a0	18	FUN_0800c0a0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c0b8	36	FUN_0800c0b8	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c0e0	70	FUN_0800c0e0	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c128	48	FUN_0800c128	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c15c	12	FUN_0800c15c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c16c	8	FUN_0800c16c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c178	32	FUN_0800c178	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c19c	42	FUN_0800c19c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c1cc	82	FUN_0800c1cc	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c228	84	FUN_0800c228	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c284	98	FUN_0800c284	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c2f8	128	FUN_0800c2f8	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c380	10	FUN_0800c380	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c390	94	vTaskSwitchContext	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c3f8	26	FUN_0800c3f8	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c412	26	FUN_0800c412	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c42c	16	FUN_0800c42c	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c43c	16	FUN_0800c43c	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c44c	42	FUN_0800c44c	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c478	16	FUN_0800c478	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c48c	30	FUN_0800c48c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c4aa	34	FUN_0800c4aa	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c4cc	18	FUN_0800c4cc	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c4de	138	FUN_0800c4de	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c568	16	FUN_0800c568	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800c57c	40	FUN_0800c57c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c5ac	32	xPortSysTickHandler	upstream_freertos_kernel	anchor: mask/xTaskIncrementTick/PENDSVSET/unmask; SCB literal 0xE000ED00
0x0800c5d0	70	FUN_0800c5d0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c616	112	FUN_0800c616	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c686	290	FUN_0800c686	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c7a8	146	FUN_0800c7a8	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c83a	270	FUN_0800c83a	first_party_g2	references G2 log/status strings
0x0800c948	92	FUN_0800c948	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800c9a8	94	xTaskCreate	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ca06	70	FUN_0800ca06	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ca4c	26	xTaskGetSchedulerState	upstream_freertos_kernel	anchor: exact body over kernel statics at 0x20000128
0x0800ca6c	6	FUN_0800ca6c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ca78	184	xTaskIncrementTick	upstream_freertos_kernel	anchor: exact head over xTickCount/xPendedTicks/uxSchedulerSuspended
0x0800cb38	96	FUN_0800cb38	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800cba0	94	FUN_0800cba0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800cc0c	168	FUN_0800cc0c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ccc0	50	FUN_0800ccc0	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ccf2	44	FUN_0800ccf2	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800cd20	80	FUN_0800cd20	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800cd80	96	FUN_0800cd80	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800cde4	38	FUN_0800cde4	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800ce0c	36	FUN_0800ce0c	upstream_freertos_kernel	kernel-statics reference and/or banded call-graph closure from pinned port/scheduler anchors
0x0800ce34	696	FUN_0800ce34	first_party_g2	references G2 log/status strings
0x0800d154	36	FUN_0800d154	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x0800d178	50	FUN_0800d178	first_party_g2	references G2 log/status strings
0x0800d218	26	FUN_0800d218	first_party_g2	references G2 log/status strings
0x0800d250	22	FUN_0800d250	unresolved	no kernel-statics/HAL/string/descriptor evidence
0x08006e1c	0	g2_rtos_entry_7	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool; body outside the discovered map (no direct callers); bytes remain in unresolved accounting
0x08007200	0	g2_rtos_entry_9	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool; body outside the discovered map (no direct callers); bytes remain in unresolved accounting
0x08007f2c	0	g2_rtos_entry_8	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool; body outside the discovered map (no direct callers); bytes remain in unresolved accounting
0x080082ec	0	g2_rtos_entry_10	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool; body outside the discovered map (no direct callers); bytes remain in unresolved accounting
0x08009d70	0	g2_rtos_entry_1	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool; body outside the discovered map (no direct callers); bytes remain in unresolved accounting
0x0800b7ec	0	g2_rtos_entry_4	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool; body outside the discovered map (no direct callers); bytes remain in unresolved accounting
0x0800bb90	0	g2_rtos_entry_5	first_party_g2	RTOS task/timer entry pointer from app_rtos_init literal pool; body outside the discovered map (no direct callers); bytes remain in unresolved accounting
