# G2 Apollo unanchored-function provenance census; regenerated by tools/analyze_g2_apollo_unanchored_census.py
entry	body_start	body_end_exclusive	envelope_bytes	official_opaque_bytes	bucket	evidence	confidence	detail
0x004558CC	0x004558CC	0x0045596E	162	162	investigation-required-no-evidence	none	none	no closed-world evidence
0x0045596E	0x0045596E	0x00455A12	164	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455A1C	0x00455A1C	0x00455ACA	174	174	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455ACA	0x00455ACA	0x00455AE0	22	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455AE0	0x00455AE0	0x00455AF6	22	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455AFC	0x00455AFC	0x00455B84	136	136	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455B84	0x00455B84	0x00455C32	174	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455C48	0x00455C48	0x00455DBA	370	2	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455DC0	0x00455DC0	0x00455F5E	414	2	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455F5E	0x00455F5E	0x00455FA8	74	74	investigation-required-no-evidence	none	none	no closed-world evidence
0x00455FA8	0x00455FA8	0x0045601E	118	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x0045601E	0x0045601E	0x00456026	8	8	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456026	0x00456026	0x0045602E	8	8	investigation-required-no-evidence	none	none	no closed-world evidence
0x0045602E	0x0045602E	0x00456036	8	8	investigation-required-no-evidence	none	none	no closed-world evidence
0x0045607C	0x0045607C	0x0045609A	30	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x0045609A	0x0045609A	0x004560B2	24	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004560B2	0x004560B2	0x004560E8	54	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004560E8	0x004560E8	0x0045610E	38	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456110	0x00456110	0x00456210	256	0	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x00456210	0x00456210	0x00456280	112	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456280	0x00456280	0x004562DA	90	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004562DA	0x004562DA	0x00456338	94	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456358	0x00456358	0x00456374	28	28	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456374	0x00456374	0x00456390	28	28	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456390	0x00456390	0x004563B4	36	36	investigation-required-no-evidence	none	none	no closed-world evidence
0x004563B4	0x004563B4	0x00456426	114	114	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456426	0x00456426	0x0045643E	24	24	investigation-required-no-evidence	none	none	no closed-world evidence
0x0045643E	0x0045643E	0x00456496	88	88	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456498	0x00456498	0x0045655C	196	196	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x00456580	0x00456580	0x00456606	134	134	investigation-required-no-evidence	none	none	no closed-world evidence
0x00456606	0x00456606	0x0045669A	148	148	investigation-required-no-evidence	none	none	no closed-world evidence
0x0045669A	0x0045669A	0x004566D8	62	62	investigation-required-no-evidence	none	none	no closed-world evidence
0x004566D8	0x004566D8	0x00456722	74	74	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x00458B60	0x00458B60	0x00458BAC	76	76	first-party	closed-module-manifest	high	function-map manifest g2-efs-service
0x00458BAC	0x00458BAC	0x00458BD2	38	38	first-party	closed-module-manifest	high	function-map manifest g2-efs-service
0x00458BD2	0x00458BD2	0x00458BF8	38	38	first-party	closed-module-manifest	high	function-map manifest g2-efs-service
0x00458BF8	0x00458BF8	0x00458C1E	38	38	first-party	closed-module-manifest	high	function-map manifest g2-efs-service
0x00458C1E	0x00458C1E	0x00458C30	18	18	first-party	closed-module-manifest	high	function-map manifest g2-efs-service
0x00458C48	0x00458C48	0x00458C5E	22	22	first-party	closed-module-manifest	high	function-map manifest g2-efs-service
0x00458DF0	0x00458DF0	0x00458E32	66	66	first-party	closed-module-manifest	high	function-map manifest g2-logger-setting
0x00458E32	0x00458E32	0x00458E48	22	22	first-party	closed-module-manifest	high	function-map manifest g2-logger-setting
0x0045A558	0x0045A558	0x0045A568	16	16	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0045A568	0x0045A568	0x0045A570	8	0	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0045A570	0x0045A570	0x0045A578	8	0	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0045BA3C	0x0045BA3C	0x0045BA46	10	10	first-party	closed-module-manifest	high	function-map manifest g2-sync-framework
0x0045BBB6	0x0045BBB6	0x0045BBD2	28	28	first-party	closed-module-manifest	high	function-map manifest g2-sync-framework
0x0045BBD2	0x0045BBD2	0x0045BBEE	28	28	first-party	closed-module-manifest	high	function-map manifest g2-sync-framework
0x0045BBF4	0x0045BBF4	0x0045BC06	18	18	first-party	closed-module-manifest	high	function-map manifest g2-sync-framework
0x0045D4B8	0x0045D4B8	0x0045D4D8	32	32	first-party	closed-module-manifest	high	function-map manifest g2-sync-framework
0x0045EC7C	0x0045EC7C	0x0045ECAE	50	50	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045EF24	0x0045EF24	0x0045F15A	566	566	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F58C	0x0045F58C	0x0045F60E	130	130	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F60E	0x0045F60E	0x0045F66A	92	92	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F66A	0x0045F66A	0x0045F676	12	12	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F6A8	0x0045F6A8	0x0045F6B4	12	12	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F6B4	0x0045F6B4	0x0045F6C0	12	12	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F6C0	0x0045F6C0	0x0045F6DA	26	26	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F6DA	0x0045F6DA	0x0045F6EC	18	18	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F6EC	0x0045F6EC	0x0045F706	26	26	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F706	0x0045F706	0x0045F73A	52	52	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F73A	0x0045F73A	0x0045F7BE	132	132	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F7BE	0x0045F7BE	0x0045F840	130	130	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F840	0x0045F840	0x0045F876	54	54	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F876	0x0045F876	0x0045F8A4	46	46	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F8A4	0x0045F8A4	0x0045F8BA	22	22	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F8BA	0x0045F8BA	0x0045F8D0	22	22	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F8D0	0x0045F8D0	0x0045F8E6	22	22	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F8E6	0x0045F8E6	0x0045F8FC	22	22	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045F8FC	0x0045F8FC	0x0045F910	20	20	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FAA8	0x0045FAA8	0x0045FB44	156	156	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FB44	0x0045FB44	0x0045FB7C	56	56	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FB7C	0x0045FB7C	0x0045FBA2	38	38	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FBA2	0x0045FBA2	0x0045FBAE	12	12	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FBAE	0x0045FBAE	0x0045FBBA	12	12	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FBBA	0x0045FBBA	0x0045FBD0	22	22	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FBD0	0x0045FBD0	0x0045FBE6	22	22	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FBE6	0x0045FBE6	0x0045FC5A	116	116	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FC5A	0x0045FC5A	0x0045FCB2	88	88	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FCB2	0x0045FCB2	0x0045FCD2	32	32	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FCD2	0x0045FCD2	0x0045FD06	52	52	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FD06	0x0045FD06	0x0045FE04	254	254	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FE10	0x0045FE10	0x0045FE32	34	34	first-party	closed-module-manifest	high	function-map manifest g2-page-manager
0x0045FFFE	0x0045FFFE	0x00460050	82	82	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00460050	0x00460050	0x00460084	52	52	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00460084	0x00460084	0x00460090	12	12	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00460090	0x00460090	0x004600B4	36	36	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x004600B4	0x004600B4	0x00460106	82	82	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00460106	0x00460106	0x00460118	18	18	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046015A	0x0046015A	0x00460178	30	30	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00460178	0x00460178	0x0046018E	22	22	cmsis-freertos	call-topology-single-family	medium	every closed-world call target is cmsis-freertos
0x004602B6	0x004602B6	0x004602CA	20	20	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x004602CA	0x004602CA	0x00460344	122	122	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00460344	0x00460344	0x0046036A	38	38	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x0046036A	0x0046036A	0x00460374	10	10	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00460424	0x00460424	0x00460450	44	44	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00460450	0x00460450	0x004604C2	114	114	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00460FC6	0x00460FC6	0x00461026	96	96	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x004612F8	0x004612F8	0x00461348	80	80	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00462DB4	0x00462DB4	0x00462DB6	2	2	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00462DB6	0x00462DB6	0x00462E94	222	222	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00462F38	0x00462F38	0x0046300E	214	214	first-party	closed-module-manifest	high	function-map manifest g2-menu-page
0x00463E9A	0x00463E9A	0x00463EA6	12	12	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00463EA6	0x00463EA6	0x00463EEE	72	72	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00463EEE	0x00463EEE	0x00463F34	70	70	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00463F34	0x00463F34	0x00463F5C	40	40	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00463F5C	0x00463F5C	0x00463FA4	72	72	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00463FA4	0x00463FA4	0x00463FB0	12	12	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00463FB0	0x00463FB0	0x00464008	88	88	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00464008	0x00464008	0x004640C0	184	184	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x0046410A	0x0046410A	0x00464152	72	72	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00464152	0x00464152	0x0046415E	12	12	first-party	closed-module-manifest	high	function-map manifest g2-generic-animation
0x00464330	0x00464330	0x00464344	20	20	investigation-required-no-evidence	none	none	no closed-world evidence
0x004644EE	0x004644EE	0x0046450C	30	30	lvgl	link-order-sandwich	low	bracketed in link order by lvgl
0x004645D8	0x004645D8	0x004645EC	20	20	investigation-required-no-evidence	none	none	no closed-world evidence
0x004645EC	0x004645EC	0x00464604	24	24	investigation-required-no-evidence	none	none	no closed-world evidence
0x00464604	0x00464604	0x0046467C	120	120	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x0046467C	0x0046467C	0x00464696	26	26	investigation-required-no-evidence	none	none	no closed-world evidence
0x00464696	0x00464696	0x004646B4	30	30	investigation-required-no-evidence	none	none	no closed-world evidence
0x00466010	0x00466010	0x00466016	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-universal-setting
0x00466016	0x00466016	0x0046607C	102	102	first-party	closed-module-manifest	high	function-map manifest g2-service-universal-setting
0x0046636C	0x0046636C	0x00466412	166	166	first-party	closed-module-manifest	high	function-map manifest g2-service-universal-setting
0x00466500	0x00466500	0x00466506	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-universal-setting
0x0046650C	0x0046650C	0x00466512	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-universal-setting
0x00466512	0x00466512	0x00466518	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-universal-setting
0x00466518	0x00466518	0x0046651E	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-universal-setting
0x00467F08	0x00467F08	0x00467F0E	6	6	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00467FF0	0x00467FF0	0x00467FFE	14	14	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-controller
0x00467FFE	0x00467FFE	0x0046800C	14	14	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-controller
0x0046800C	0x0046800C	0x0046801E	18	18	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-controller
0x0046801E	0x0046801E	0x00468034	22	22	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-controller
0x00468034	0x00468034	0x0046805A	38	38	first-party	closed-module-manifest	high	function-map manifest g2-onboarding-controller
0x0046916C	0x0046916C	0x0046919E	50	50	first-party	closed-module-manifest	high	function-map manifest g2-silent-mode
0x0046919E	0x0046919E	0x004691BC	30	30	first-party	closed-module-manifest	high	function-map manifest g2-silent-mode
0x0046946E	0x0046946E	0x00469470	2	2	first-party	closed-module-manifest	high	function-map manifest g2-silent-mode
0x00469C98	0x00469C98	0x00469CAC	20	20	first-party	closed-module-manifest	high	function-map manifest g2-system-close
0x00469CAC	0x00469CAC	0x00469D24	120	120	first-party	closed-module-manifest	high	function-map manifest g2-system-close
0x00469D24	0x00469D24	0x00469D48	36	36	first-party	closed-module-manifest	high	function-map manifest g2-system-close
0x0046A4E2	0x0046A4E2	0x0046A53A	88	88	first-party	closed-module-manifest	high	function-map manifest g2-system-close
0x0046AE9C	0x0046AE9C	0x0046AEEA	78	78	first-party	closed-module-manifest	high	function-map manifest g2-system-close
0x0046B44C	0x0046B44C	0x0046B452	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-settings
0x0046B452	0x0046B452	0x0046B458	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-settings
0x0046BFE8	0x0046BFE8	0x0046BFF0	8	8	first-party	closed-module-manifest	high	function-map manifest g2-service-settings
0x0046C600	0x0046C600	0x0046C622	34	34	first-party	closed-module-manifest	high	function-map manifest g2-service-settings
0x0046C622	0x0046C622	0x0046C630	14	14	first-party	closed-module-manifest	high	function-map manifest g2-service-settings
0x0046C630	0x0046C630	0x0046C636	6	6	first-party	closed-module-manifest	high	function-map manifest g2-service-settings
0x0046C63C	0x0046C63C	0x0046C64E	18	18	first-party	closed-module-manifest	high	function-map manifest g2-service-settings
0x0046C984	0x0046C984	0x0046C9AA	38	38	investigation-required-mixed	call-topology-mixed	none	call targets span first-party|lvgl
0x0046C9AA	0x0046C9AA	0x0046C9D0	38	38	investigation-required-mixed	call-topology-mixed	none	call targets span first-party|lvgl
0x0046C9DC	0x0046C9DC	0x0046CA14	56	56	investigation-required-mixed	call-topology-mixed	none	call targets span first-party|lvgl
0x0046CA14	0x0046CA14	0x0046CA6E	90	90	first-party	call-topology-single-family	medium	every closed-world call target is first-party
0x0046CA6E	0x0046CA6E	0x0046CA72	4	4	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046CACC	0x0046CACC	0x0046CADE	18	18	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046D584	0x0046D584	0x0046D588	4	4	first-party	closed-module-manifest	high	function-map manifest g2-lvgl-font-manager
0x0046D67C	0x0046D67C	0x0046D69A	30	30	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D69A	0x0046D69A	0x0046D6B6	28	28	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D70E	0x0046D70E	0x0046D78C	126	126	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D78C	0x0046D78C	0x0046D7E6	90	90	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D7E6	0x0046D7E6	0x0046D816	48	48	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D816	0x0046D816	0x0046D826	16	16	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D826	0x0046D826	0x0046D836	16	16	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D836	0x0046D836	0x0046D856	32	32	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D856	0x0046D856	0x0046D85E	8	8	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D85E	0x0046D85E	0x0046D868	10	10	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D86C	0x0046D86C	0x0046D878	12	12	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D898	0x0046D898	0x0046D8A0	8	8	first-party	closed-module-manifest	high	function-map manifest g2-product-rtos
0x0046D8A0	0x0046D8A0	0x0046D8C4	36	36	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046D8C4	0x0046D8C4	0x0046D8E0	28	28	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046D8E0	0x0046D8E0	0x0046D9AC	204	204	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046D9AC	0x0046D9AC	0x0046D9C8	28	28	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046D9C8	0x0046D9C8	0x0046DA92	202	202	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046DA92	0x0046DA92	0x0046DACC	58	58	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046DACC	0x0046DACC	0x0046DB04	56	56	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x0046DC74	0x0046DC74	0x0046DCA4	48	48	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046DCA4	0x0046DCA4	0x0046DCCC	40	40	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046DCCC	0x0046DCCC	0x0046DD44	120	120	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046DFD0	0x0046DFD0	0x0046DFE8	24	24	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046EF60	0x0046EF60	0x0046EF68	8	8	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046EF74	0x0046EF74	0x0046EFCC	88	88	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046EFCC	0x0046EFCC	0x0046EFD4	8	8	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046EFD8	0x0046EFD8	0x0046EFE4	12	12	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046EFE4	0x0046EFE4	0x0046EFEC	8	8	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046EFEC	0x0046EFEC	0x0046EFF4	8	8	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046F2C6	0x0046F2C6	0x0046F2CE	8	8	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046F32C	0x0046F32C	0x0046F348	28	28	first-party	closed-module-manifest	high	function-map manifest g2-app-ble-peripheral
0x0046F4A4	0x0046F4A4	0x0046F4C2	30	30	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F4C2	0x0046F4C2	0x0046F4EA	40	40	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F4EA	0x0046F4EA	0x0046F50C	34	34	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F50C	0x0046F50C	0x0046F52C	32	32	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F52C	0x0046F52C	0x0046F546	26	26	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F65E	0x0046F65E	0x0046F674	22	22	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F674	0x0046F674	0x0046F68A	22	22	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F68A	0x0046F68A	0x0046F6A2	24	24	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F6A2	0x0046F6A2	0x0046F6BA	24	24	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F6BA	0x0046F6BA	0x0046F6E6	44	44	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F6E6	0x0046F6E6	0x0046F6FA	20	20	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0046F6FA	0x0046F6FA	0x0046F788	142	142	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x00470168	0x00470168	0x00470214	172	172	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x0047021C	0x0047021C	0x004702CC	176	176	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x00470368	0x00470368	0x004703BA	82	82	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x004703BA	0x004703BA	0x004703C6	12	12	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x004708A8	0x004708A8	0x004709B2	266	266	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x004709C0	0x004709C0	0x004709C8	8	8	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x00471020	0x00471020	0x004710A2	130	130	first-party	closed-module-manifest	high	function-map manifest g2-drv-mx25u25643g
0x00471164	0x00471164	0x004711B2	78	78	first-party	closed-module-manifest	high	function-map manifest g2-general-configure
0x00471528	0x00471528	0x00471554	44	44	first-party	closed-module-manifest	high	function-map manifest g2-general-configure
0x00471B9C	0x00471B9C	0x00471BCA	46	46	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471BCA	0x00471BCA	0x00471C9A	208	208	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471C9A	0x00471C9A	0x00471CAE	20	20	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471CAE	0x00471CAE	0x00471CD6	40	40	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471CD6	0x00471CD6	0x00471D58	130	130	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471D58	0x00471D58	0x00471DAC	84	84	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471DAC	0x00471DAC	0x00471E20	116	116	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471E20	0x00471E20	0x00471E5E	62	62	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471E5E	0x00471E5E	0x00471E78	26	26	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471E78	0x00471E78	0x00471E92	26	26	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471E92	0x00471E92	0x00471E9E	12	12	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471E9E	0x00471E9E	0x00471EBC	30	30	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00471EBC	0x00471EBC	0x00471EC8	12	12	first-party	link-order-sandwich	low	bracketed in link order by first-party
0x00472362	0x00472362	0x00472378	22	22	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x00472378	0x00472378	0x004723D6	94	94	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x004723D6	0x004723D6	0x00472426	80	80	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x00472426	0x00472426	0x0047243A	20	20	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x00472546	0x00472546	0x0047257C	54	54	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x0047257C	0x0047257C	0x00472588	12	12	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x00472588	0x00472588	0x00472596	14	14	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x00472630	0x00472630	0x0047263C	12	12	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x004728A0	0x004728A0	0x004728B2	18	18	first-party	closed-module-manifest	high	function-map manifest g2-ring-service
0x00472C7C	0x00472C7C	0x00472C84	8	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472C84	0x00472C84	0x00472D40	188	0	investigation-required-no-evidence	none	none	references SRAM globals
0x00472D40	0x00472D40	0x00472D64	36	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472D64	0x00472D64	0x00472D76	18	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472D76	0x00472D76	0x00472D9C	38	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472D9C	0x00472D9C	0x00472DE0	68	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472DE0	0x00472DE0	0x00472E48	104	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472E48	0x00472E48	0x00472EBC	116	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472EBC	0x00472EBC	0x00472ED4	24	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472ED4	0x00472ED4	0x00472EF6	34	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00472EF6	0x00472EF6	0x00473036	320	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00473036	0x00473036	0x004733EE	952	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004733EE	0x004733EE	0x0047341A	44	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00473474	0x00473474	0x00473482	14	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00473482	0x00473482	0x004734A0	30	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004734A0	0x004734A0	0x004734BC	28	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004734C0	0x004734C0	0x004734CC	12	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x004736F4	0x004736F4	0x00473782	142	0	investigation-required-mixed	call-topology-mixed	none	call targets span first-party|lvgl
0x00473928	0x00473928	0x00473934	12	0	lvgl	call-topology-single-family	medium	every closed-world call target is lvgl
0x00473934	0x00473934	0x0047393C	8	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00473940	0x00473940	0x00473948	8	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x0047394C	0x0047394C	0x00473952	6	0	investigation-required-no-evidence	none	none	no closed-world evidence
0x00473ABC	0x00473ABC	0x00473AC6	10	0	first-party	closed-module-manifest	high	function-map manifest g2-displaydrv-manager
