start	end	size	sha256	structural_class	ownership_category	family_hint	confidence	evidence
0x00313760	0x0031376A	10	c921eff203f0318d5b13a994876232e41fe21a222cea8af0e0cd378dd01d3cfe	code_leaf_accessor	unclassified_insufficient_evidence	unknown	low	ram_global_access:1;blink_return_leaf
0x00313778	0x0031377A	2	5c36fa627b751f9f87419f9e6ed40beb9a3bab13ac1b5ec7506a34d0eb630bc4	code_veneer	unclassified_insufficient_evidence	unknown	low	branch_only_island
0x003137F4	0x003137FA	6	0cd5307fdecf41728f490ba23fc25d781b35fea1655f96143ec0a0214cf0ae1f	constant_or_struct_candidate	unclassified_insufficient_evidence	unknown	low	imm_references:0
0x0031398C	0x00313A0A	126	c09634069b361612da3f59a105bba4995166db3da20a8b5fedafbe319567d9c2	code_function	proprietary_modern_controller_source_unavailable	em_vendor_system	high	prologue;rom_calls:4
0x00313BC0	0x00313C18	88	875bc40c96acf50cbdbcc8c2e34a0c1647290b3de106142aeed04b41df21299c	code_function	proprietary_modern_controller_source_unavailable	em_vendor_system	medium	family_from_identified_neighbors_only;prologue;entry_branches:1;incoming_identified_calls:2;residual_calls:4
0x00313CE0	0x00313F52	626	7e84b5a413fd88ac4fd64a43fb7d1971f4581caabf4210bd3dfae41d040963ef	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:2;incoming_identified_calls:5;named_callees:WsfCsEnter|WsfHeapAlignWord;residual_calls:9
0x00313F6C	0x00313F82	22	d229ee751a4e07e24cb4344003a314cb21028995c8a375ff3cba133191b72a76	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	family_from_identified_neighbors_only;entry_branches:59;incoming_identified_calls:58
0x00313F98	0x00313FA8	16	4f51d69f5987bbc20c372e0628ee60a2281e0845c50a121533fb9c79bc368346	code_veneer	proprietary_modern_controller_source_unavailable	em_vendor_rom_wrapper	medium	rom_branch_targets:2
0x00313FB8	0x00313FCC	20	777933a616056b45303b251e9ce6221b66670598bd356d53e6a99e59e098caa8	code_veneer	proprietary_modern_controller_source_unavailable	em_vendor_rom_wrapper	medium	rom_branch_targets:1
0x0031445C	0x00314536	218	b512347ccfe005f9d8ba9f8e440230c5e540c5452e17e4f0bb93937433ad2548	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:1;incoming_identified_calls:3;named_callees:BbBleResListCheckResolvePeer|BbBleResListGetPrivacyMode|BbBleResListIsAddressResolved|BbBleResListPeerStatus|BbBleResListResolvePeer|bbBleFindResolvingListEntry
0x00314728	0x0031472C	4	76480290f1bed14bc2e72564d8cd92c60c121828769377b8e273db70826ccd34	code_veneer	unclassified_insufficient_evidence	unknown	low	branch_only_island;referenced_by_immediate:1
0x00314754	0x00314758	4	656dbbb016eb58584b3cb5ce6b5ef6ac18bfcddbc473659e52b315a8acf4d563	code_veneer	unclassified_insufficient_evidence	unknown	low	branch_only_island;referenced_by_immediate:1
0x003151CC	0x003151D4	8	15d7c55bcc02adb136a0a09e5faa4d0a06c22fbf9973583eef927924cb300f0b	code_veneer	unclassified_insufficient_evidence	unknown	low	branch_only_island;referenced_by_immediate:1
0x00315534	0x003155C4	144	e98c074f65f3ab55a332c96415a0cb4d315824f59b535fda1a5c77569bbc6378	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:BbTerminateBod|PalBbBleRxTifsData|PalBbBleSetOpParams;residual_calls:4
0x00315914	0x00315974	96	e34c2bafb91db6d20d6a159f9e4d94aad50e3c145bf1f171167843528d25bdd9	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	named_callees:lctrActStartConnUpd|lctrCheckPauseComplete|lctrPauseTxData|lctrStoreConnUpdateSpec
0x00315A0C	0x00315A44	56	6e4ba14093de0f8baf5bd53cddf14f0678eb6571bb1bd63b699778c260803ab7	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:lctrStoreHostPhyUpdate;residual_calls:2
0x00315A84	0x00315BC6	322	77eaa84c7a598c2114650978cc3d1aa7bb8d22b63f6fd2615cc2ed23365e8b0b	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:lctrNotifyHostSubrateChangeIndFailed|lctrTxCtrlPduAlloc|lctrTxCtrlPduQueue;residual_calls:2
0x00315D40	0x00315D50	16	c8eb156d42da7671ef03805dfc61173a75c53b1c3b937981e297e4218a00a39f	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:lctrStopLlcpTimer|lctrStoreConnUpdate
0x00315E60	0x00315E84	36	839b68eeae966aebb5160fd8f775eb26a94d17f8321ce6d5b459f3bbd57c8354	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:lctrStorePeerPhyReq;residual_calls:2
0x00315F48	0x00315F80	56	e2b177439f1ba187152756c9da4fe0fb5dc7c2bc87f6403e9b3d567e3d248203	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	named_callees:lctrEnableRxDataEnc|lctrEnableTxDataEnc|lctrSendStartEncRsp|lctrStartLlcpTimer;named_tail_targets:lctrNotifyHostSubrateChangeIndFailed
0x00315FF4	0x0031636A	886	51b00eb5df8bfabfbfcbe3778f0c2b42edbe1499b2dc108e32f5e2eccb02df96	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:lctrNotifyHostSubrateChangeIndFailed|lctrSendRejectInd|lctrTxCtrlPduAlloc|lctrTxCtrlPduQueue;residual_calls:9
0x00316384	0x003163D6	82	bdd83c2eee3098147accea83fa898aa912c5f6a1ba8a63eeab30caf5127bda25	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:lctrSendRejectInd|lctrStopLlcpTimer;named_tail_targets:lctrSendRejectInd;residual_calls:1
0x0031643C	0x0031644C	16	2869d344011e14ec6330e3ce867935ca785b936783d3d06e0d00c0c116e2c7df	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:lctrCheckPauseComplete|lctrPauseTxData
0x00316594	0x003165C4	48	3984efc1a5dd37c9be61c17bd48cf67512ff41d0d6a1f3b89a8ef76d478b9e37	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	named_callees:lctrSendPauseEncReq|lctrSendPauseEncRsp|lctrStartLlcpTimer
0x003165F4	0x00316610	28	0a38d49e6a0935ebff92aecb1744966799fbde6e155c8399630cbddd1179c62d	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:lctrSendEncReq|lctrStartLlcpTimer;residual_calls:2
0x00317C40	0x00317EA4	612	e7b2028d24bd365053090d7f5968ac626271cdacfbf4bcc55ded4218ddeb4fc2	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;entry_branches:2;incoming_identified_calls:2;named_callees:WsfTimerStartMs|lctrNotifyHostSubrateChangeIndSuccess;residual_calls:2
0x00318200	0x0031825A	90	9a49d807290a40e9bba88c523763357be2220f0f95900d0209e1bb000dceb1b6	code_function	unclassified_insufficient_evidence	unknown	low	prologue;entry_branches:5;incoming_identified_calls:5
0x00318C1C	0x00318EDA	702	2da32fb7da85824b101f95f9d94b96752109832cce0ad1e41c969fd4d1267103	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;incoming_identified_calls:1;named_callees:WsfCsEnter|WsfMsgAlloc|WsfMsgSend|WsfTimerStartMs|lctrRssiAddAveragePoint|lctrRssiGetAverage|lctrRxConnEnq|lctrRxDeq;residual_calls:7
0x00319414	0x0031944E	58	75a9e3c3b7211326a151bdc0e92b018a94f48ce58fd79307b094fff464d6ba4d	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	named_callees:lctrUnpackDataLengthPdu|lctrUnpackFeaturePdu
0x0031948C	0x003194CA	62	5cdd3d7542cf1279f9b808d71d664e413ea9a99aab59dd203b2bdb668223b940	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	family_from_identified_neighbors_only;weak_code_features_only
0x003196EC	0x00319712	38	431d455864dc8c4516aafe940f8247113fc64aef10f9a132fb0fdae796cab747	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	family_from_identified_neighbors_only;weak_code_features_only
0x003197C8	0x003197D6	14	cfd575173d9edefabd2317ffeecd4f79f75e8a6bff0152850f59f9750ae75b7f	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	family_from_identified_neighbors_only;entry_branches:3;incoming_identified_calls:5
0x00319990	0x003199D6	70	ab779f3e724280b16194a0edbb03c86ce94ab692e8a4aafe33bf7684e10ba28c	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:lctrExtAdvActShutdown|lctrFreeAdvSet|lctrPeriodicAdvACleanup|lctrPeriodicAdvActShutdown
0x0031A258	0x0031A3EA	402	d76e8114c38133d6538b2b1f72860b7736920e592de53e42c6f98ce21c72549e	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:LmgrSendEvent|WsfMsgAlloc|WsfMsgSend|lctrMstExtInitCleanupOp|lctrScanNotifyHostInitiateError;named_tail_targets:lctrScanNotifyHostInitiateError;residual_calls:2
0x0031A408	0x0031A538	304	1caca6b761884b7211a6980627b9dc22adf2816477ab6499289183c8949d0ee6	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:SchInsertAtDueTime|WsfMsgAlloc|WsfMsgSend|lctrMstExtInitPawrCleanupOp;residual_calls:2
0x0031A980	0x0031A986	6	2bc255232d64dcd49926b2b18c42f157dff8aa7885cb8108394cbd8a6426b7a4	constant_or_struct_candidate	unclassified_insufficient_evidence	unknown	low	imm_references:0
0x0031AD88	0x0031AE82	250	5ed966ed9b0861b84fd0c7398cc178073f1a978c21fc65763b5f7f22ed8a68aa	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	entry_branches:1;incoming_identified_calls:9;named_callees:BbStop|WsfCsEnter|WsfMsgDeq|WsfMsgFree|WsfTimerStop|lctrRxConnClear|lctrTxQueueClear;named_tail_targets:WsfQueueEnq;residual_calls:3
0x0031B2F8	0x0031B2FC	4	98424348882c80536c01314412424fd73d3cb362bfafed4c425d927fbfee1436	constant_or_struct_candidate	unclassified_insufficient_evidence	unknown	low	imm_references:0
0x0031B32C	0x0031B374	72	561e22b6691240ceccca6c3cc41c94dbae410b25d4aede26af81cda9823990cc	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	family_from_identified_neighbors_only;prologue
0x0031B3B8	0x0031B6CA	786	fb80a2a384a77f7583ae020369cd53c14e848eafc87108cbcfb688a4190d3a08	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:BbStart|BbStop|LmgrSendEvent|SchRmAdd|WsfMsgAlloc|WsfMsgSend|lctrAllocConnCtx|lctrMstInitiateBuildOp;named_tail_targets:SchRemove|lctrScanNotifyHostInitiateError;residual_calls:8
0x0031DCA0	0x0031DF6A	714	b888cb530e45f20da405d7027d7fd068c616b8995eaaea7240d7084ca24a0dce	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:BbBleRxData|BbSetBodTerminateFlag|SchBleCalcAdvPktDurationUsec|SchRmGetOffsetUsec|lctrBuildRemapTable|lctrCalcConnDurationUsec|lctrCalcPingPeriodMs|lctrInitPhyTxPower;residual_calls:2
0x0031DFD0	0x0031E5EC	1564	3a7f6643a63279e0867a3ca07b8b3fa9c1e73ece8ca7fdc04b9eaabde38dc079	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:1;incoming_identified_calls:4;named_callees:LlMathDivideUint32RoundUp|SchInsertAtDueTime|SchRmGetOffsetUsec|SchRmRemove|WsfMsgAlloc|WsfMsgSend|WsfTimerStartMs|WsfTimerStop;residual_calls:8
0x0031E604	0x0031E84A	582	401bb438ae28094d0c46c270fed781bc52bc3a05685fc5cf846cf3e0291586c8	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:BbSetBodTerminateFlag|LmgrConnInit|WsfQueueEmpty|lctrConnDefaults|lctrExceededMaxDur|lctrIsWaitingForStartEncReq|lctrProcessRxAck|lctrProcessTxAck;residual_calls:9
0x0031E8FC	0x0031E93E	66	71d7d7e4bc037887bf7709e9ad44071bb4201ae3c3c8dac93d563e428e97ce36	code_fragment	unclassified_insufficient_evidence	unknown	low	weak_code_features_only
0x0031FF68	0x00320066	254	e96a5e854497c06be1ea859d5d03cbb16fc7553edca1731342f5a2f31267af4f	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:lctrExtInitSetupInitiate|lctrMstExtInitiateOpCommit;residual_calls:3
0x00320540	0x00320586	70	c9605acb757e00bf250c4d44f4ffb6404b5da1a7736cf2a2f6031a2486d75296	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:2;incoming_identified_calls:2;named_callees:BbBleAuxScanMasterInit|BbBleScanMasterInit|LctrMstExtScanDefaults;named_tail_targets:lctrMstInitExecuteSm
0x00321C30	0x0032233C	1804	f1c6059c121b60e25cfcb722c6ee546af9d19acf06ab9b55d55bcde07eaae48d	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;incoming_identified_calls:1;named_callees:BbGetClockAccuracy|BbGetTargetTimeDelta|LmgrBuildRemapTable|PalFrcDeltaUs|SchBleCalcAdvOpDuration|SchBleCalcAdvPktDurationUsec|SchInsertAtDueTime|lctrCalcTotalAccuracy;named_tail_targets:lctrMstPerScanWithRspEndOp;residual_calls:4
0x003228A8	0x003228E2	58	456db8aafcf0964daefa5eb57f320bfd18fb47ef039eca3ffa30e61dd052298b	code_fragment	unclassified_insufficient_evidence	unknown	low	weak_code_features_only
0x00322D68	0x00322E42	218	2897783a476a3e55dca5339a872dc10800c71dbfc72a1f4bbf98feaff6508168	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	incoming_identified_calls:7;named_callees:LmgrSendEvent
0x00322F2C	0x00323028	252	1dc38cd827ab3b75aeb9881771f2528d7ea50172af978a5dd9f6bd940c9cb44d	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:2;incoming_identified_calls:6;named_callees:LctrValidateConnSpec|LlRemoteConnParamReqNegReply|LlRemoteConnParamReqReply|LmgrSendEvent
0x0032317C	0x0032322A	174	1b8913afa62ab2641b1baa6801112b19e9ca33f7c450a91e35aa7b21abd042f4	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	entry_branches:2;incoming_identified_calls:3;named_callees:LmgrSendEvent;residual_calls:1
0x00323268	0x003233B2	330	865d8d7b6f0b7a30e4afc0c13e8ebe31cc342839d4db565f2fdbe5e68e0aed28	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	entry_branches:2;incoming_identified_calls:13;named_callees:LmgrSendEvent|Uint64ToBstream|lctrCalcPathLoss
0x00323620	0x0032366A	74	5534e167d56fe6aa56c27d270c4e5cf6e542575c61274d02cf5da7ee34ebebe0	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	entry_branches:6;incoming_identified_calls:6;named_callees:LmgrSendEvent
0x003249AC	0x003249BC	16	2ee1430d892a40482baa649259833fc5ee7e456c47a7b89e8232fd8919cc7066	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	named_tail_targets:SchRemove|lctrMstPerScanCleanupOp
0x00324AA0	0x00324AA8	8	f46359ecc7aa1dce7c9df5725c518e7b0831a8b91104bda02a57225406775613	constant_or_struct_candidate	unclassified_insufficient_evidence	unknown	low	imm_references:0
0x003253BC	0x0032544E	146	62bb1a6ec143c2c8976dc0c8f0b858d4f9b8ddc56cc74b315bd0c397cae2527f	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	incoming_identified_calls:1;named_callees:BbBleRxData|lctrRxEnq;named_tail_targets:WsfMsgAlloc|WsfMsgFree;residual_calls:1
0x00325474	0x00325546	210	f977abab6a2c04506433f384c1876d084397d798b9bb8f21667012856543594f	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:LmgrSendEvent|PalCryptoGenerateDhKey|PalCryptoGenerateP256KeyPair|lctrNotifyGenerateDhKeyInd|lctrValidatePublicKey;named_tail_targets:LmgrSendScanEnableCnf;residual_calls:4
0x003255A8	0x003255C6	30	460ece04a7302ab4580962cb7d141183e4c545f70e0811c9d3cd01297a3ea60d	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:BbStop|lctrScanCleanup;named_tail_targets:LmgrSendScanEnableCnf
0x003255E4	0x00325616	50	9121f8ccf02e6cb9a9c9ee2e38fbc91796c38dedad89feb24d9bb24ad71c9097	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:BbStop|lctrScanCleanup;named_tail_targets:SchRemove
0x00325C08	0x00325C3E	54	624607a29d71ae49b4d2366598a8eaeb4a542a909b99933799cd8b74ab9c0a51	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;entry_branches:22;incoming_identified_calls:18;named_callees:WsfMsgAlloc|WsfMsgSend
0x00325CB4	0x00325D50	156	5267a442946fe82b967bc03c76769a6605cfbfc5e663eb9dec649eab9aa40171	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	entry_branches:1;incoming_identified_calls:3;named_callees:SchRmCalcCommonPeriodicityUsec|SchRmStartUpdate;named_tail_targets:lctrSendConnParamPdu;residual_calls:1
0x00325DEC	0x00325DFA	14	dbedafbc0f370a8b9f19cebaa18f902a15d9385e3c7c6dc962d1eabee3ea4088	code_fragment	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	named_tail_targets:lctrSendDataLengthPdu
0x0032754C	0x00327716	458	3e0140264704ce9d4e2cc182b4ad9420556701fc85f6689a67eda1e6d9a7f1ff	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:1;incoming_identified_calls:3;named_callees:WsfMsgAlloc|WsfMsgSend|lctrCalcPathLossZone;residual_calls:2
0x00329574	0x00329842	718	7d0e467f1b7187ce160f189b9297f8b4ffc4a295e78cdb1d7bacf497afe75f44	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:BbBleRxData|BbSetBodTerminateFlag|SchInsertAtDueTime|WsfTimerStartMs|lctrBuildRemapTable|lctrCalcConnDurationUsec|lctrCalcPingPeriodMs|lctrCalcTotalAccuracy;residual_calls:2
0x00329888	0x0032A4BE	3126	45c3d2477869a9ace185078ca6b5f59621eeca07ae274414e64637e5b04f12aa	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:1;incoming_identified_calls:8;named_callees:BbGetSchSetupDelayUs|BbGetTargetTimeDelta|BbSetBodTerminateFlag|LlMathDivideUint32|LlMathDivideUint32RoundUp|LmgrConnInit|SchBleCalcDataPktDurationUsec|SchInsertAtDueTime;residual_calls:20
0x0032B82C	0x0032BB3E	786	13f2dde0e4fa10c178e4fc242465d8c136bfc603450e6bccfda2ae8fd1d5d0eb	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;entry_branches:1;incoming_identified_calls:1;named_callees:CalcCrc32|LlMathGetNumBitsSet|LmgrSendPerAdvSubeventDataReq|LmgrSendPeriodicAdvStartInd|SchInsertAtDueTime|SchRmGetOffsetUsec|lctrCalcTotalAccuracy|lctrCalcWindowWideningUsec;residual_calls:4
0x0032CAC4	0x0032CAE2	30	8d94fed9e19f242b548bb532e9e71c54633044a200cb03c986da614393876b72	code_fragment	unclassified_insufficient_evidence	unknown	low	entry_branches:1;incoming_identified_calls:4
0x0032CFFC	0x0032D10A	270	ae611866e090c3f289396b1c9865fb4d2f713df35eee81a64e28623c7333fffc	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:LlMathDivideUint32RoundUp|WsfMsgAlloc|WsfMsgSend;named_tail_targets:SchRemove
0x0032D7F4	0x0032D910	284	50c4739a6a9d96498c4327b78d4b407e2f28cfe4010f8237cd718b6b4e00fa5a	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	high	prologue;named_callees:lctrPackAdvbPduHdr|lctrPackConnIndPdu|lctrPackSyncSubeventIndPdu;residual_calls:4
0x0032E144	0x0032E162	30	c0c72581e6b37177a3c69253d77bb8087c3d97e131ba798c605924a29d337552	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;entry_branches:1;incoming_identified_calls:1;named_callees:BstreamToBda64
0x0032E48C	0x0032E4C2	54	18ab3f04ab9a30630bcbfd07727c03857bcb7069dd91b6355a91a3aed6b99e54	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;entry_branches:1;incoming_identified_calls:2;named_callees:WsfMsgAlloc
0x00332CC0	0x00332D2A	106	278b6770d19d7768fdf7a3e399aba046127b8a6ddc9f2ee0822dfdc1fb5ee4a5	code_fragment	unclassified_insufficient_evidence	unknown	low	weak_code_features_only
0x00332FC4	0x00333062	158	510d1c07ddec7c1d25b0c724810c8f8f586a30ee63b7df4859153cdd0d8e70fb	runtime_support_code	toolchain_or_linker_generated	metaware_memory_runtime	high	mem_move_set_loops_no_external_calls;incoming_identified_calls:288
0x00333398	0x003333D0	56	84ca94e34f5709c8af41f606d107ecc6588c3f63c2e469938436dd1302b7f871	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;named_callees:palCfgLoadBdAddress
0x003335C8	0x003335D8	16	72b5e9ee1c1887e026f48b3ee6e200b3c9a854fb90150b8bdd17f01de6049307	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	family_from_identified_neighbors_only;prologue;residual_calls:1
0x00333A94	0x00333BEA	342	5bc0e44b5411bc3599e9f1a18efa295a5567b0f2547f5b6873142ab56c4fdeaa	code_function	proprietary_modern_controller_source_unavailable	packetcraft_modern_controller	medium	prologue;entry_branches:1;incoming_identified_calls:2;named_callees:EMBBSP_GetMaxOutputRfPower|EMSystem_TransmitCM|RF_GetOutputPower;residual_calls:2
