# SPDX-License-Identifier: MIT
start	end_exclusive	bytes	content_sha256	classification	missing_fact_or_reason
0x080064E8	0x080064EC	4	a8d9e571a3f6f79da5fff4bda27926a1870031369ec137d6587305c8efec80d2	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006696	0x080066AC	22	e408a3f64171658099035bbff8ab3163478e856f32390cda1325cf1db3d16b01	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x080067C6	0x080067C8	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x080068E8	0x080068F0	8	82163b84d18ee13b2da29c91c146fbb264172ced4e98dbbb4b9c64f8fcddfeba	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800695C	0x08006968	12	179aa4066b731d67a403fd5a39b9d89109d673cd913de308234f358f46fff4a1	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006A0E	0x08006A40	50	cb91543dd55f9e948bbade2a454cb24a670d660c87a2046b3f06f430824a130f	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006B6A	0x08006B80	22	58eab48257cdb1ac85ba6ea8a1970bee80d0278a971a66c704cdd9211df45622	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006BF8	0x08006C00	8	394182eb403e3ad337c60619b5170f42ec8fa26e6283b8e35be29722fe2219c8	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006C6E	0x08006C80	18	b0b2d07a43e12bd0857c9b587bc3de36527e063ea06797c9ecf54e003edb9856	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006CEA	0x08006CF8	14	97a9460e1088945b42dc243e913300938c210f78f329aab8705e9fae1c2c6467	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006D62	0x08006D70	14	97a9460e1088945b42dc243e913300938c210f78f329aab8705e9fae1c2c6467	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006DB6	0x08006DB8	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x08006E02	0x08006E08	6	21447785dd091404b6b86b287af0906120b59a74d4fe4ddef00859ff258aa68e	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08006E12	0x08006E18	6	ddda2ecfaa44e870a6d82cd42e97ad0ee8456c7ca702b89594a7aee878a76f0f	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008434	0x08008438	4	60724faaf89256362a92efc10a2b2fa7534f54b01cb9e1faef9c41d77afd6dd4	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x080084BA	0x080084C0	6	db85f716b01231ba02d991d00fe3237ff00b28f12c280e69c1a21b5db23ddf16	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800853A	0x0800856C	50	70339f14c0f48fee640475a553bffe3ff37f6b7c2ec14c58ae5fe4d3b500d859	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x080085AA	0x080085B0	6	a3152298df4f5a0ae6e4787ff16b6835dc1962fc485ee21e48abb66b7969311e	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800867A	0x0800867C	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x080086DC	0x080086E0	4	c8b022bf870c2a6d4485c309946f76cd83c98d9a7aeab440653d8c3d19d6cd47	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008754	0x08008758	4	9ab655032960cd074a4d16a3a7ef863215c0ec009626c2dbcb086a7172756095	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008806	0x08008808	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800898E	0x08008998	10	552582927a0780c5b2e98f307329ad8e999b9cd0887121f8566b875329440dc4	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008A46	0x08008A48	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x08008BCE	0x08008BD8	10	8a2eea6cf511c91fa293eb4c8901a5b9dbee1150a3028f65c08b12d9c6f19d18	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008D66	0x08008D98	50	3f7bf246903ab3bf5454b9298056d7820c4ada5c23a55574e4305bb345e7ddce	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008EB0	0x08008EC4	20	0d111b105d958a4fd59a020d7f44e0e42961bfdf1d4f0aff7455e9a37ace8f45	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008F96	0x08008F98	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x08008FA2	0x08008FA8	6	15328f72d4e33c89fe52f13b158ef0ddc81bc52335e4e6a741a58225b6ac9ad7	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08008FFC	0x08009004	8	a0e4a072e794104a2276ef97bb99bd0b89db979a93592bcedace1ea769575873	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800903A	0x08009040	6	cca61624c48cf85fc5e4d57390fe201e5b9c1805cecccaf4292c980af849a5bb	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x080090A0	0x080090AC	12	0b2fa105afd6aad0c25bd51eac4f5cec846e6e57826ec4c660f8b535b692a0d1	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08009100	0x08009108	8	8db3638306cfeab62762cbc682455f978a87bb9311d5343e1fe8855bb691c6aa	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800915E	0x08009170	18	de1da99d68bb57f52fb058d7069f35631fa747c711c30411c9238e8caa040b05	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08009188	0x08009190	8	935b23f9353a27aff12ef44c1e0dfd792fe6eb89bcfcccdd8be625645d1a78c7	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x080091AA	0x080091AC	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x080091E8	0x08009210	40	12f39e4f794bcee9e1be8f495fca5c63aa541d97c0904b32298d618b0b7d965d	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08009A0E	0x08009A14	6	74787ad4f6435620d53ec880ba61f306ae5ff712539c43348cb9d66dcd6f776e	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08009A92	0x08009A9C	10	9e4ec15ea88c95ca504b77d9869c26514b7bafd195324f021bfaa0a8f5d7887d	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08009BBE	0x08009BC0	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x08009E0A	0x08009E0C	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x08009EB6	0x08009EBC	6	976d10a355dc870c96985e94db3bc3d32a28f274d604c20fa240be330fe8953d	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08009F72	0x08009F80	14	f0efe331b93b137677b7ca232bbdd61c2340d763521143d54fbd5b19dc4698ee	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x08009FEA	0x08009FF0	6	976d10a355dc870c96985e94db3bc3d32a28f274d604c20fa240be330fe8953d	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A146	0x0800A148	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800A160	0x0800A164	4	2801ef647fb59435eaeecbde6ee47f7560924c0df420534fe4300b79bbc10ef3	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A356	0x0800A358	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800A376	0x0800A39C	38	96ba30ae43ff74b194252d215e788160a7ee6ba97ae632d3654591a5e8d7e50a	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A3A8	0x0800A3AC	4	e8fd0a95676f1fea3218b0f40d9d2283c13de74d5e9700087251abce2c1d7054	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A546	0x0800A550	10	cb6a47eefcac381a2e7449f2bf2a197af0f146e40786bee0f3badc765d7643de	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A56C	0x0800A574	8	63d670a85a3be3b171adeb4d757fa4151e02a9dd58b708057dd440512f304390	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A590	0x0800A598	8	63d670a85a3be3b171adeb4d757fa4151e02a9dd58b708057dd440512f304390	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A886	0x0800A888	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800A8D4	0x0800A8D8	4	f004d977d16f7132b378d280885c668c6848632556f7cb720ef82983bc8fb674	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A8FC	0x0800A900	4	f6974b21d9871bfb69c95e20059b6a56ef47e417aab59e70502849a0f1d3ea7a	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800A934	0x0800A93C	8	f94e0f655376243bc22289aeb6092ad04dd39bc3c44ee5d3c4b1a6549bfc4f98	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800AAEC	0x0800AAF0	4	0cff9f709b020c4f9a82b9d7c377eb855e8e9e0db14891fd27e0ab9a7b4c2028	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800ABA2	0x0800ABB0	14	a168e38946cdfe8ba111b49c585189bd32a40b7058c1dd01f68db5df0408355f	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800AC00	0x0800AC08	8	79b6b18fc45b2a0c944c6045fea760543f9fbe047e7bc9581782c1a3916d1202	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800AC7A	0x0800AC84	10	99be0cf0cb93091cf23553da7f4dcb7dabc9bdce84c0bb71bba65630544e37a2	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800ACC8	0x0800ACE4	28	ea673430066a31f741a474c4480d063482a901a5fc6f3c3bcf19c651a74df66d	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800AD1C	0x0800AD24	8	863f27318b5305f9279b618f6e1b8a1afed919fc0fcbb978f882c95f4bae45cd	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800ADE6	0x0800AE0C	38	77fdecbf06a390d40edbf7512a101709fad9fd8d40d50c7b200198ae2381e0f8	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800AE4E	0x0800AE74	38	c1cc0996e977bcee312a886b1bccaac4e34fcce13670bb4191c37d5d7e7b61ba	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800AFB0	0x0800AFCC	28	442fb900af5fbc3f88b257d3dbf594891c2bf52e90e39eaf7fbdebf1f76cc907	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B01A	0x0800B024	10	ef2cf419a8d70b9fbca404a4b752053148c05c177fa94dec35c07b380cfd867b	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B060	0x0800B064	4	c6730dbb271b36104d70b4a4fe27f9285bb078e01ff2c3f52a1052da05bdcff6	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B09E	0x0800B0A0	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800B0F8	0x0800B0FC	4	c6730dbb271b36104d70b4a4fe27f9285bb078e01ff2c3f52a1052da05bdcff6	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B1EE	0x0800B260	114	b2850b71171e1c02fed35e371534e9229976e5239ed1e6c08240e96c9f688217	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B27E	0x0800B284	6	e04f48cc31e8517cafb3e852197705ed89c34f17872d978b14548b3c8751f569	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B2AA	0x0800B2B0	6	cd7de7b1b90e2cd181ac6ce8ff5520e2bad2434e22497979a7545460c3164af1	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B318	0x0800B330	24	185b32f5e1e2f7af41c1337284cf2fabeb8cb1b18b36f0cb7b68f8409ac9e09c	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B356	0x0800B374	30	68c8f6c7b917e6cbd21b9a354c1d115f9ed34a752d4b22205d8950287fb3a0f4	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B49A	0x0800B4A4	10	ff3f8b00b3ee2abafcbca7d5ab53f5bbe06e0bc46a8e2126aafcbc3052b8a09d	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B4BE	0x0800B4C0	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800B4DA	0x0800B4E0	6	bb444e7bdcb2d902c314daaa7e25d06eea89ec5db17f8e8e128c4ca04c2ef974	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B534	0x0800B53C	8	b8f09c3ab5baf9295bbe127e5fd090fd7669a8c5785ce931c597350c19c5089f	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B5A4	0x0800B5AC	8	1d637c0869a6b108cb2073c39b6b0d6bd54e192e6b104aa1ebeeb0a7c49c32b3	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800B676	0x0800B678	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800BA5C	0x0800BA64	8	1d7463b6b3ada4202881d355d81d07e146e604d5d3610a9deb9e6b2f0d9c3bf7	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BA7E	0x0800BA84	6	9db55926dddad017f835abcbdb9e671136431a63775c974e5c9dddfc5cf84c7b	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BA9C	0x0800BAA4	8	1d7463b6b3ada4202881d355d81d07e146e604d5d3610a9deb9e6b2f0d9c3bf7	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BABE	0x0800BAC4	6	9db55926dddad017f835abcbdb9e671136431a63775c974e5c9dddfc5cf84c7b	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BAD2	0x0800BAD8	6	5153e2580283704307a2a477086260323a70c94958485a68d07e703884070ba4	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BAF6	0x0800BAFC	6	5153e2580283704307a2a477086260323a70c94958485a68d07e703884070ba4	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BB24	0x0800BB2C	8	1d7463b6b3ada4202881d355d81d07e146e604d5d3610a9deb9e6b2f0d9c3bf7	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BB46	0x0800BB4C	6	9db55926dddad017f835abcbdb9e671136431a63775c974e5c9dddfc5cf84c7b	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BB6A	0x0800BB74	10	38e76524c07a26d505a281cf2a1dfaabc49518793785d9f7de4385f35032c4d8	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BF52	0x0800BF54	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800BF62	0x0800BF6C	10	8a3d54962f6b31dd180b4a8c3e41bf63713f456fee3b7c9454d86a9131011672	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BF7C	0x0800BF94	24	7712bdc74f4d4b93264e9f18d88f4cc0311c11cf430a9be9518f2681ec2db66c	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800BFFA	0x0800BFFC	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800C010	0x0800C014	4	5af7c6458c3d06b527e5e5b330147185fd784409dc49d38a8bc1cfba48ce38e5	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C02C	0x0800C030	4	5af7c6458c3d06b527e5e5b330147185fd784409dc49d38a8bc1cfba48ce38e5	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C074	0x0800C078	4	d69a016d42d14600caa4931094ddb36a350ef51ad279b2ed0bd26e0aa3749153	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C098	0x0800C0A0	8	316c4d675f58e115b66d5765d359aae52c477c7de5e8422e8e160f800cc2c437	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C0B2	0x0800C0B8	6	4a3e56123b1e3a4415c8a6ea2d4c2838202cf4896909ac11e41a813cd6997c65	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C0DC	0x0800C0E0	4	a6c57db7b04f61e803e6110fde463318e9e20b598a684f6b9ac9aad823f0ee4e	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C126	0x0800C128	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_zero_alignment_or_data	all bytes are zero; exact padding-versus-zero-data role is not needed for executable ownership
0x0800C158	0x0800C15C	4	8b21c33cfee0449829e17428cb4b9f354e5960933c8bbf20c0fd17611ca5e882	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C168	0x0800C16C	4	8b21c33cfee0449829e17428cb4b9f354e5960933c8bbf20c0fd17611ca5e882	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C174	0x0800C178	4	8b21c33cfee0449829e17428cb4b9f354e5960933c8bbf20c0fd17611ca5e882	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
0x0800C198	0x0800C19C	4	8b21c33cfee0449829e17428cb4b9f354e5960933c8bbf20c0fd17611ca5e882	typed_unsupported_interfunction_code_or_data_boundary	the authenticated Ghidra map proves this span is outside every discovered body, but no relocation/xref or independent entry proves literal-data versus unreachable/undiscovered code
