kind	name	start	end	size	sha256	disposition	provider	license_status	evidence
function_body	post_mspi_function_0042b6b8	0x0042b6b8	0x0042b9ba	770	74f4304f6e3aa59022a29eb5e5f5479c77072b33355825b7c9409897001bb9d1	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042b9ba	0x0042b9ba	0x0042bdf0	1078	2e49a20449c0bbacad8e1fd3ab0b4489bea0695daccecccbff60894ffcfa0ca6	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042bdf0	0x0042bdf0	0x0042bf4e	350	6abb107b7aebe13eaff37f34185f8865b71f27c756f8214d3646efa4f2304c1c	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042bf4e	0x0042bf4e	0x0042bf54	6	533678284623b3e4e2004a0dc4acbb3f05b53c7765d5db775dc45abd6fe3ddce	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042bf54	0x0042bf54	0x0042bfa4	80	ea709a4b368ad40d8d1cc341d60deb5b3a84f33f0c7b080832f667538266c878	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042bfa4	0x0042bfa4	0x0042c034	144	8ed839d64c9de442eeee6138844364e60c9436c331a832573d15ac9ffc3059a2	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042c034	0x0042c034	0x0042c076	66	4748ace7dc077c4c00e8b22fb267ba5d64a0d28286c6b2d30868907e5ffa2005	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c076	0x0042c076	0x0042c0b2	60	ccdc2830f8d713ac41be3ffae702c125009eed11fc8b89d5f430e8c3a794af19	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c0b2	0x0042c0b2	0x0042c222	368	a3d5075b7f480a21b071c587bb343466ca39d411ed426927e82b22168591937e	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c222	0x0042c222	0x0042c256	52	84a7909276921edf87861325fa09f547e536659109a2de4eeb1fd171f7f57411	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055bf1c
function_body	post_mspi_function_0042c256	0x0042c256	0x0042c26a	20	c7c013df5ce01fcc66215af1337fed966a975393591a7bc7e17ebcf71bde8213	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055bf50
function_body	post_mspi_function_0042c26a	0x0042c26a	0x0042c3e2	376	23796b78366978bda2ee2db94e309c4f1cae4e92f5ffbc2072f75becca3ae9e8	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c3e2	0x0042c3e2	0x0042c420	62	1aa65df1cc920ea6fc753560e93e4967b36d8f0d49b1c37f9dd0b26295f84f02	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c420	0x0042c420	0x0042c44e	46	1714c962c633337cdcde5ef6b032ac0bb3f10324ac0320e57fa8120c368bd4d3	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c44e	0x0042c44e	0x0042c45a	12	d967623a77aff3dfbddc473422f508342a52aae0fa9b3e79c0215f3b62434157	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c45a	0x0042c45a	0x0042c4c6	108	0deea2026365cb9c3471cdd81a7644c3fa519db2239154f3456da25ab88c5525	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c4c6	0x0042c4c6	0x0042c538	114	9727ea0e7e8786ddfab4618f79b101d91192e7291034937b15da4a9246d17db2	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c538	0x0042c538	0x0042c63a	258	0183cf1cab1b0089fb0b49f71137bf868309198abd9319ca1e35f794ba430f2a	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c63a	0x0042c63a	0x0042c672	56	4bb8cd7875f57a46da8764a7c89f6058ce9f5aac52f707e5c86dc7a66c20d775	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c672	0x0042c672	0x0042c6b6	68	12a9d08495567647cb0d8416dfb736ee532845317b856b2b86e26b485510d347	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042c6b6	0x0042c6b6	0x0042c6e4	46	4a307af7da21ad92dbface1def9fb21fe550c8452a2c1a6b01755fdd0d7e2d4a	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042c6e4	0x0042c6e4	0x0042c6f8	20	0263b7a8dc72effef07d9b5ac7e67ff31b561a21a3b02b0eb599bd7da8ca07b9	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042c6f8	0x0042c6f8	0x0042c980	648	7272867858e1c23f8ad5e5938ef7f5e02d59289de7c3c76eb6c7ea69fcec5958	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042c980	0x0042c980	0x0042c988	8	77cf548f13ddc62403859075507c96deb570b76012ee302bdc74bc153b6ff40b	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042c988	0x0042c988	0x0042cc34	684	1a89b00660cf0c54c66e781ac95f19dd764bb671587c36959ad2cd34fec53ae5	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042cc34	0x0042cc34	0x0042cdb0	380	d881da0882c4dcc9f1385402b877bcb3d8c379de014c78707c8db99f5b03aa93	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042cdb0	0x0042cdb0	0x0042cdf8	72	e1f7f404278b960ae591f34bf42c2142055461802870dd0bf3055413479c3eba	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042cdf8	0x0042cdf8	0x0042cea4	172	38a50cc07d40a0b1d447b195a21d977b7484f4d3151feead6e34dee388b59991	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a001c
function_body	post_mspi_function_0042cea4	0x0042cea4	0x0042ced4	48	db02048986311196bf8f823776fc0ba06a785ec156ee020228e86ce75d64f4c2	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042ced4	0x0042ced4	0x0042ced8	4	7e03b0a0f0a28fb6b075d8443f7cb75d7f8ba2a48e255e0ecf488e8e297bc067	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042ced8	0x0042ced8	0x0042cfe0	264	5cf1d6490be8e99cbc802900d5021f53a44fd49ab34fae01f67cc4308c11b5a0	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a00fc
function_body	post_mspi_function_0042cfe0	0x0042cfe0	0x0042d0f2	274	c03a0f379d7bbafb93e2c9074e4d754081699d39c63b4c2820765ffdab996624	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042d0f2	0x0042d0f2	0x0042d104	18	412038916b44b7ff1624e4e82ca3085598aa7a06abab16ac037bee244bf98657	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042d104	0x0042d104	0x0042d3bc	696	cf108ad5215cbb620832a3e19e1eede59c9a5726494715ae311b14c0ffa07994	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042d3bc	0x0042d3bc	0x0042d562	422	28b119628520d11368f8517e23ba59254c17bb974684a59ead1266312f71e0c6	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042d562	0x0042d562	0x0042d5c2	96	a060f2a726d07c0c67a1c00ada3aa671c805cfdab3a34e26239a7ebafc86eaa3	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x005a0786
mixed_gap	post_mspi_gap_0042d5c2	0x0042d5c2	0x0042d84c	650	bf9c9e8da4189cb83397b95ea2a9e3cbd099fb2fb020bb87f5a96fdbab7dde59	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042d84c	0x0042d84c	0x0042d88a	62	f477b0cb43f2f3074d2eeb48722f1045786679e4bc688fcf0440e842aeafa468	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042d88a	0x0042d88a	0x0042d890	6	a38decb7c6c890f46354bc3a4b166bd89e4dac78108f0a6eb1e6123e61ad8087	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042d890	0x0042d890	0x0042d9f0	352	b0ddd79ec823f1045ba1d689a2b9199a103a3c10afcd2d34cab9a66af914f82f	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042d9f0	0x0042d9f0	0x0042da1e	46	8094a3c36380823dea4b1d9e382fd01bfc1ada3907d83eba63f3e603f1230620	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042da1e	0x0042da1e	0x0042dad0	178	4addc6bfb9023df944da168fed7deb268b2de24817dd19865719e37f4131216b	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042dad0	0x0042dad0	0x0042dae8	24	5ae02ff6e53b8366317a57fa4f157a9de18f62536411334d6743520659ce4c98	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042dae8	0x0042dae8	0x0042dc90	424	8bec7ec7631e231c2c79d32f04f64eac3e12a99c3a80c879b441bbf6a62dfd82	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042dc90	0x0042dc90	0x0042dca2	18	71c5efb5c61ed7560ffa777e2f1ae2a3c65f0cace89f79de6e95b57f64673d6d	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042dca2	0x0042dca2	0x0042dd14	114	200d91da3673bb39591b488795b73a7de75ffcba3f22e666af257ddd45a08f5d	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042dd14	0x0042dd14	0x0042dd68	84	bed813bc7b04b8ac8dffe02c444a4ac57d3d2d95af223d02cad46acde08ff524	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042dd68	0x0042dd68	0x0042dd70	8	86bf8be3cfef3a107d8691b1fb960ba63cc40d3ef6eb8ed906638e24001e1a84	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042dd70	0x0042dd70	0x0042dd98	40	b1a116c4a0b095a6b25414510fcd994e43043a3cb8048d6adecb0ccd4e62e9a7	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042dd98	0x0042dd98	0x0042dd9a	2	c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00438502,0x0043876e,0x00438f96,0x004396c0
function_body	post_mspi_function_0042dd9a	0x0042dd9a	0x0042dda4	10	0ca6febf5ed7d28e9c024276b7e6b431494e53a1432d1cdf6993024364aa64de	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042dda4	0x0042dda4	0x0042ddae	10	a02566589b66a631938391fbfa5c8e950eac62d5a45e037fbf7b94de93e95cb2	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042ddae	0x0042ddae	0x0042ddda	44	380371eb1ff732482bbf5862d645eeb7e2198d5366513a326da54e1493fab666	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042ddda	0x0042ddda	0x0042ddf2	24	11df23f5964afb35c73937e9b03e8b010cce58ad1d840e5ea106b8b1abd1b6c1	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042ddf2	0x0042ddf2	0x0042de0e	28	2e690fb77d2d549104eaeb32851f8dfc94e079fb872890a5258604be9be8782c	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042de0e	0x0042de0e	0x0042de4a	60	9da058a24e715a165106198907ae09edda64f901195927217844d0465197fb27	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042de4a	0x0042de4a	0x0042de58	14	e44e39844e64fbc78bbfe330b072063226ba78568cd17ca9d48d3e79920fdd24	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042de58	0x0042de58	0x0042e104	684	52e1f7a3ed50f4a8167463ae705cccee6ac690db1de524927a2eca9eb424557f	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042e104	0x0042e104	0x0042e1c4	192	15888b0e3e6ca9c1eb91f7215830ef5450eb61e687c44ec6805748ca3841b06c	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e1c4	0x0042e1c4	0x0042e1da	22	8aa6ac1511e5e2da57a358e821a85859d7ffb97ef6e2b326f56f0eb276bae818	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e1da	0x0042e1da	0x0042e1ec	18	52e02a7a6d3c381ed3daa583fb765a14e5b7610f3e9ff1ad3b259da0ce762ca3	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e1ec	0x0042e1ec	0x0042e220	52	b7d1a53f8d5f9e32fd1b27f48a14cf24bbfe5c7eb572950301fe0b32eff2f84a	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042e220	0x0042e220	0x0042e224	4	894b0350dd8040d4ee0c0ab5a5b875c5146b44148c9915568556f47e6bae7798	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e224	0x0042e224	0x0042e254	48	cbb734736967e924c509fd7a235cc7be828b37a7f73ea981c52bd0f4438b4eec	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e254	0x0042e254	0x0042e276	34	d5ddf3da1b0a6ad069d11bf5fa3f7cee7bb7b49da7f88f5f7fc41db45f3c8682	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e276	0x0042e276	0x0042e278	2	c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00438502,0x0043876e,0x00438f96,0x004396c0
function_body	post_mspi_function_0042e278	0x0042e278	0x0042e284	12	467af532a72d356addb9577ade72a626da8322be6ff7ed42015afb2f56b42741	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e284	0x0042e284	0x0042e2a2	30	fd2c715cd5191d39eac7a7dee7b7a14d0a3f03f4caaca7fcae41bf32c8f72c67	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e2a2	0x0042e2a2	0x0042e2ea	72	f7d5ce722b09295e04d5c2525cb58137a589a07472efd03673b559a8291cc085	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e2ea	0x0042e2ea	0x0042e2f8	14	755001d459d0d7af2b51fc148548078f44c848f2c6e735507029ffc337ba07f8	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e2f8	0x0042e2f8	0x0042e39a	162	d735b2b537e7adbf8183b564920a0ccca1fbbeb67a10083476918e6e7d7a84f6	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e39a	0x0042e39a	0x0042e39c	2	c7dfbb7d02759eacb64dbc916c1bb6f21eabaff1c1032ea5c9176abf7fd28df8	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00438502,0x0043876e,0x00438f96,0x004396c0
function_body	post_mspi_function_0042e39c	0x0042e39c	0x0042e3ca	46	1b39880e3d47e3da3e72511ef04e72f33ed5dbf7bb4bdc1e678cc1ec8e3346e2	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e3ca	0x0042e3ca	0x0042e3e0	22	544c355918dcd5b5ceb47a9c31bda9a753885aaf41bcd3ed957ae58e587fcf4f	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e3e0	0x0042e3e0	0x0042e412	50	2db659b64257eab40973463ed42d70b5bb519506294f949a56792e597ebae723	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e412	0x0042e412	0x0042e444	50	22dc8b8696ddc339b98a05705bbda6aa19bd401b7c9ee611bd51e4f42fe68cc9	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e444	0x0042e444	0x0042e458	20	3099730c70327b1b039a6b0ea58e5a9b2a50f8eab76da2a4dac89a4fb4565c3c	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042e458	0x0042e458	0x0042e4a0	72	082898f3dbbc685427756ffa41be874a2d5531cef15a656d17dc79a093748c69	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e4a0	0x0042e4a0	0x0042e4f4	84	d0924cd0559fc057d2a0eb2aa7558f1ef4a237b073daad60d1e80bab754b317e	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e4f4	0x0042e4f4	0x0042e50e	26	b53569c4e9b718913c54a8e7137c6e1c91a6b6efd7374a4c043d8103fe4f423e	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x004d0a2c
mixed_gap	post_mspi_gap_0042e50e	0x0042e50e	0x0042e514	6	3a21a76e4f62f9b2f6a2379d9c21d8df8180770a84dfc041ef65593d5af5e07b	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e514	0x0042e514	0x0042e534	32	9c8ad2fd0e9722f5f6c902aee90dc63e6fbd7188827a02b16b6262421fa5107b	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042e534	0x0042e534	0x0042e53c	8	645d6d2913adf6130b4502d4b2f140915a877fceb40da4c244a5795d1848c4a4	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e53c	0x0042e53c	0x0042e642	262	8cbbeffaffa2a5c06366020712b77d72be670a18d7ff3c319da22d4cc5bd60e1	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042e642	0x0042e642	0x0042e644	2	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e644	0x0042e644	0x0042e686	66	12cee7c0ef1b572aab563a611afef44f7a04b723797499083ab338c6dc34d413	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042e686	0x0042e686	0x0042e6f2	108	8d2dc54d9c093c0c8ee2ef3c2b390c2719cb6b22fde97ccc7845cf180c960ed3	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042e6f2	0x0042e6f2	0x0042e8a4	434	c4e419f7036bcb60526f54bee3f6316608a80fa4f2431ad80564ba6bf0d81853	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e8a4	0x0042e8a4	0x0042e8c2	30	c4d87e8f170f723eedb93c2fd52d09e6f176b9d41d75a0dba72b894fd9a42275	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x00541b7c
mixed_gap	post_mspi_gap_0042e8c2	0x0042e8c2	0x0042e8d0	14	fb65da67ae09fe64b7acc780db93761a8f4ae89a44b9cba242736bd56d34b24b	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042e8d0	0x0042e8d0	0x0042ea32	354	21eb4fbe548c1f7c1c16bbf7bf31671f7cdbf125ee784a96893efdef723f6fd8	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042ea32	0x0042ea32	0x0042ea68	54	33eeb24b6b211f5d9920815c5ccc30b5c985bb5f094890a5e543b85e194c19b4	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055daae
function_body	post_mspi_function_0042ea68	0x0042ea68	0x0042eaf6	142	1e62bb87b3abb1f8918525f1f3064c366982fc0afa075a018925d8f21376d686	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
function_body	post_mspi_function_0042eaf6	0x0042eaf6	0x0042eb74	126	59424a9cdea76c34a98142a28944d1d1700758cc2412e7d1903be4757e1d3c04	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055db72
function_body	post_mspi_function_0042eb74	0x0042eb74	0x0042ebaa	54	d227983f298102fc851a91454e4e48ffcaf57a43f050190e690a7cd6629f7fbb	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055dbf0
function_body	post_mspi_function_0042ebaa	0x0042ebaa	0x0042ebe2	56	052085424ed967f77d8f36303a119e299f4428fde2a6482b8a08f4686de151cd	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055dc26
function_body	post_mspi_function_0042ebe2	0x0042ebe2	0x0042ec0c	42	ebd287ea1a933ce89fb082d850d121c22baa5a0a765804e468539386133187d0	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055dc5e
function_body	post_mspi_function_0042ec0c	0x0042ec0c	0x0042ed60	340	b8b072619837474e9b6403d4097b20aedd8ce7f7ec8a458a1445c3574630fa83	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055dc88
function_body	post_mspi_function_0042ed60	0x0042ed60	0x0042eda0	64	5603c205e322271c30b9c91be82538938549b50a35f8e6d1ad94de5d1bb7eb23	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055dddc
function_body	post_mspi_function_0042eda0	0x0042eda0	0x0042edf6	86	d8c726d50ce3b131a09fbd3baf26fa0be431dc76187560db65fe8e26b81e267e	typed_unresolved_executable	bootloader executable; provider pending	redistribution authority unresolved	conservative recovered Thumb function body
mixed_gap	post_mspi_gap_0042edf6	0x0042edf6	0x0042ee00	10	9e3c05ea41668d686ed76e1bbdd51520f76cb3116f8ef514016326a9f441c74e	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
function_body	post_mspi_function_0042ee00	0x0042ee00	0x0042ee6c	108	8211026e1a7232d3cc7b527820d21a5bf55b843b9843e2db588c55777c909cb1	cross_image_exact_source_candidate	shared Apollo library body; source family pending	candidate only; attribution/license pending	exact complete-body Apollo-main match at 0x0055de7c
mixed_gap	post_mspi_gap_0042ee6c	0x0042ee6c	0x0042ee70	4	eae61dbdf2f15388d4d241815d0edee62b5bd3ee7fa06ebb2c5180f6a44c3d95	typed_nonentry_mixed_or_data	linked literal/table/string/alignment or undiscovered code	redistribution authority unresolved	no recovered function entry in this exact interval; not claimed as source
