# LOW-confidence lib module function upgrades
# Format: address	old_name	new_name	module	confidence	evidence
#
# === C STANDARD LIBRARY ===
0x005be4dc	lib_page_callee_e4dc	ft_raster_decompose	lvgl.lv_freetype	MEDIUM	decomposes outline into move/line/conic/cubic callbacks
0x005be512	lib_page_callee_e512	ft_raster_sweep	lvgl.lv_freetype	MEDIUM	sweeps rasterized cells to produce bitmap spans
0x005be54c	lib_page_callee_e54c	ft_raster_finish	lvgl.lv_freetype	MEDIUM	finalizes rasterization
0x005be578	lib_page_callee_e578	ft_raster_new	lvgl.lv_freetype	MEDIUM	allocates new rasterizer
0x005be5e8	lib_page_callee_e5e8	ft_raster_done	lvgl.lv_freetype	MEDIUM	frees rasterizer
0x005be636	lib_page_callee_e636	ft_raster_reset	lvgl.lv_freetype	MEDIUM	resets rasterizer state
0x005be704	lib_page_callee_e704	ft_raster_set_mode	lvgl.lv_freetype	MEDIUM	sets rasterizer mode
0x005be750	lib_page_callee_e750	ft_bitmap_new	lvgl.lv_freetype	MEDIUM	initializes empty bitmap structure
0x005be774	lib_page_callee_e774	ft_bitmap_copy	lvgl.lv_freetype	MEDIUM	copies bitmap data
0x005be782	lib_page_callee_e782	ft_bitmap_done	lvgl.lv_freetype	MEDIUM	frees bitmap resources
0x005be794	lib_page_callee_e794	ft_bitmap_convert	lvgl.lv_freetype	MEDIUM	converts bitmap pixel format
0x005be7ae	lib_page_callee_e7ae	ft_bitmap_embolden	lvgl.lv_freetype	MEDIUM	applies emboldening to bitmap
0x005be7e2	lib_page_callee_e7e2	ft_bitmap_blend	lvgl.lv_freetype	MEDIUM	blends bitmap with target
0x005be890	lib_page_callee_e890	ft_stroker_new	lvgl.lv_freetype	MEDIUM	allocates new stroker object
0x005be934	lib_page_callee_e934	ft_stroker_set	lvgl.lv_freetype	MEDIUM	sets stroker parameters (radius, caps, joins)
0x005be94c	lib_page_callee_e94c	ft_stroker_done	lvgl.lv_freetype	MEDIUM	frees stroker
0x005be986	lib_page_callee_e986	ft_stroker_begin_subpath	lvgl.lv_freetype	MEDIUM	begins new sub-path for stroking
0x005be9a2	lib_page_callee_e9a2	ft_stroker_end_subpath	lvgl.lv_freetype	MEDIUM	ends current sub-path
0x005be9f0	lib_page_callee_e9f0	ft_stroker_line_to	lvgl.lv_freetype	MEDIUM	strokes line segment
0x005beaca	lib_page_callee_eaca	ft_stroker_conic_to	lvgl.lv_freetype	MEDIUM	strokes conic Bezier curve
0x005beb24	lib_page_callee_eb24	ft_stroker_cubic_to	lvgl.lv_freetype	MEDIUM	strokes cubic Bezier curve
0x005bebe0	lib_page_callee_ebe0	ft_stroker_get_counts	lvgl.lv_freetype	MEDIUM	gets point/contour counts for stroked outline
0x005bec96	lib_page_callee_ec96	ft_stroker_export	lvgl.lv_freetype	MEDIUM	exports stroked outline to FT_Outline
0x005beeea	lib_page_callee_eeea	ft_glyph_stroke	lvgl.lv_freetype	MEDIUM	applies stroking to glyph
0x005bef2c	lib_page_callee_ef2c	ft_glyph_stroke_border	lvgl.lv_freetype	MEDIUM	applies border stroking to glyph
0x005bef4a	lib_page_callee_ef4a	ft_glyph_to_bitmap	lvgl.lv_freetype	MEDIUM	renders glyph to bitmap
#
# === FREETYPE 2 — LFS INTEGRATION / FILE SUPPORT ===
0x005b59be	lib_callee_59be	lfs_dir_parse_entry	lib.lfs	MEDIUM	parses directory entry: number # suffix format parsing
0x005b5f6a	lib_callee_5f6a	lfs_dir_traverse_inner	lib.lfs	MEDIUM	inner traversal loop of LittleFS directory operations
0x005b5f50	lib_callee_5f50	lfs_dir_fetch_setup	lib.lfs	MEDIUM	sets up directory fetch parameters
0x005b5fc8	lib_callee_5fc8	lfs_dir_read_attrs	lib.lfs	MEDIUM	reads directory attributes from entry
0x005b6048	lib_callee_6048	lfs_dir_entry_validate	lib.lfs	MEDIUM	validates directory entry integrity
0x005b60b0	lib_callee_60b0	lfs_dir_commit_prepare	lib.lfs	MEDIUM	prepares directory commit operation
0x005b612a	lib_callee_612a	lfs_file_data_init	lib.lfs	MEDIUM	initializes file data structures
0x005b64f6	lib_callee_64f6	lfs_dir_entry_process	lib.lfs	MEDIUM	processes single directory entry
0x005b65b8	lib_callee_65b8	lfs_dir_traverse_callback	lib.lfs	MEDIUM	callback handler for directory traversal
#
# === FREETYPE 2 — OUTLINE DECOMPOSITION ===
0x005b629c	lib_page_callee_629c	lfs_dir_commit_attrs_inner	lib.lfs	MEDIUM	inner attribute commit in directory operation
0x005b63b0	lib_page_callee_63b0	lfs_dir_commit_metadata	lib.lfs	MEDIUM	commits metadata to directory entry
0x005b6438	lib_page_callee_6438	lfs_dir_compact_prepare	lib.lfs	MEDIUM	prepares directory compaction operation
0x005b69c4	lib_page_callee_69c4	lfs_ctz_helper_1	lib.lfs	MEDIUM	CTZ skip-list helper function
0x005b69d8	lib_page_callee_69d8	lfs_ctz_helper_2	lib.lfs	MEDIUM	CTZ skip-list helper function
0x005b6a4e	lib_page_callee_6a4e	lfs_file_relocate_check	lib.lfs	MEDIUM	checks if file block needs relocation
0x005b6a66	lib_page_callee_6a66	lfs_file_cache_init	lib.lfs	MEDIUM	initializes file read/write cache
0x005b6a82	lib_page_callee_6a82	lfs_file_cache_read	lib.lfs	MEDIUM	reads from file cache
0x005b6ac0	lib_page_callee_6ac0	lfs_file_seek_validate	lib.lfs	MEDIUM	validates seek position within file bounds
0x005b6b50	lib_page_callee_6b50	lfs_file_truncate_helper	lib.lfs	MEDIUM	helper for file truncation
0x005b6b7c	lib_page_callee_6b7c	lfs_file_sync_helper	lib.lfs	MEDIUM	helper for file sync operation
0x005b6bd2	lib_page_callee_6bd2	lfs_dir_rawopen_at	lib.lfs	MEDIUM	opens directory at specific location
0x005b6bf8	lib_page_callee_6bf8	lfs_dir_rawclose_inner	lib.lfs	MEDIUM	inner close for directory handle
0x005b6c62	lib_page_callee_6c62	lfs_rawmkdir_inner	lib.lfs	MEDIUM	inner mkdir implementation
0x005b6d46	lib_page_callee_6d46	lfs_rawremove_inner	lib.lfs	MEDIUM	inner remove implementation
0x005b6de4	lib_page_callee_6de4	lfs_rawrename_inner	lib.lfs	MEDIUM	inner rename implementation
0x005b6e10	lib_page_callee_6e10	lfs_rawstat_inner	lib.lfs	MEDIUM	inner stat implementation
0x005b6e4e	lib_page_callee_6e4e	lfs_fs_gc_check	lib.lfs	MEDIUM	garbage collection check
0x005b6e74	lib_page_callee_6e74	lfs_fs_deorphan_check	lib.lfs	MEDIUM	orphan block detection
0x005b6ed6	lib_page_callee_6ed6	lfs_fs_rawsize_calc	lib.lfs	MEDIUM	calculates raw filesystem size
0x005b6f9e	lib_page_callee_6f9e	lfs_mount_validate	lib.lfs	MEDIUM	validates mount parameters
#
# === FREETYPE 2 — NEMA VG PATH ===
0x005b7092	lib_callee_7092	nema_vg_path_process	lib.nema	MEDIUM	NemaGFX VG path processing
0x005b71ba	lib_callee_71ba	nema_vg_path_render	lib.nema	MEDIUM	NemaGFX VG path rendering
0x005b7704	lib_callee_7704	nema_vg_outline_process	lib.nema	MEDIUM	NemaGFX outline processing
0x005b7b42	lib_callee_7b42	nema_vg_context_helper	lib.nema	MEDIUM	NemaGFX context helper function
0x005b7bc4	lib_callee_7bc4	nema_vg_state_init	lib.nema	MEDIUM	NemaGFX VG state initialization
0x005b70be	lib_page_callee_70be	nema_vg_ctz_reader	lib.lfs	MEDIUM	LFS CTZ block reader (near LFS ctz_traverse)
0x005b70fc	lib_page_callee_70fc	nema_vg_outline_helper_1	lib.nema	MEDIUM	outline processing helper
0x005b7122	lib_page_callee_7122	nema_vg_outline_helper_2	lib.nema	MEDIUM	outline processing helper
0x005b718c	lib_page_callee_718c	nema_vg_outline_helper_3	lib.nema	MEDIUM	outline processing helper
0x005b755e	lib_page_callee_755e	lfs_ctz_reader_1	lib.lfs	MEDIUM	CTZ skip-list reader
0x005b7598	lib_page_callee_7598	lfs_ctz_reader_2	lib.lfs	MEDIUM	CTZ skip-list reader
0x005b75de	lib_page_callee_75de	lfs_ctz_writer_1	lib.lfs	MEDIUM	CTZ skip-list writer
0x005b7608	lib_page_callee_7608	lfs_ctz_writer_2	lib.lfs	MEDIUM	CTZ skip-list writer helper
0x005b7614	lib_page_callee_7614	lfs_ctz_skip_check	lib.lfs	MEDIUM	CTZ skip-list block check
0x005b76e8	lib_page_callee_76e8	lfs_ctz_extend_helper	lib.lfs	MEDIUM	CTZ block extension helper
0x005b76f6	lib_page_callee_76f6	lfs_ctz_extend_validate	lib.lfs	MEDIUM	validates CTZ extension operation
0x005b79a4	lib_page_callee_79a4	lfs_file_relocate_setup	lib.lfs	MEDIUM	file block relocation setup
0x005b7a18	lib_page_callee_7a18	lfs_file_relocate_worker	lib.lfs	MEDIUM	file block relocation worker
#
# === FREETYPE 2 — BITMAP ACCESSORS ===
0x005ba2c8	lib_callee_a2c8	nema_vg_path_close	lib.nema	MEDIUM	closes NemaGFX VG path; resets state flags
0x005ba348	lib_callee_a348	FT_Bitmap_Get_Width	lvgl.lv_freetype	HIGH	returns *(param_1 + 4); single-field accessor
0x005ba34c	lib_callee_a34c	FT_Bitmap_Get_Pixel_Mode	lvgl.lv_freetype	HIGH	returns *(param_1 + 5); single-field accessor
0x005ba350	lib_callee_a350	FT_Bitmap_Set_Pixel_Mode	lvgl.lv_freetype	HIGH	*(param_1 + 5) = param_2; single-field setter
0x005ba354	lib_callee_a354	FT_Bitmap_Get_Buffer	lvgl.lv_freetype	HIGH	returns param_1 + 0x10; pointer to bitmap buffer
0x005ba358	lib_callee_a358	FT_Bitmap_Set_Width	lvgl.lv_freetype	HIGH	sets width with 0x61 max check; computes row_bytes = (width+7)>>3
0x005ba380	lib_callee_a380	FT_Bitmap_Set_From_Stream	lvgl.lv_freetype	MEDIUM	sets width then reads bitmap data from stream
0x005ba3ac	lib_callee_a3ac	FT_Bitmap_Convert_Worker	lvgl.lv_freetype	MEDIUM	bitmap format conversion worker
0x005ba674	lib_callee_a674	tt_exec_bytecode_init	lvgl.lv_freetype	MEDIUM	initializes TT bytecode execution context
#
# === FREETYPE 2 — OUTLINE PAGE HELPERS ===
0x005b5118	lib_page_callee_5118	lfs_dir_fetch_inner_1	lib.lfs	MEDIUM	inner directory fetch helper
0x005b516c	lib_page_callee_516c	lfs_dir_fetch_inner_2	lib.lfs	MEDIUM	inner directory fetch helper
0x005b51ce	lib_page_callee_51ce	lfs_dir_fetch_inner_3	lib.lfs	MEDIUM	inner directory fetch helper
0x005b5328	lib_page_callee_5328	lfs_dir_commit_inner_1	lib.lfs	MEDIUM	directory commit helper
0x005b5396	lib_page_callee_5396	lfs_dir_commit_inner_2	lib.lfs	MEDIUM	directory commit helper
0x005b53e8	lib_page_callee_53e8	lfs_dir_commit_inner_3	lib.lfs	MEDIUM	directory commit helper
0x005b5426	lib_page_callee_5426	lfs_dir_compact_inner_1	lib.lfs	MEDIUM	directory compaction helper
0x005b5438	lib_page_callee_5438	lfs_dir_compact_inner_2	lib.lfs	MEDIUM	directory compaction helper
0x005b56de	lib_page_callee_56de	lfs_alloc_lookahead	lib.lfs	MEDIUM	lookahead allocation for block alloc
0x005b5c48	lib_page_callee_5c48	lfs_file_rawread_inner	lib.lfs	MEDIUM	inner file read implementation
0x005b5cd2	lib_page_callee_5cd2	lfs_file_rawwrite_inner	lib.lfs	MEDIUM	inner file write implementation
0x005b5d1c	lib_page_callee_5d1c	lfs_file_flush_inner	lib.lfs	MEDIUM	inner file flush implementation
0x005b5da8	lib_page_callee_5da8	lfs_file_sync_inner	lib.lfs	MEDIUM	inner file sync implementation
0x005b5dca	lib_page_callee_5dca	lfs_file_seek_inner	lib.lfs	MEDIUM	inner file seek implementation
0x005b5e1a	lib_page_callee_5e1a	lfs_file_tell_inner	lib.lfs	MEDIUM	inner file tell implementation
0x005b5eb6	lib_page_callee_5eb6	lfs_file_size_inner	lib.lfs	MEDIUM	inner file size implementation
#
# === ZLIB / INFLATE ===
0x005a286c	lib_callee_286c	inflate_huffman_init	lib.zlib	MEDIUM	allocates 0x13-entry huffman work buffer + calls inflate decode
0x005a28ec	lib_callee_28ec	inflate_huffman_init_full	lib.zlib	MEDIUM	two-pass huffman init (literal/length + distance) with 0x120/0x101 sizes
0x005a2a06	lib_callee_2a06	inflate_get_default_alloc	lib.zlib	MEDIUM	returns default alloc/free function pointers from DAT constants
0x005a2a2a	lib_callee_2a2a	inflate_output_flush	lib.zlib	HIGH	copies decoded data from sliding window to output; handles wrap-around + CRC callback
0x005a2b00	lib_callee_2b00	inflate_state_alloc	lib.zlib	MEDIUM	allocates inflate state (0x1C bytes) via z_stream alloc callback
0x005a30fe	lib_callee_30fe	inflateReset	lib.zlib	HIGH	resets inflate state: frees tables, zeros window counters, reinits CRC
0x005a30f0	lib_callee_30f0	inflate_free_tables	lib.zlib	MEDIUM	frees dynamic huffman tables via callback
0x005a3158	lib_callee_3158	inflateInit2	lib.zlib	MEDIUM	allocates state (0x40) + window (0x5A0) + input buffer; 3-alloc init
0x005a3b4e	lib_callee_3b4e	inflate_process_block	lib.zlib	MEDIUM	processes single inflate block (stored/fixed/dynamic huffman)
0x005a3b7a	lib_callee_3b7a	inflate_decode_header	lib.zlib	MEDIUM	decodes gzip/zlib header fields
0x005a3bba	lib_callee_3bba	inflate_decode_dynamic	lib.zlib	MEDIUM	decodes dynamic huffman tree from bitstream
0x005a3bf6	lib_callee_3bf6	inflate_decode_stored	lib.zlib	MEDIUM	decodes stored (uncompressed) block
0x005a4138	lib_callee_4138	inflateEnd	lib.zlib	MEDIUM	frees all inflate state + window + work buffers
#
# === FLASHDB ===
0x0051b368	lib_callee_b368	fdb_kv_set_value	lib.flashdb	MEDIUM	sets key-value store entry value at computed offset
0x0051b388	lib_callee_b388	fdb_kv_set_status	lib.flashdb	MEDIUM	sets entry status byte at offset+1 in sector
0x0051b9f0	lib_callee_b9f0	fdb_sector_next_addr	lib.flashdb	MEDIUM	computes next sector address: sector_size * index, checks bounds
0x0051ba2c	lib_callee_ba2c	fdb_kv_iterate_sectors	lib.flashdb	MEDIUM	iterates through KV sectors calling read_sector_info + callback
0x0051bab6	lib_neighbor_0051bab6	fdb_kv_match_name	lib.flashdb	MEDIUM	matches key name: checks name_len, status==2, memcmp on key data
0x0051baf6	lib_callee_baf6	fdb_kv_find	lib.flashdb	MEDIUM	searches for key by iterating sectors via fdb_kv_iterate_sectors
0x0051be90	lib_callee_be90	fdb_kv_get	lib.flashdb	MEDIUM	gets value for key: calls find, reads data from flash
0x0051c1f4	lib_callee_51c1f4	fdb_kv_set	lib.flashdb	MEDIUM	sets key-value pair: find existing + write/update
0x0051c2f4	lib_callee_c2f4	fdb_kv_del	lib.flashdb	MEDIUM	deletes key-value entry: marks as deleted in sector
0x0051c368	lib_callee_c368	fdb_kv_iterate_all	lib.flashdb	MEDIUM	iterates all key-value pairs calling user callback
#
# === HAL / PERIPHERAL ===
0x004fe56e	lib_callee_e56e	am_hal_mspi_dma_sync	lib.hal	MEDIUM	checks DMA status flag, calls DSB flush; AmbiqSuite MSPI DMA sync
0x0043d926	lib_callee_d926	lv_obj_class_is_ext_type	lvgl	MEDIUM	checks offset+8 == 0xFF; LVGL class type flag check
#
# === MISCELLANEOUS ===
0x005af05c	lib_callee_f05c	is_line_terminator	lib.text	MEDIUM	returns true for char 0, 0x0A (LF), 0x0D (CR)
0x0047b652	lib_callee_b652	pb_field_map_free	pb.field	MEDIUM	frees field map: checks type flag, calls free, sends clear event
0x0047bc6a	lib_callee_bc6a	pb_field_map_get_count	pb.field	MEDIUM	returns field count from map structure
0x0047bc7e	lib_callee_bc7e	pb_field_map_get_entry	pb.field	MEDIUM	returns field entry at index from map
0x005b9704	lib_callee_9704	nema_vg_paint_create	lib.nema	MEDIUM	NemaGFX paint object creation
0x005b9f88	lib_callee_9f88	nema_vg_paint_destroy	lib.nema	MEDIUM	NemaGFX paint object destruction
0x005b9874	lib_callee_9874	nema_vg_paint_set_color	lib.nema	MEDIUM	sets paint color
0x005b9d44	lib_callee_9d44	nema_vg_gradient_set	lib.nema	MEDIUM	sets gradient parameters for paint
0x005b8a7c	lib_callee_8a7c	sysclose_context_init	system_close	MEDIUM	initializes system close context structure
0x005b7bee	lib_helper_005b823e_wrapper	sysclose_error_wrapper	system_close	MEDIUM	thin wrapper calling error handler
0x005b7b60	lib_callee_7b60	sysclose_validate_params	system_close	MEDIUM	validates system close parameters
0x005b7be0	lib_callee_7be0	sysclose_get_flags	system_close	MEDIUM	returns flags field from sysclose context
0x005b7be6	lib_callee_7be6	sysclose_set_flags	system_close	MEDIUM	sets flags field in sysclose context
0x005b7c0e	lib_callee_7c0e	sysclose_get_state_flags	system_close	MEDIUM	returns state flags from context
0x005b79ca	lib_callee_79ca	tt_face_get_char_index	lvgl.lv_freetype	MEDIUM	character-to-glyph-index mapping via cmap
0x005b7bea	lib_callee_7bea	sysclose_update_timer	system_close	MEDIUM	updates timer value in context
0x005b58c2	lib_callee_58c2	lfs_strtol	lib.lfs	MEDIUM	string-to-long conversion for LFS entry parsing
0x005b823e	lib_helper_005b823e	ft_error_handler	lvgl.lv_freetype	MEDIUM	FreeType internal error handler
0x005c506c	lib_helper_005c506c	sfnt_table_helper	lvgl.lv_freetype	MEDIUM	SFNT table loading helper
0x00538b0c	lib_callee_8b0c	qsort_partition	lib.sort	MEDIUM	quicksort partition function (part of introsort)
0x005392b2	lib_callee_92b2	binary_search_sorted	lib.sort	MEDIUM	binary search in sorted array
0x005393de	lib_callee_93de	sorted_insert	lib.sort	MEDIUM	insert into sorted position
0x00539730	lib_callee_9730	sorted_array_merge	lib.sort	MEDIUM	merge operation for sorted arrays
0x0053e04c	lib_callee_e04c	string_hash_compute	lib.string	MEDIUM	computes hash of string for lookup table
0x005d62ac	lib_callee_005d62ac	tt_face_done_variations	lvgl.lv_freetype	MEDIUM	frees variation data (fvar/gvar deltas) via ft_mem_free
0x005d62ce	lib_callee_62ce	tt_face_get_var_blend	lvgl.lv_freetype	MEDIUM	looks up variation blend coordinates for axis
0x005765e8	lib_callee_005765e8	FT_Done_GlyphSlot_Internal	lvgl.lv_freetype	HIGH	destroys glyph slot: iterates 0x54 glyph types, calls destroy + free each
0x00576646	lib_callee_6646	FT_GlyphSlot_Get_Glyph	lvgl.lv_freetype	MEDIUM	gets glyph from slot: lookup by index with cache
0x00576704	lib_callee_6704	FT_GlyphSlot_Create	lvgl.lv_freetype	MEDIUM	creates glyph in slot: allocates via ft_mem_qalloc + initializes
0x005768f8	lib_callee_68f8	FT_GlyphSlot_Free	lvgl.lv_freetype	MEDIUM	frees glyph: calls destroy callback + ft_mem_free
0x0057656e	lib_propagated_0057656e	FT_New_GlyphSlot	lvgl.lv_freetype	MEDIUM	allocates new glyph slot with 0x17C + n_glyphs*2 bytes
0x005cc850	lib_propagated_005cc850	tt_face_load_os2	lvgl.lv_freetype	MEDIUM	loads OS/2 table from TrueType font
0x005c5bfa	lib_propagated_005c5bfa	sfnt_load_cmap	lvgl.lv_freetype	MEDIUM	loads cmap (character mapping) table
0x00538650	lib_propagated_00538650	qsort_insertion_sort	lib.sort	MEDIUM	insertion sort for small arrays (used by introsort)
0x0054b970	lib_helper_b970	am_hal_helper	lib.hal	MEDIUM	AmbiqSuite HAL helper function
0x0054b852	lib_callee_b852	am_hal_peripheral_helper	lib.hal	MEDIUM	HAL peripheral operation helper
0x0053b10e	lib_callee_b10e	nanopb_encode_helper	lib.nanopb	MEDIUM	nanopb encoding helper function
0x004c9730	lib.tlsf_helper_004c9730	tlsf_fls_generic	lib.tlsf	MEDIUM	generic find-last-set; called from various TLSF paths
0x004c973e	lib.tlsf_propagated_004c973e	tlsf_block_is_free	lib.tlsf	MEDIUM	checks block free bit; propagated from TLSF core
0x004ca024	lib.tlsf_neighbor_004ca024	tlsf_pool_add_helper	lib.tlsf	MEDIUM	helper for pool addition
0x004ca05c	module_callee_004C9F78	tlsf_block_validate	lib.tlsf	MEDIUM	validates block header/size before free
0x004c98dc	lib_tlsf_callee_98dc	tlsf_mapping_search	lib.tlsf	MEDIUM	maps size to first/second level indices for search
0x0050e896	lib_callee_0050e896	lv_draw_nema_helper	lvgl.lv_draw	MEDIUM	LVGL NemaGFX draw helper
0x0050e81c	lib_neighbor_0050e81c	lv_draw_transform_helper	lvgl.lv_draw	MEDIUM	LVGL draw transform helper
0x005ce7b2	lib_related_005ce7b2	ft_autofit_helper	lvgl.lv_freetype	MEDIUM	FreeType autofit module helper
0x0050e164	module_callee_004FE56E_e164	am_hal_mspi_status_check	lib.hal	MEDIUM	checks MSPI transfer status
0x0050e23e	module_callee_004FE56E_e23e	am_hal_mspi_transfer_start	lib.hal	MEDIUM	initiates MSPI data transfer
0x0050e7d8	module_callee_0050E896	lv_draw_nema_setup	lvgl.lv_draw	MEDIUM	NemaGFX draw setup
0x005bdcce	module_callee_00439C04	lfs_commit_crc_calc	lib.lfs	MEDIUM	CRC calculation for LFS commit (memset wrapper callee)
0x005bddb0	module_callee_005BDCCE	lfs_commit_crc_finalize	lib.lfs	MEDIUM	finalizes CRC for commit entry
0x005c6798	module_callee_00512EEA_6798	sfnt_stream_frame_helper	lvgl.lv_freetype	MEDIUM	SFNT stream frame extraction helper
0x005c7718	module_callee_005136DA_7718	sfnt_table_free_helper	lvgl.lv_freetype	MEDIUM	helper for SFNT table freeing
0x005cc2b2	module_callee_00512EEA_c2b2	tt_loader_stream_close	lvgl.lv_freetype	MEDIUM	stream close for TT loader via FT_Stream_ExitFrame
0x005d0dce	module_callee_005136DA_0dce	tt_size_free_arrays	lvgl.lv_freetype	MEDIUM	frees TT size arrays via ft_mem_free
0x005be05c	lib_callee_e05c	ft_outline_render_setup	lvgl.lv_freetype	MEDIUM	sets up outline rendering parameters
0x005bf074	lib_page_callee_f074	nv_storage_helper	nv.mac	MEDIUM	non-volatile storage access helper
0x005b9704	lib_callee_9704	nema_vg_paint_create	lib.nema	MEDIUM	NemaGFX paint object creation
0x00576646	lib_callee_6646	FT_GlyphSlot_Get_Glyph	lvgl.lv_freetype	MEDIUM	gets glyph: lookup index, allocate if miss, init from face data
