# elog __FUNCTION__ corrections (single-name-per-function)
# address	current_name	elog_name	module	current_conf	elog_call_count
0x00496fd4	APP_page_command_dispatch	AppSlaveProcDmMsg	app	HIGH	16
0x00497850	slave_dispatch_event	appAdvStart	app.slave	HIGH	1
0x00497d4e	slave_deinit_resources	AppSlaveReloadResolvingList	app.slave	HIGH	1
0x0049904a	ble_att_callback	_bleCommProcMsg	ble.comm	HIGH	16
0x004997f0	ble_dm_event_handler	_bleCommHandler	ble.comm	HIGH	2
0x00499a20	ble_stack_init	_bleExactleStackInit	ble.comm	HIGH	1
0x00499cd0	ble_comm_dispatch_wrapper	APP_BleHwErrorReset	ble	HIGH	2
0x00499dac	ble_comm_dispatch	RPC_SystemBleStatusSync	ble.comm	HIGH	1
0x0049a3f0	ble_comm_handler_register	TPL_Init	ble.comm	HIGH	2
0x0049a4d6	ble_comm_session_find	_getOrCreateContext	ble.comm	HIGH	1
0x0049a730	prot_tran_send_ack_packet	_rxNextPacketTimeout	prot.tran	HIGH	3
0x0049a866	prot_tran_find_reassembly_context	TPL_RxPacketTimeoutHandler	prot.tran	HIGH	5
0x0049aa40	prot_tran_validate_handler	_rxSyncEventCallback	prot.tran	HIGH	2
0x0049aad6	prot_tran_send_transport_response	_tplReponse	prot.tran	HIGH	2
0x0049abd0	PB_RxBaseConnHeartBeat	TPL_ReceivePacket	pb.auth	HIGH	8
0x0049b104	prot_tran_packetize_and_send	TPL_SendPacket	prot.tran	HIGH	3
0x0049b640	osMessageQueueGet_wrapper_0049b640	_thread_pb_msg_handler	rtos.cmsis	HIGH	1
0x0049b79e	ble_msgrx_process	Thread_BleMsgrxQueueClear	ble.msgrx	HIGH	3
0x0049b8b0	ble_msgrx_enqueue	Thread_MsgRxFromBle	ble.msgrx	HIGH	3
0x0049d960	APP_evenai_page_handler	AppAddDevToResList	app	HIGH	4
0x0049dbbc	APP_evenhub_page_handler	appConnReadRemoteFeatTimerStart	app	HIGH	1
0x0049ddc4	PB_RxDevConfig_connect	PB_RxSecAuth	pb.devc	HIGH	4
0x0049df5e	PB_TxEncodeDevConfig_connect	PB_TxEncodeSecAuth	pb.devc	HIGH	3
0x0049e3ac	PB_RxDevConfig_mode	PB_RxPipeRoleChange	pb.devc	HIGH	2
0x0049e484	pb_service_auth_handler	PB_TxEncodePipeRoleChange	pb.auth	HIGH	3
0x0049e64c	PB_RxSecAuth	PB_RxRingConnectInfo	pb.auth	HIGH	5
0x0049e8e4	PB_TxEncodeSecAuth_keepalive	PB_TxEncodeRingConnectInfo	pb.auth	HIGH	3
0x0049ead4	auth_keepalive_encode_complex	PB_TxEncodeNotifyRingConnectInfoImpl	pb.auth	HIGH	5
0x0049ed28	devc_send_wsf_event	PB_TxEncodeNotifyRingConnectInfo	pb.devc	HIGH	1
0x0049edc4	PB_RxDevConfig_display	PB_RxBleConnectParams	pb.devc	HIGH	2
0x0049eed4	PB_TxEncodeDevConfig_display	PB_TxEncodeBleConnectParams	pb.devc	HIGH	3
0x0049f0f0	PB_RxDevConfig_challenge	PB_RxDisconnectInfo	pb.devc	HIGH	3
0x0049f238	PB_TxEncodeDevConfig_challenge	PB_TxEncodeDisconnectInfo	pb.devc	HIGH	3
0x0049f424	PB_RxDevConfig_pairing	PB_RxUnpairInfo	pb.devc	HIGH	2
0x0049f628	PB_RxUnpairInfo	PB_TxEncodeUnpairInfo	pb.devc	HIGH	3
0x0049f874	ble_ui_handler	AppUiAction	ble.ui	HIGH	26
0x004a001a	APP_navigation_close_handler	AppUiDisplayPasskey	app	HIGH	4
0x004a01c0	APP_navigation_update_handler	AppUiDisplayConfirmValue	app	HIGH	4
0x004a039c	profile_ota_handler_wrapper	_evenOtaReset	pb	HIGH	1
0x004a0638	AppPrivacyInit	APP_EvenOtaDisconnect	ble.slave	HIGH	1
0x004a0784	eus_on_client_subscribe	eusProcCccState	profile.eus	HIGH	1
0x004a080e	profile_eus_check_condition	APP_BleEusWriteCb	profile.eus	HIGH	1
0x004a08d0	eus_on_disconnect	EusHandlerInit	profile.eus	HIGH	1
0x004a092c	eus_send_notification	APP_BleEusSendDataMsg	profile.eus	HIGH	2
0x004a0c2e	profile_ess_handler	APP_BleEssSendDataMsg	profile.ess	HIGH	1
0x004a0d58	profile_efs_check_condition	APP_BleEfsWriteCb	profile.efs	HIGH	1
0x004a0e5c	efs_on_disconnect	EfsHandlerInit	profile.efs	HIGH	1
0x004a0eb8	efs_send_notification	APP_BleEfsSendDataMsg	profile.efs	HIGH	1
0x004a109e	ancc_discover	_anccGetNextNotificationHandler	ble.ancc	HIGH	1
0x004a1332	ancc_discovery_complete	_rxSyncEventCallback	ble.ancc	HIGH	2
0x004a13d0	ancc_enable_notifications	_anccSendCompleteNotificationMsg	ble.ancc	HIGH	1
0x004a142e	ancc_handle_event	_anccNotiRemoveCback	ble.ancc	HIGH	1
0x004a147e	_anccGetNextNotificationHandler	_anccNtfValueUpdate	ble.ancc	HIGH	3
0x004a15fa	ancc_data_source_handler	_ancsValueUpdate	ble.ancc	HIGH	1
0x004a16ae	ancc_parse_notification_attrs	_ancsAnccAttrCback	ble.ancc	HIGH	1
0x004a185a	ancc_data_reassemble	_anccAttrHandler	ble.ancc	HIGH	4
0x004a1ec8	task_ble_wsf_start_eus_service	CB_BLE_STATUS_RegisterCallback	task.ble.wsf	HIGH	1
0x004a207e	wsf_buf_handler	WsfBufAlloc	wsf.buf	HIGH	1
0x004a2d78	kv_module_cfg_set_brightness_level	_kvdbUpdataLanguage	kv.module_cfg	HIGH	3
0x004a2ea2	kv_module_cfg_load_screen_off_interval	_kvdbUpdataDashboardAutoCloseValue	kv.module_cfg	HIGH	2
0x004a2f88	kv_module_cfg_load_all_entries	_kvdbUpdataMenuConfigureValue	kv.module_cfg	HIGH	8
0x004a33ac	kv_module_cfg_save_all_entries	SVC_KvdbWriteMenuConfigureValue	kv.module_cfg	HIGH	3
0x004a4976	svc_ancc_lock_and_reset	SVC_ANCC_Init	svc.ancc	HIGH	2
0x004a4aa8	svc_ancc_lock_and_clear	SVC_ANCC_Clear	svc.ancc	HIGH	2
0x004a4b72	svc_ancc_get_notification_count	SVC_ANCC_GetNotifCount	svc.ancc	HIGH	2
0x004a4c2c	svc_ancc_get_notification_by_index	SVC_ANCC_FindNotification	svc.ancc	HIGH	2
0x004a4d34	svc_ancc_allocate_notification	SVC_ANCC_AddNotification	svc.ancc	HIGH	2
0x004a4ec2	svc_ancc_remove_notification	SVC_ANCC_RemoveNotification	svc.ancc	HIGH	1
0x004a5db0	evenai_check_result	_evenaiSyncEventCallback	service.evenAI	HIGH	2
0x004a5e4a	task_queue_enqueue	SVC_DecodeLocalEvenAIInfo	rtos.queue	HIGH	5
0x004a62b6	evenai_send_command	SVC_EvenAICtrl	service.evenAI	HIGH	1
0x004a8bcc	thread_pool_worker	worker_thread	thread_pool	HIGH	1
0x004a8c44	thread_pool_submit	submit_work	thread_pool	HIGH	6
0x004a92c2	TF_New	TF_Init	TinyFrame	HIGH	1
0x004a93b2	lib_TinyFrame_log_handler	TF_AddIdListener	lib.TinyFrame	HIGH	1
0x004a9452	TF_AddIdListener	TF_AddTypeListener	TinyFrame	HIGH	1
0x004a96d4	TF_AcceptByte	TF_AcceptChar	TinyFrame	HIGH	2
0x004aa20c	kvTemperatureUnit	SVC_KvdbWriteTemperatureUnit	service.service_kvdb_temperature_unit	HIGH	1
0x004aa2ac	pb_service_setting_check_dedup	setting_is_duplicate_message	pb_service_setting	HIGH	1
0x004aa30c	pb_service_setting_decode_and_dispatch	setting_parse_data_package	pb_service_setting	HIGH	5
0x004aa4e8	device_info_encode	setting_respond_to_app	pb.devinfo	HIGH	2
0x004aa5ee	device_status_encode	setting_build_full_status_package	pb.devinfo	HIGH	4
0x004aa7cc	device_info_encode_secondary	setting_respond_with_local_data	pb.devinfo	HIGH	3
0x004aa906	pb_service_device_info_handler	setting_respond_to_app_serialize	pb.devinfo	HIGH	5
0x004aaaae	device_info_query_handler	setting_respond_with_local_data_serialize	pb.devinfo	HIGH	5
0x004aac94	device_status_notify_send	setting_notify_common	pb.devinfo	HIGH	4
0x004ab00c	pb_service_setting_send_wear_notify	notify_silent_mode_to_app	pb_service_setting	HIGH	1
0x004ab196	wear_detect_set_enabled	WearDetect_SetEnable	wear.detect	HIGH	1
0x004ab244	wear_detect_apply_state	WearDetect_HandleStatusChange	wear.detect	HIGH	3
0x004ab368	wear_detect_process_event	WearDetect_DataHandler	wear.detect	HIGH	2
0x004ab6f6	sensor_imu_4ab6f6	DRV_IMUSetSensorParameters	sensor_imu	HIGH	21
0x004ac6fc	imu_log_power_mode_change	IMU_AIDStatePrint	sensor_imu	HIGH	3
0x004acf2e	imu_detect_freefall	DRV_IMUCheckHeadUpEvent	sensor_imu	HIGH	2
0x004ad144	imu_step_counter_update	DRV_IMUCheckCompassEvent	sensor_imu	HIGH	3
0x004ad4a0	quaternion_to_euler_angles	DRV_IMUDataParserCallback	imu	HIGH	1
0x004ae7f4	als_clear_poll_interval	HUB_IMUCollectionHandler	sensor_als	HIGH	1
0x004ae876	sensor_hub_init	HUB_SendMessage	sensor_hub	HIGH	1
0x004ae944	resource_init_timer	HUB_IMUSetModeHandler	rtos	HIGH	2
0x004aea2e	sensor_hub_read	HUB_IMUCalibParaInit	sensor_hub	HIGH	1
0x004aebbc	sensor_hub_process	HUB_Open	sensor_hub	HIGH	1
0x004aec32	sensor_hub_report	HUB_Close	sensor_hub	HIGH	1
0x004af6e4	pb_onboarding_rx_dispatch	APP_PbRxOnboardingFrameDataProcess	pb.onboarding	HIGH	5
0x004af914	pb_onboarding_validate_startup	PB_RxOnboardingConfig	pb.onboarding	HIGH	2
0x004af9d8	pb_service_onboarding_handler	APP_PbTxEncodeOnboardingConfig	pb.onboarding	HIGH	3
0x004afb62	onboarding_echo_send	APP_PbNotifyEncodeOnboardingConfig	pb.onboarding	HIGH	3
0x004afcee	onboarding_event_rx	PB_RxOnboardingHeartbeat	pb.onboarding	HIGH	1
0x004afd60	onboarding_heartbeat	APP_PbTxEncodeOnboardingHeartbeat	pb.onboarding	HIGH	3
0x004afef6	pb_onboarding_validate_head_up	PB_RxOnboardingEvent	pb.onboarding	HIGH	2
0x004affc8	pb_onboarding_send_head_up_response	APP_PbTxEncodeOnboardingEvent	pb.onboarding	HIGH	2
0x004b06be	onboarding_scroll_left_animation	onboarding_menu_show_with_animation	onboarding.ui	HIGH	1
0x004b077c	onboarding_scroll_right_animation	onboarding_menu_hide_with_animation	onboarding.ui	HIGH	1
0x004b1008	onboarding_page_command_dispatch	onboarding_tileview_ext_event_handler	onboarding.ui	HIGH	2
0x004b17e4	onboarding_page_data_handler	Onboarding_ReflashEventHandler	onboarding.ui	HIGH	2
0x004b1cf0	onboarding_page_show_time_widget	Onboarding_ProcessStart	onboarding.ui	HIGH	1
0x004b1d98	onboarding_page_set_page_indicator	Onboarding_ProcessNext	onboarding.ui	HIGH	1
0x004b2084	onboarding_page_apply_layout	Onboarding_ShowTouchTips	onboarding.ui	HIGH	1
0x004b4104	box_detect_poll_state	_box_detect_notify_status_change	box.detect	HIGH	1
0x004b41e8	app_timer_state_set	BoxDetect_Init	rtos	HIGH	1
0x004b42c4	ble_low_power_enter	DEV_BoxDetectMsgProcess	ble	HIGH	2
0x004b4526	box_detect_handle_event	BoxDetect_ReceiveCaseInfoFromPeer	box.detect	HIGH	2
0x004b4a66	charger_set_battery_level	CHG_CompareAndUpdateSoc	charger_common	HIGH	3
0x004b4b96	charger_set_charging_state	CHG_CompareAndUpdateIsCharging	charger_common	HIGH	3
0x004b4cf4	charger_poll_and_sync	CHG_OnBatteryLevelChanged	charger_common	HIGH	1
0x004b4da4	charger_send_sync_command	CHG_SendBatteryInfoToPeer	charger_common	HIGH	2
0x004b4eb0	charger_handle_sync_event	CHG_ReceiveBatteryInfoFromPeer	charger_common	HIGH	4
0x004b5380	kv_tz_save_extended	_nvdbUpdataSysDt	kv.tz	HIGH	8
0x004b5714	nv_sysDt_set_field	SVC_NvdbWriteSysData	nv.sysDt	HIGH	14
0x004b5db0	nv_sysDt_read_SN_from_OTP	SVC_NvdbReadSysData	nv_sysDt	HIGH	2
0x004b5ec8	nv_sysDt_parse_and_log_serial	SVC_NvdbparsePsn	nv.sysDt	HIGH	8
0x004b62d4	nv_sysDt_read_sn_from_otp	SVC_ReadPSNFromOTP	nv.sysDt	HIGH	4
0x004b65b8	nv_sysDt_write_sn_to_otp	SVC_WritePSNToOTP	nv.sysDt	HIGH	5
0x004bd514	ring_att_write	_ringEnableCccd	ble.ring	HIGH	2
0x004bd5ee	NusHandlerInit	APP_BleRingHandlerInit	ble.ring	HIGH	1
0x004bd678	ring_notification_handler	_bleRingReceiveData	ble.ring	HIGH	1
0x004bd6d0	ring_dm_event_handler	APP_BleRingProcMsg	ble.ring	HIGH	3
0x004bdcd6	task_ring_rx	_thread_notify_event_handler	task.ring	HIGH	8
0x004bdfa2	task_ring_process	_thread_exit	task.ring	HIGH	1
0x004be03a	task_ring_event	Thread_SendEvtToRingTask	task.ring	HIGH	1
0x004be098	task_ring_notify	Thread_SendMsgToRingTaskWithId	task.ring	HIGH	2
0x004be364	ring_master_scan_stop	_bleMasterScanStop	ble.master	HIGH	3
0x004be4c8	ring_master_conn_close	_masterScan	ble.master	HIGH	4
0x004be67e	ring_master_scan_report	_bleMasterScanReport	ble.master	HIGH	10
0x004bebc0	ring_master_remote_param_req	_masterConnectCancel	ble.master	HIGH	2
0x004bec72	ring_master_resolved_addr	_masterConnect	ble.master	HIGH	2
0x004bee8c	ring_master_conn_open	_bleMasterGetCB	ble.master	HIGH	2
0x004bf02c	ring_master_dm_dispatch	_masterProcMsg	ble.master	HIGH	21
0x004bfabc	ring_master_reconnect_schedule	_masterConnectEventRetry	ble.master	HIGH	3
0x004bfc84	ring_master_sec_event_proc	APP_MasterConnectEvent	ble.master	HIGH	5
0x004bff68	ring_master_notify_event	APP_MasterUnpairDevEvent	ble.master	HIGH	1
0x004bfff0	auth_challenge_process	APP_MasterSetTargetAddrName	pb.auth	HIGH	2
0x004c0118	system_time_get	APP_MasterScanEvent	system	HIGH	1
0x004c01e4	ring_master_scan_request	APP_MasterSetPhyEvent	ble.master	HIGH	1
0x004c077e	input_manager_send_event	INPM_EventSend	input.manager	HIGH	1
0x004c0812	input_manager_debounce_and_forward	INPM_BothLongPressEventCheck	input.manager	HIGH	2
0x004c08c0	input_manager_update_touch_timestamps	INPM_BothLongPressEventProcess	input.manager	HIGH	4
0x004c0aaa	input_manager_process_touch_event	INPM_EventRecvHandler	input.manager	HIGH	4
0x004c358c	lv_bmp_process	am_mspi0_isr	lvgl.lv_bmp	HIGH	1
0x004c370c	uled_select_driver_by_panel_type	uled_driver_identify	driver.uled	HIGH	4
0x004c38a2	uled_init_display	uled_mspi_init	driver.uled	HIGH	1
0x004c3924	uled_refresh_display	uled_clearScreen	driver.uled	HIGH	1
0x004c3980	uled_power_on	uled_driver_init	driver.uled	HIGH	1
0x004c39e0	uled_read_temperature	uled_safe_get_chip_id	driver.uled	HIGH	2
0x004c3a96	uled_display_off	uled_driver_power_down	driver.uled	HIGH	1
0x004c3afa	uled_power_off	uled_driver_power_up	driver.uled	HIGH	1
0x004c3b5e	uled_set_brightness	uled_mspi_setBrightness	driver.uled	HIGH	1
0x004c3c1c	uled_fill_rect_gray4	uled_clean_fb_data	driver.uled	HIGH	1
0x004c3f2e	uled_check_display_ready	uled_status_check_and_recovery	driver.uled	HIGH	1
0x004c3f7e	uled_set_display_mode	uled_set_mode	driver.uled	HIGH	1
0x004ca39c	pt_box_uart_validate_alignment	_efsRxNextPacketTimeout	ble.smpdb	HIGH	1
0x004ca418	efs_tran_receive_packet	EFS_ReceivePacket	efs.tran	HIGH	10
0x004ca976	efs_tran_send_packet	_otaRxNextPacketTimeout	efs.tran	HIGH	1
0x004cacdc	ota_tran_receive_packet	OTA_ReceivePacket	ota.tran	HIGH	9
0x004cb244	ota_tran_send_packet	OTA_SendPacket	ota.tran	HIGH	2
0x004cfd48	db_flash_write	_flashDBRead	db.api	HIGH	1
0x004cfda0	db_flash_read	_flashDBWrite	db.api	HIGH	1
0x004cfdf8	db_flash_erase	_flashDBErase	db.api	HIGH	3
0x004d0154	file_system_check_partitions	check_and_create_directories	file_system	HIGH	4
0x004d0336	check_and_create_directories	littlefs_format	file_system	HIGH	1
0x004d03e2	file_system_init	littlefs_init	file_system	HIGH	1
0x004d082a	codec_i2s_event_init	uart_thread_handler	codec.host	HIGH	4
0x004d0a6c	codec_uart_sync_thread_create	uart_instance_init	codec.uart_sync	HIGH	1
0x004d0b34	elog_port_halt	WsfAssert	elog	HIGH	1
0x004d2d74	APP_notification_display_handler	hciEvtProcessLeConnIQReport	app	HIGH	8
0x004d3134	APP_notification_content_handler	hciEvtProcessLeConlessIQReport	app	HIGH	4
0x004d3c28	APP_box_uart_command_dispatch	hciEvtProcessMsg	app	HIGH	3
0x004d44a4	PB_RxDevConfig_startup	PB_RxRestoreFactory	pb.devc	HIGH	3
0x004d4618	PB_TxEncodeDevConfig_startup	PB_TxEncodeRestoreFactory	pb.devc	HIGH	3
0x004d47dc	PB_RxDevConfig_lifecycle	PB_RxQuickRestart	pb.devc	HIGH	2
0x004d4894	PB_TxEncodeDevConfig_lifecycle	PB_TxEncodeQuickRestart	pb.devc	HIGH	3
0x004d4a58	PB_RxDevConfig_ota_mode	PB_RxBaseConnHeartBeat	pb.devc	HIGH	2
0x004d4b06	PB_TxEncodeDevConfig_ota_mode	PB_TxEncodeBaseConnHeartBeat	pb.devc	HIGH	3
0x004d4cbe	RestoreFactory	PB_RxTimeSyncInfo	pb.devc	HIGH	2
0x004d4dd0	PB_TxEncodeDevConfig_battery	PB_TxEncodeTimeSyncInfo	pb.devc	HIGH	3
0x004d4ff8	PB_RxDevConfig_box	PB_RxAudControl	pb.devc	HIGH	1
0x004d5bd4	drv_touch_power_on	DRV_TouchSwitch2Dfu	drv.touch	HIGH	1
0x004d5f70	prod_pcm_capture_init	production_pcm_callback_single	prod.pcm	HIGH	1
0x004d602a	prod_pcm_codec_mic_start	production_codec_mic_func_init	prod.pcm	HIGH	2
0x004d60da	prod_pcm_codec_mic_stop	production_codec_mic_func_deinit	prod.pcm	HIGH	1
0x004d6140	prod_pcm_pdm_mic_start	production_pdm_mic_func_init	prod.pcm	HIGH	1
0x004d6196	prod_pcm_pdm_mic_stop	production_pdm_mic_func_deinit	prod.pcm	HIGH	1
0x004d64f8	svc_audio_lc3_encode	SVC_Lc3EncodeMono	svc.audio	HIGH	4
0x004d6730	svc_audio_pcm_app_register	SVC_PcmAppRegister	svc.audio	HIGH	3
0x004d6888	svc_audio_pcm_app_unregister	SVC_PcmAppUnregister	svc.audio	HIGH	3
0x004d69b0	svc_audio_pcm_frame_dispatch	SVC_PcmAppProcessData	svc.audio	HIGH	1
0x004d6b7e	svc_audio_file_rotate	create_new_file	svc.audio	HIGH	1
0x004d6dac	svc_audio_file_write	SVC_PcmRecoderProcess	svc.audio	HIGH	2
0x004d715a	wear.detect_4d715a	process_gesture_data	wear.detect	HIGH	1
0x004d7920	nv_s_cald_handler	_nvdbCheckSensorCaldata	nv.s.cald	HIGH	1
0x004d7b92	drv_buzzer_play_step	_buzzerPlayVoice	drv.buzzer	HIGH	3
0x004d7d70	buzzer_pwm_timer_handler	_buzzerPlayStart	drv.buzzer	HIGH	2
0x004d7eb6	adc_process_result	DRV_BuzzerPlayAfterQueue	drv.adc	HIGH	1
0x004d7f64	drv_buzzer_play_note	DRV_BuzzerPlayNote	drv.buzzer	HIGH	1
0x004d80ee	npmx_charger_handler	npmx_backend_i2c_read	npmx_driver	HIGH	1
0x004d8170	npmx_timer_handler	npmx_backend_i2c_write	npmx_driver	HIGH	1
0x004d896e	npmx_event_handler	npmx_watchdog_enable	npmx_driver	HIGH	1
0x004d89d4	npmx_kick_watchdog	npmx_watchdog_kick	npmx_driver	HIGH	1
0x004d8a7c	npmx_adc_handler	npmx_get_adc_measurements	npmx_driver	HIGH	4
0x004d8c60	npmx_driver_decode_charger_status	initialize_fuel_gauge	npmx_driver	HIGH	10
0x004d9108	npmx_get_adc	process_fuel_gauge	npmx_driver	HIGH	4
0x004d95e8	npmx_driver_read	configure_lsdw2_voltage	npmx_driver	HIGH	1
0x004d99e4	npmx_driver_config	npmx_charger_disable	npmx_driver	HIGH	2
0x004db600	codec_host_power_on	gx8002_host_init	codec.host	HIGH	1
0x004db87e	codec_host_parse_response_frame	gx8002_unpack_message	codec.host	HIGH	8
0x004dbc4e	codec_host_send_command	gx8002_send_message	codec.host	HIGH	3
0x004dbd74	codec_host_receive_response	gx8002_uart_read_blocking	codec.host	HIGH	4
0x004dbfba	codec_host_transact	gx8002_read_uart_data	codec.host	HIGH	2
0x004dc08a	codec_host_transact_full	gx8002_send_and_wait_response	codec.host	HIGH	1
0x004dc1dc	codec_host_read_firmware_version	GX8002_ReadVersion	codec.host	HIGH	3
0x004dc3a8	codec_host_read_status_byte	GX8002_SwitchBFMode	codec.host	HIGH	3
0x004dc530	codec_host_read_config_byte	GX8002_SwitchWakeupMode	codec.host	HIGH	3
0x004dc6d8	codec_host_read_16bit_value	GX8002_QueryMicState	codec.host	HIGH	3
0x004dc864	codec_host_query_with_param	GX8002_SetMicGain	codec.host	HIGH	3
0x004dc9f0	codec_host_set_mode	GX8002_DMICCtrl	codec.host	HIGH	3
0x004dcb9c	codec_host_read_mic_status	GX8002_I2SOutputCtrl	codec.host	HIGH	3
0x004dd138	codec_host_set_parameter	SVC_SetMicGain	codec.host	HIGH	2
0x004dd22c	codec_host_enable_i2s_output	SVC_CodecDMICOpen	codec.host	HIGH	2
0x004dd30c	codec_host_disable_i2s_output	SVC_CodecDMICClose	codec.host	HIGH	2
0x004dd3e8	codec_host_validate_mic_ready	SVC_CodecMicDelay1Bit	codec.host	HIGH	1
0x004dd8c0	nvdb_flush_dirty_entries	SVC_NvdbUpdataAll	nvdb	HIGH	3
0x004dda3c	nvdb_init_or_migrate	SVC_NvdbInit	nvdb	HIGH	4
0x004ddd6a	attcCccAllocBuf	attsCccAllocTbl	ble.att	HIGH	4
0x004de13c	attcCccFreeBuf	attsCccFreeTbl	ble.att	HIGH	4
0x004de388	att_protocol_handler	attsCccMainCback	ble.att	HIGH	4
0x004de678	attsCccAllocTbl	AttsCccInitTable	ble.att	HIGH	4
0x004de8a0	AttcCccConnClose	AttsCccClearTable	ble.att	HIGH	4
0x004deca8	attcCccGetConnCb	attsSignCcbByConnId	ble.att	HIGH	4
0x004df082	em9305_dfu_prepare	_parseBleFwBinFile	srv.em9305	HIGH	3
0x004df1b4	em9305_dfu_write_data	_parseBleFwBinFile	srv.em9305	HIGH	7
0x004df4bc	em9305_dfu_write_image	_readImageRecords	srv.em9305	HIGH	2
0x004df5de	em9305_dfu_verify_crc	_readImageData	srv.em9305	HIGH	3
0x004df798	em9305_dfu_finalize	SVC_Em9305FwInit	srv.em9305	HIGH	2
0x004df844	em9305_dfu_complete	SVC_Em9305FwDeinit	srv.em9305	HIGH	2
0x004dfe38	task.manager_4dfe38	attcSendMtuReq	task.manager	HIGH	4
0x004e0a4c	attcDiscGetConnCb	attcCcbByConnId	ble.att	HIGH	5
0x004e0f38	APP_settings_page_create	appDiscCfgStart	app	HIGH	4
0x004e116c	APP_settings_page_update	appDiscStart	app	HIGH	4
0x004e13bc	APP_settings_page_close	appDiscRestartDiscovery	app	HIGH	4
0x004e182a	app_disc_parse_characteristic_response	appDiscPrintCharInfo	app.disc	HIGH	10
0x004e1b80	app_disc_parse_descriptor_response	appDiscPrintDescInfo	app.disc	HIGH	7
0x004e1e68	APP_dashboard_page_create	AppDiscProcAttMsg	app	HIGH	9
0x004e24a0	APP_dashboard_page_update	AppDiscSetHdlList	app	HIGH	4
0x004e26c4	APP_dashboard_page_close	AppDiscComplete	app	HIGH	5
0x004e2f24	APP_quicklist_page_create	AppDiscReadDatabaseHash	app	HIGH	4
0x004e3350	APP_quicklist_page_update	appMasterScanStop	app	HIGH	4
0x004e3a88	APP_quicklist_page_close	appConnOpen	app	HIGH	4
0x004e413c	APP_health_page_update	appServerHandleDbHashUpdate	app	HIGH	1
0x004e448e	appDiscStart	APP_StartServiceDiscovery	ble.disc	HIGH	1
0x004e45ac	AppDiscProcDmMsg	APP_BleServerDiscCback	ble.disc	HIGH	23
0x004e5e6e	dmConnSetIdAddr	l2cMasterRxSignalingPkt	ble.dm	HIGH	3
0x004e622c	smpSmExecute	smpL2cDataCback	ble.smp	HIGH	4
0x004e6e9c	smpDmConnCback	SmpHandler	ble.smp	HIGH	3
0x004e74fc	pb_ser_handler	APP_PbRxDevCfgFrameDataProcess	pb.ser	HIGH	15
0x004e7edc	PB_TxEncodeNotifySecAuthImpl	APP_PbTxEncodeErrorCode	pb.auth	HIGH	2
0x004e80f8	efs_service_send_status_response	_evenEfsReplyToAPP	efs.service	HIGH	1
0x004e818c	efs_service_read_existing_file	_fileCaculateCRC	efs.service	HIGH	6
0x004e85c4	efs_service_handle_command	_efsFileCmdParse	efs.service	HIGH	31
0x004e93a0	efs_service_handle_file_data	_efsFileRawDataParse	efs.service	HIGH	10
0x004e9a14	efs_service_handle_export_read	_efsExportFileParse	efs.service	HIGH	15
0x004ea326	ble_mgr_handler	AppBleMasterPeerMgrUnpairDev	ble.mgr	HIGH	1
0x004ea40c	assert_handler	APP_errorFaultHandler	assert	HIGH	1
0x004ea65e	parseJsonWhitelistToStruct	_parseJsonWhitelistToStruct	svc.whitelist	HIGH	13
0x004eac1c	printAppWhiteListInfo	_printAppWhiteListInfo	svc.whitelist	HIGH	11
0x004eb450	svc_whitelist_notify	SVC_IsOnWhitelistByIdentifier	svc.whitelist	HIGH	13
0x004ebb9c	pb_notif_rx_handler	APP_PbRxNotificationFrameDataProcess	pb.notif	HIGH	4
0x004ebd84	pb_notif_decode	PB_RxNotifCtrl	pb.notif	HIGH	2
0x004ebe76	pb_service_message_notify_handler	APP_PbTxEncodeNotifCtrl	pb.notif	HIGH	3
0x004ec00c	pb_notif_whitelist	APP_PbTxEncodeNotifCommResp	pb.notif	HIGH	3
0x004ec190	pb_notif_ctrl	APP_PbTxEncodeNotifAppIDNotInWhitelist	pb.notif	HIGH	3
0x004ec39a	pb_notif_response	PB_RxNotifWhitelistCtrl	pb.notif	HIGH	2
0x004ec450	pb_notif_send	APP_PbTxEncodeNotifWhitelistCtrl	pb.notif	HIGH	1
0x004ec670	callback_node_alloc	CALLBACK_MGR_CreateNode	callback.mgr	HIGH	1
0x004ec6d8	callback_list_free	CALLBACK_MGR_Init	callback	HIGH	2
0x004ec77e	box_uart_mgr	CALLBACK_MGR_Deinit	callback.mgr	HIGH	1
0x004ec810	callback_list_register	CALLBACK_MGR_Register	callback.mgr	HIGH	4
0x004ec994	callback_list_remove	CALLBACK_MGR_Unregister	callback	HIGH	3
0x004ecfe0	kvdb_flush_dirty_entries	SVC_KvdbReadAll	kvdb	HIGH	2
0x004ed11c	kvdb_init_or_migrate	SVC_KvdbInit	kvdb	HIGH	6
0x004eda08	message_notify_ui_event	thread_evenai	gui.notify	HIGH	1
0x004edb6c	task_evenai_msg_queue	_thread_msg_handler	task.evenai	HIGH	2
0x004edc50	task_evenai_notify_handler	_thread_notify_event_handler	task.evenai	HIGH	1
0x004edcac	task_evenai_thread_exit	_thread_exit	task.evenai	HIGH	2
0x004ee2c6	evenai_timer_reset	even_ai_heartbeat_timer_mgr_stop	even_ai.timer	HIGH	1
0x004ee854	pb_service_even_ai_handler	APP_PbTxEncodeEvenAICtrl	pb.evenai	HIGH	3
0x004ee9e0	pb_evenai_rx_type_3_ask	APP_PbNotifyEncodeEvenAICtrl	pb.evenai	HIGH	3
