address,end,length,data_type,value
0x000fb734,0x000fb737,4,"undefined4","0x200059c0"
0x000fb738,0x000fb73b,4,"undefined4","0xfa951"
0x000fb76c,0x000fb76f,4,"undefined4","0xfdbbc"
0x000fb7bc,0x000fb7bf,4,"undefined4","0x200059f0"
0x000fb7d0,0x000fb7d3,4,"undefined4","0xfb7d5"
0x000fb7fa,0x000fb7fa,1,"byte","0x24"
0x000fb7fb,0x000fb7fb,1,"byte","0xb"
0x000fb7fc,0x000fb7fc,1,"byte","0x27"
0x000fb7fd,0x000fb7fd,1,"byte","0xb"
0x000fb7fe,0x000fb7fe,1,"byte","0xb"
0x000fb7ff,0x000fb7ff,1,"byte","0x24"
0x000fb800,0x000fb800,1,"byte","0xb"
0x000fb801,0x000fb801,1,"byte","0x24"
0x000fb802,0x000fb802,1,"byte","0xb"
0x000fb803,0x000fb803,1,"byte","0x24"
0x000fb804,0x000fb804,1,"byte","0x24"
0x000fb805,0x000fb805,1,"byte","0x24"
0x000fb806,0x000fb806,1,"byte","0x7"
0x000fb860,0x000fb863,4,"undefined4","0xfdbe4"
0x000fb864,0x000fb867,4,"undefined4","0x200059e8"
0x000fb880,0x000fb883,4,"undefined4","0xfb889"
0x000fb884,0x000fb887,4,"undefined4","0xfb8c1"
0x000fb89e,0x000fb89e,1,"byte","0xf"
0x000fb89f,0x000fb89f,1,"byte","0x5"
0x000fb8a0,0x000fb8a0,1,"byte","0xd"
0x000fb8a1,0x000fb8a1,1,"byte","0xf"
0x000fb8a2,0x000fb8a2,1,"byte","0xf"
0x000fb914,0x000fb917,4,"undefined4","0x20008618"
0x000fb92c,0x000fb92f,4,"undefined4","0xff364"
0x000fb94c,0x000fb94f,4,"undefined4","0xff364"
0x000fb984,0x000fb987,4,"undefined4","0xff000"
0x000fb990,0x000fb993,4,"undefined4","0xff000"
0x000fb9d4,0x000fb9d7,4,"undefined4","0x20008674"
0x000fba98,0x000fba9b,4,"undefined4","0xff000"
0x000fba9c,0x000fba9f,4,"undefined4","0x200059f8"
0x000fbaa0,0x000fbaa3,4,"undefined4","0x20008618"
0x000fbaa4,0x000fbaa7,4,"undefined4","0x20008774"
0x000fbaa8,0x000fbaab,4,"undefined4","0x20008898"
0x000fbad8,0x000fbadb,4,"undefined4","0x20008618"
0x000fbadc,0x000fbadf,4,"undefined4","0xff000"
0x000fbafc,0x000fbaff,4,"undefined4","0x20008618"
0x000fbb34,0x000fbb37,4,"undefined4","0xfde4c"
0x000fbb38,0x000fbb3b,4,"undefined4","0xfde44"
0x000fbb68,0x000fbb6b,4,"undefined4","0xfde4c"
0x000fbb6c,0x000fbb6f,4,"undefined4","0xfde44"
0x000fbc20,0x000fbc23,4,"undefined4","0x20008d6c"
0x000fbc24,0x000fbc27,4,"undefined4","0xfd8c4"
0x000fbc44,0x000fbc47,4,"undefined4","0x20008618"
0x000fbc48,0x000fbc4b,4,"undefined4","0x200059fc"
0x000fbc90,0x000fbc93,4,"undefined4","0x20008618"
0x000fbcc0,0x000fbcc3,4,"undefined4","0x200059fc"
0x000fbcc4,0x000fbcc7,4,"undefined4","0x20008618"
0x000fbd54,0x000fbd57,4,"undefined4","0x20008618"
0x000fbd58,0x000fbd5b,4,"undefined4","0x200059fc"
0x000fbd64,0x000fbd67,4,"undefined4","0x200059fc"
0x000fbda8,0x000fbdab,4,"undefined4","0x20008998"
0x000fbdac,0x000fbdaf,4,"undefined4","0x200059fc"
0x000fbe40,0x000fbe43,4,"undefined4","0x20008d4c"
0x000fbe44,0x000fbe47,4,"undefined4","0xfd8c4"
0x000fbed0,0x000fbed3,4,"undefined4","0x20008618"
0x000fbf50,0x000fbf53,4,"undefined4","0x20005a2c"
0x000fbf54,0x000fbf57,4,"undefined4","0x20005a40"
0x000fc028,0x000fc02b,4,"undefined4","0x20008f84"
0x000fc02c,0x000fc02f,4,"undefined4","0x20005a20"
0x000fc098,0x000fc09b,4,"undefined4","0x4001e504"
0x000fc09c,0x000fc09f,4,"undefined4","0x4001e400"
0x000fc0c8,0x000fc0cb,4,"undefined4","0x4001e504"
0x000fc0cc,0x000fc0cf,4,"undefined4","0x4001e400"
0x000fc10c,0x000fc10f,4,"undefined4","0x4001e504"
0x000fc110,0x000fc113,4,"undefined4","0x4001e400"
0x000fc130,0x000fc133,4,"undefined4","0xfdcd0"
0x000fc1e0,0x000fc1e3,4,"undefined4","0x20005a2b"
0x000fc23c,0x000fc23f,4,"undefined4","0x20005a2b"
0x000fc240,0x000fc243,4,"undefined4","0xfdcd4"
0x000fc294,0x000fc297,4,"undefined4","0x20005a28"
0x000fc32c,0x000fc32f,4,"undefined4","0xfdc84"
0x000fc338,0x000fc33b,4,"undefined4","0x20005a28"
0x000fc354,0x000fc357,4,"undefined4","0x20005a28"
0x000fc438,0x000fc43b,4,"undefined4","0xfde9c"
0x000fc43c,0x000fc43f,4,"undefined4","0xfde90"
0x000fc44c,0x000fc44f,4,"undefined4","0x40010400"
0x000fc460,0x000fc463,4,"undefined4","0x4001e504"
0x000fc464,0x000fc467,4,"undefined4","0x4001e400"
0x000fc4d0,0x000fc4d3,4,"undefined4","0xfdaf8"
0x000fc4d4,0x000fc4d7,4,"undefined4","0x200059c4"
0x000fc4d8,0x000fc4db,4,"undefined4","0xfde44"
0x000fc548,0x000fc54b,4,"undefined4","0x20008618"
0x000fc54c,0x000fc54f,4,"undefined4","0x200059e8"
0x000fc5b4,0x000fc5b7,4,"undefined4","0xfc551"
0x000fc5b8,0x000fc5bb,4,"undefined4","0xfdbcc"
0x000fc5bc,0x000fc5bf,4,"undefined4","0x20008618"
0x000fc5c0,0x000fc5c3,4,"undefined4","0x200059e8"
0x000fc5c4,0x000fc5c7,4,"undefined4","0xfc649"
0x000fc640,0x000fc643,4,"undefined4","0x20008618"
0x000fc644,0x000fc647,4,"undefined4","0x200059e8"
0x000fc650,0x000fc653,4,"undefined4","0x200059e8"
0x000fc67c,0x000fc67f,4,"undefined4","-0x1fff1210"
0x000fc680,0x000fc683,4,"undefined4","0x5fa0004"
0x000fc68c,0x000fc68f,4,"undefined4","0xfde4c"
0x000fc710,0x000fc713,4,"undefined4","0xfdb10"
0x000fc714,0x000fc717,4,"undefined4","0x200059c4"
0x000fcc60,0x000fcc63,4,"undefined4","0xfd940"
0x000fcc64,0x000fcc67,4,"undefined4","0x200059fc"
0x000fcdec,0x000fcdef,4,"undefined4","0xfa4c9"
0x000fcea0,0x000fcea3,4,"undefined4","0xfa4c9"
0x000fcfe4,0x000fcfe7,4,"undefined4","0x200059fc"
0x000fcfe8,0x000fcfeb,4,"undefined4","0x20008618"
0x000fcfec,0x000fcfef,4,"undefined4","0x200088b9"
0x000fd0e4,0x000fd0e7,4,"undefined4","0x51b1e5db"
0x000fd0e8,0x000fd0eb,4,"undefined4","0x20008618"
0x000fd0ec,0x000fd0ef,4,"undefined4","0x20008878"
0x000fd0fc,0x000fd0ff,4,"undefined4","0x20005a24"
0x000fd100,0x000fd103,4,"undefined4","0xfdc28"
0x000fd194,0x000fd197,4,"undefined4","0x20008f84"
0x000fd198,0x000fd19b,4,"undefined4","0x20005a20"
0x000fd19c,0x000fd19f,4,"undefined4","0xfdc28"
0x000fd1c0,0x000fd1c3,4,"undefined4","0x20008f84"
0x000fd28c,0x000fd28f,4,"undefined4","0xfda90"
0x000fd290,0x000fd293,4,"undefined4","0x20006ebc"
0x000fd294,0x000fd297,4,"undefined4","0x200059c4"
0x000fd2ec,0x000fd2ef,4,"undefined4","0x20008618"
0x000fd2f0,0x000fd2f3,4,"undefined4","0x51b1e5db"
0x000fd334,0x000fd337,4,"undefined4","0x51b1e5db"
0x000fd39c,0x000fd39f,4,"undefined4","0x51b1e5db"
0x000fd3cc,0x000fd3cf,4,"undefined4","0xfdc6c"
0x000fd3f8,0x000fd3fb,4,"undefined4","0xfdc78"
0x000fd408,0x000fd40b,4,"undefined4","0x20008298"
0x000fd40c,0x000fd40f,4,"undefined4","0x200059f8"
0x000fd4a8,0x000fd4ab,4,"undefined4","0x20008d8c"
0x000fd4fc,0x000fd4ff,4,"undefined4","-0x1fff1fea"
0x000fd500,0x000fd503,4,"undefined4","0x20008d8c"
0x000fd5b0,0x000fd5b3,4,"undefined4","0x20008618"
0x000fd5b4,0x000fd5b7,4,"undefined4","0x20008c98"
0x000fd5b8,0x000fd5bb,4,"undefined4","0xfcc2d"
0x000fd5bc,0x000fd5bf,4,"undefined4","0x200059fc"
0x000fd5c0,0x000fd5c3,4,"undefined4","0xfda60"
0x000fd5c4,0x000fd5c7,4,"undefined4","0xfd940"
0x000fd5c8,0x000fd5cb,4,"undefined4","0x200089a0"
0x000fd624,0x000fd627,4,"undefined4","0x40024000"
0x000fd628,0x000fd62b,4,"undefined4","0xfd8b1"
0x000fd68c,0x000fd68f,4,"undefined4","0x20005988"
0x000fd690,0x000fd693,4,"undefined4","0x40000418"
0x000fd694,0x000fd697,4,"undefined4","0x40000008"
0x000fd698,0x000fd69b,4,"undefined4","0x40024000"
0x000fd69c,0x000fd69f,4,"undefined4","-0x1fff1fdc"
0x000fd6cc,0x000fd6cf,4,"undefined4","0x40024000"
0x000fd6f0,0x000fd6f3,4,"undefined4","0x20005a1c"
0x000fd70c,0x000fd70f,4,"undefined4","0x20008f84"
0x000fd710,0x000fd713,4,"undefined4","0xfdc28"
0x000fd768,0x000fd76b,4,"undefined4","0xf8000"
0x000fd788,0x000fd78b,4,"undefined4","0x4846526e"
0x000fd7bc,0x000fd7bf,4,"undefined4","0x40010508"
0x000fd7c0,0x000fd7c3,4,"undefined4","0x6e524635"
0x000fd7c4,0x000fd7c7,4,"undefined4","0x40010000"
0x000fd814,0x000fd817,4,"undefined4","0x20005a1c"
0x000fd864,0x000fd867,4,"undefined4","0xfdc28"
0x000fd8c4,0x000fd8c7,4,"undefined *","000fa595"
0x000fd8c8,0x000fd8cb,4,"undefined *","000fa5a5"
0x000fd8cc,0x000fd8cf,4,"undefined *","000fa54d"
0x000fda90,0x000fda93,4,"undefined4","0x31100"
0x000fda94,0x000fda97,4,"undefined4","0x131100"
0x000fda98,0x000fda9b,4,"undefined4","0x2"
0x000fda9c,0x000fda9f,4,"undefined4","0x1"
0x000fdab0,0x000fdab3,4,"undefined4","0x2"
0x000fdab8,0x000fdabb,4,"undefined4","0x2"
0x000fdac0,0x000fdac3,4,"undefined4","0x20006e60"
0x000fdac4,0x000fdac7,4,"undefined4","0x9"
0x000fdac8,0x000fdacb,4,"undefined4","0x20006e7f"
0x000fdacc,0x000fdacf,4,"undefined4","0xa"
0x000fdae8,0x000fdaeb,4,"undefined4","0x10000"
0x000fdaec,0x000fdaef,4,"undefined4","0x0"
0x000fdb10,0x000fdb13,4,"undefined4","0x2"
0x000fdb14,0x000fdb17,4,"undefined4","0x10000"
0x000fdb18,0x000fdb1b,4,"undefined4","0x0"
0x000fdb1c,0x000fdb1f,4,"undefined4","0x0"
0x000fdb28,0x000fdb2b,4,"undefined *","000fa061"
0x000fdb2c,0x000fdb2f,4,"undefined *","000fc685"
0x000fdb38,0x000fdb48,17,"string","0123456789ABCDEF"
0x000fdbac,0x000fdbaf,4,"undefined4","0x30daea50"
0x000fdbb0,0x000fdbb3,4,"undefined4","-0x60477c78"
0x000fdbb4,0x000fdbb7,4,"undefined4","-0xceab0a0"
0x000fdbb8,0x000fdbbb,4,"undefined4","-0x71370000"
0x000fdbbc,0x000fdbbf,4,"undefined4","0x2"
0x000fdbc0,0x000fdbc3,4,"undefined4","0x0"
0x000fdbc4,0x000fdbc7,4,"undefined4","0x0"
0x000fdbc8,0x000fdbcb,4,"undefined4","0x0"
0x000fdc08,0x000fdc0b,4,"undefined *","000facd5"
0x000fdc0c,0x000fdc0f,4,"undefined *","000fd6e5"
0x000fdc10,0x000fdc13,4,"undefined *","000fd1c5"
0x000fdc14,0x000fdc17,4,"undefined *","000fd7d5"
0x000fdc18,0x000fdc1b,4,"undefined *","000fa99d"
0x000fdc1c,0x000fdc1f,4,"undefined *","000fd299"
0x000fdc20,0x000fdc23,4,"undefined *","000fd7cd"
0x000fdc24,0x000fdc27,4,"undefined *","000fad19"
0x000fdc28,0x000fdc2b,4,"undefined4","0x20008d98"
0x000fdc38,0x000fdc3b,4,"undefined *","000face1"
0x000fdc3c,0x000fdc3f,4,"undefined *","000fd6f5"
0x000fdc40,0x000fdc43,4,"undefined *","000fd1d3"
0x000fdc44,0x000fdc47,4,"undefined *","000fd819"
0x000fdc48,0x000fdc4b,4,"undefined *","000fa9e5"
0x000fdc4c,0x000fdc4f,4,"undefined *","000fd29d"
0x000fdc50,0x000fdc53,4,"undefined *","000fd7d1"
0x000fdc54,0x000fdc57,4,"undefined *","000fad29"
0x000fdc58,0x000fdc5b,4,"undefined *","000fde68"
0x000fdc5c,0x000fdc5f,4,"undefined *","000fde70"
0x000fdc6c,0x000fdc6f,4,"undefined *","000fdc58"
0x000fdc70,0x000fdc73,4,"undefined *","000fdc68"
0x000fdc78,0x000fdc7b,4,"undefined *","000fdc90"
0x000fdc7c,0x000fdc7f,4,"undefined *","000fdca0"
0x000fdc84,0x000fdc87,4,"undefined *","000fdca0"
0x000fdc88,0x000fdc8b,4,"undefined *","000fdcb0"
0x000fdcc0,0x000fdcc3,4,"undefined *","000fde60"
0x000fdcc4,0x000fdcc7,4,"undefined *","000fde68"
0x000fdcd0,0x000fdcd3,4,"undefined4","0x20005978"
0x000fdcd4,0x000fdcd7,4,"undefined *","000fdcb0"
0x000fdcd8,0x000fdcdb,4,"undefined *","000fdcd0"
0x000fdce0,0x000fdce3,4,"undefined *","000fde70"
0x000fdce4,0x000fdce7,4,"undefined *","000fde78"
0x000fdcf0,0x000fdcf3,4,"undefined *","000fdce0"
0x000fdcf4,0x000fdcf7,4,"undefined *","000fdcf0"
0x000fdcfc,0x000fdcff,4,"undefined *","000fc895"
0x000fdd00,0x000fdd03,4,"undefined *","000fc83d"
0x000fdd04,0x000fdd07,4,"undefined *","000fc7e5"
0x000fdd08,0x000fdd0b,4,"undefined *","000fc75b"
0x000fdd0c,0x000fdd0f,4,"undefined *","000fc761"
0x000fdd10,0x000fdd13,4,"undefined *","000fc719"
0x000fdd14,0x000fdd17,4,"undefined *","000fc767"
0x000fdd18,0x000fdd1b,4,"undefined *","000fc7a5"
0x000fdd20,0x000fdd23,4,"undefined4","0x2"
0x000fdd24,0x000fdd27,4,"undefined4","0x0"
0x000fdd28,0x000fdd2b,4,"undefined4","0xf9921"
0x000fdd2c,0x000fdd2f,4,"undefined4","0xf98cd"
0x000fde1c,0x000fde1f,4,"undefined4","0xfde9c"
0x000fde20,0x000fde23,4,"undefined4","0x20005978"
0x000fde24,0x000fde27,4,"undefined4","0xc8"
0x000fde28,0x000fde2b,4,"undefined *","000f9c44"
0x000fde2c,0x000fde2f,4,"undefined *","000fdf64"
0x000fde3c,0x000fde3f,4,"undefined *","000fa609"
0x000fde40,0x000fde43,4,"undefined *","000fa641"
0x000fde44,0x000fde47,4,"undefined4","0xfa179"
0x000fde48,0x000fde4b,4,"undefined4","0xfa119"
0x000fde4c,0x000fde4f,4,"undefined4","0x200059dc"
0x000fde58,0x000fde5b,4,"undefined4","0x20006ee4"
0x000fde5c,0x000fde5d,2,"undefined2","0xf4"
0x000fde90,0x000fde93,4,"undefined4","0x0"
0x000fde94,0x000fde97,4,"undefined4","0x3"
0x000fde98,0x000fde9b,4,"undefined4","0xfb869"
