address,name,type,source,primary
0x000f9408,"DAT_000f9408","Label","DEFAULT",true
0x000f940c,"DAT_000f940c","Label","DEFAULT",true
0x000f9410,"DAT_000f9410","Label","DEFAULT",true
0x000f9414,"DAT_000f9414","Label","DEFAULT",true
0x000f9418,"DAT_000f9418","Label","DEFAULT",true
0x000f941c,"DAT_000f941c","Label","DEFAULT",true
0x000f9420,"DAT_000f9420","Label","DEFAULT",true
0x000f9424,"DAT_000f9424","Label","DEFAULT",true
0x000f9428,"DAT_000f9428","Label","DEFAULT",true
0x000f942c,"DAT_000f942c","Label","DEFAULT",true
0x000f9430,"DAT_000f9430","Label","DEFAULT",true
0x000f9434,"DAT_000f9434","Label","DEFAULT",true
0x000f9438,"DAT_000f9438","Label","DEFAULT",true
0x000f943c,"SaSi_HalClearInterruptBit","Function","USER_DEFINED",true
0x000f9444,"DAT_000f9444","Label","DEFAULT",true
0x000f9448,"SaSi_HalMaskInterrupt","Function","USER_DEFINED",true
0x000f9450,"DAT_000f9450","Label","DEFAULT",true
0x000f9454,"SaSi_HalWaitInterrupt","Function","USER_DEFINED",true
0x000f9464,"LAB_000f9464","Label","DEFAULT",true
0x000f9474,"LAB_000f9474","Label","DEFAULT",true
0x000f947c,"DAT_000f947c","Label","DEFAULT",true
0x000f9480,"DAT_000f9480","Label","DEFAULT",true
0x000f9484,"DAT_000f9484","Label","DEFAULT",true
0x000f9488,"SaSi_PalMemCopy","Function","USER_DEFINED",true
0x000f948c,"SaSi_PalMemSet","Function","USER_DEFINED",true
0x000f9490,"PkaInitAndMutexLock","Function","USER_DEFINED",true
0x000f9498,"LAB_000f9498","Label","DEFAULT",true
0x000f95ac,"LAB_000f95ac","Label","DEFAULT",true
0x000f95b4,"LAB_000f95b4","Label","DEFAULT",true
0x000f95bc,"LAB_000f95bc","Label","DEFAULT",true
0x000f95c0,"LAB_000f95c0","Label","DEFAULT",true
0x000f95c4,"LAB_000f95c4","Label","DEFAULT",true
0x000f95c8,"LAB_000f95c8","Label","DEFAULT",true
0x000f95cc,"DAT_000f95cc","Label","DEFAULT",true
0x000f95d0,"DAT_000f95d0","Label","DEFAULT",true
0x000f95d4,"DAT_000f95d4","Label","DEFAULT",true
0x000f95d8,"DAT_000f95d8","Label","DEFAULT",true
0x000f95dc,"DAT_000f95dc","Label","DEFAULT",true
0x000f95e0,"DAT_000f95e0","Label","DEFAULT",true
0x000f95e4,"DAT_000f95e4","Label","DEFAULT",true
0x000f95e8,"DAT_000f95e8","Label","DEFAULT",true
0x000f95ec,"DAT_000f95ec","Label","DEFAULT",true
0x000f95f0,"DAT_000f95f0","Label","DEFAULT",true
0x000f95f4,"DAT_000f95f4","Label","DEFAULT",true
0x000f95f8,"DAT_000f95f8","Label","DEFAULT",true
0x000f95fc,"nrf_cc310_bl_ecdsa_verify_init_secp256r1","Function","USER_DEFINED",true
0x000f9630,"LAB_000f9630","Label","DEFAULT",true
0x000f9632,"LAB_000f9632","Label","DEFAULT",true
0x000f9636,"LAB_000f9636","Label","DEFAULT",true
0x000f963c,"DAT_000f963c","Label","DEFAULT",true
0x000f9640,"DAT_000f9640","Label","DEFAULT",true
0x000f9644,"DAT_000f9644","Label","DEFAULT",true
0x000f9648,"nrf_cc310_bl_ecdsa_verify_hash_secp256r1","Function","USER_DEFINED",true
0x000f966c,"LAB_000f966c","Label","DEFAULT",true
0x000f9670,"nrf_cc310_bl_hash_sha256_finalize","Function","USER_DEFINED",true
0x000f96a6,"LAB_000f96a6","Label","DEFAULT",true
0x000f96ac,"LAB_000f96ac","Label","DEFAULT",true
0x000f96ba,"LAB_000f96ba","Label","DEFAULT",true
0x000f96c2,"LAB_000f96c2","Label","DEFAULT",true
0x000f96c8,"DAT_000f96c8","Label","DEFAULT",true
0x000f96cc,"DAT_000f96cc","Label","DEFAULT",true
0x000f96d0,"nrf_cc310_bl_hash_sha256_init","Function","USER_DEFINED",true
0x000f96f0,"LAB_000f96f0","Label","DEFAULT",true
0x000f96f4,"LAB_000f96f4","Label","DEFAULT",true
0x000f96f8,"DAT_000f96f8","Label","DEFAULT",true
0x000f96fc,"DAT_000f96fc","Label","DEFAULT",true
0x000f9700,"DAT_000f9700","Label","DEFAULT",true
0x000f9704,"nrf_cc310_bl_hash_sha256_update","Function","USER_DEFINED",true
0x000f971a,"LAB_000f971a","Label","DEFAULT",true
0x000f971c,"LAB_000f971c","Label","DEFAULT",true
0x000f9724,"LAB_000f9724","Label","DEFAULT",true
0x000f976e,"LAB_000f976e","Label","DEFAULT",true
0x000f9784,"LAB_000f9784","Label","DEFAULT",true
0x000f979c,"LAB_000f979c","Label","DEFAULT",true
0x000f97a0,"DAT_000f97a0","Label","DEFAULT",true
0x000f97a4,"DAT_000f97a4","Label","DEFAULT",true
0x000f97a8,"nrf_cc310_bl_hash_update_internal","Function","USER_DEFINED",true
0x000f97b6,"LAB_000f97b6","Label","DEFAULT",true
0x000f97c0,"LAB_000f97c0","Label","DEFAULT",true
0x000f9808,"LAB_000f9808","Label","DEFAULT",true
0x000f981c,"LAB_000f981c","Label","DEFAULT",true
0x000f9824,"LAB_000f9824","Label","DEFAULT",true
0x000f9848,"LAB_000f9848","Label","DEFAULT",true
0x000f9858,"LAB_000f9858","Label","DEFAULT",true
0x000f9874,"DAT_000f9874","Label","DEFAULT",true
0x000f9878,"DAT_000f9878","Label","DEFAULT",true
0x000f987c,"DAT_000f987c","Label","DEFAULT",true
0x000f9880,"DAT_000f9880","Label","DEFAULT",true
0x000f9884,"DAT_000f9884","Label","DEFAULT",true
0x000f9888,"DAT_000f9888","Label","DEFAULT",true
0x000f988c,"DAT_000f988c","Label","DEFAULT",true
0x000f9890,"DAT_000f9890","Label","DEFAULT",true
0x000f9894,"DAT_000f9894","Label","DEFAULT",true
0x000f9898,"nrf_cc310_bl_init","Function","USER_DEFINED",true
0x000f98b4,"LAB_000f98b4","Label","DEFAULT",true
0x000f98b8,"LAB_000f98b8","Label","DEFAULT",true
0x000f98bc,"DAT_000f98bc","Label","DEFAULT",true
0x000f98c0,"DAT_000f98c0","Label","DEFAULT",true
0x000f98c4,"DAT_000f98c4","Label","DEFAULT",true
0x000f98c8,"DAT_000f98c8","Label","DEFAULT",true
0x000f98cd,"LAB_000f98cc+1","Label","DEFAULT",true
0x000f9900,"DAT_000f9900","Label","DEFAULT",true
0x000f9904,"DAT_000f9904","Label","DEFAULT",true
0x000f9908,"DAT_000f9908","Label","DEFAULT",true
0x000f990c,"DAT_000f990c","Label","DEFAULT",true
0x000f9910,"DAT_000f9910","Label","DEFAULT",true
0x000f9914,"DAT_000f9914","Label","DEFAULT",true
0x000f9918,"DAT_000f9918","Label","DEFAULT",true
0x000f991c,"DAT_000f991c","Label","DEFAULT",true
0x000f9921,"LAB_000f9920+1","Label","DEFAULT",true
0x000f9954,"DAT_000f9954","Label","DEFAULT",true
0x000f9958,"verify_context_ecdsa_verify_secp256r1","Function","USER_DEFINED",true
0x000f9968,"LAB_000f9968","Label","DEFAULT",true
0x000f996c,"DAT_000f996c","Label","DEFAULT",true
0x000f9970,"DAT_000f9970","Label","DEFAULT",true
0x000f9974,"DAT_000f9974","Label","DEFAULT",true
0x000f9978,"verify_context_hash_sha256","Function","USER_DEFINED",true
0x000f9988,"LAB_000f9988","Label","DEFAULT",true
0x000f998c,"DAT_000f998c","Label","DEFAULT",true
0x000f9990,"DAT_000f9990","Label","DEFAULT",true
0x000f9994,"DAT_000f9994","Label","DEFAULT",true
0x000f9998,"RTC2_IRQHandler","Function","USER_DEFINED",true
0x000f9999,"RTC2_IRQHandler+1","Label","DEFAULT",true
0x000f99b6,"LAB_000f99b6","Label","DEFAULT",true
0x000f99bc,"LAB_000f99bc","Label","DEFAULT",true
0x000f99e8,"LAB_000f99e8","Label","DEFAULT",true
0x000f99f2,"LAB_000f99f2","Label","DEFAULT",true
0x000f99f8,"LAB_000f99f8","Label","DEFAULT",true
0x000f9a04,"DAT_000f9a04","Label","DEFAULT",true
0x000f9a08,"DAT_000f9a08","Label","DEFAULT",true
0x000f9a0c,"SWI2_EGU2_IRQHandler_vector","Function","USER_DEFINED",true
0x000f9a0d,"SWI2_EGU2_IRQHandler_vector+1","Label","DEFAULT",true
0x000f9a10,"SystemInit","Function","USER_DEFINED",true
0x000f9a11,"SystemInit+1","Label","DEFAULT",true
0x000f9a30,"LAB_000f9a30","Label","DEFAULT",true
0x000f9ae0,"LAB_000f9ae0","Label","DEFAULT",true
0x000f9aee,"LAB_000f9aee","Label","DEFAULT",true
0x000f9afc,"LAB_000f9afc","Label","DEFAULT",true
0x000f9b12,"LAB_000f9b12","Label","DEFAULT",true
0x000f9b20,"LAB_000f9b20","Label","DEFAULT",true
0x000f9b32,"LAB_000f9b32","Label","DEFAULT",true
0x000f9b5e,"LAB_000f9b5e","Label","DEFAULT",true
0x000f9b66,"LAB_000f9b66","Label","DEFAULT",true
0x000f9b7c,"LAB_000f9b7c","Label","DEFAULT",true
0x000f9b82,"LAB_000f9b82","Label","DEFAULT",true
0x000f9b8c,"LAB_000f9b8c","Label","DEFAULT",true
0x000f9b98,"LAB_000f9b98","Label","DEFAULT",true
0x000f9ba4,"LAB_000f9ba4","Label","DEFAULT",true
0x000f9bb0,"LAB_000f9bb0","Label","DEFAULT",true
0x000f9bba,"LAB_000f9bba","Label","DEFAULT",true
0x000f9bc6,"LAB_000f9bc6","Label","DEFAULT",true
0x000f9be4,"LAB_000f9be4","Label","DEFAULT",true
0x000f9be8,"LAB_000f9be8","Label","DEFAULT",true
0x000f9bf0,"DAT_000f9bf0","Label","DEFAULT",true
0x000f9bf4,"DAT_000f9bf4","Label","DEFAULT",true
0x000f9bf8,"DAT_000f9bf8","Label","DEFAULT",true
0x000f9bfc,"DAT_000f9bfc","Label","DEFAULT",true
0x000f9c00,"DAT_000f9c00","Label","DEFAULT",true
0x000f9c04,"DAT_000f9c04","Label","DEFAULT",true
0x000f9c08,"DAT_000f9c08","Label","DEFAULT",true
0x000f9c0c,"DAT_000f9c0c","Label","DEFAULT",true
0x000f9c10,"DAT_000f9c10","Label","DEFAULT",true
0x000f9c14,"DAT_000f9c14","Label","DEFAULT",true
0x000f9c18,"DAT_000f9c18","Label","DEFAULT",true
0x000f9c1c,"DAT_000f9c1c","Label","DEFAULT",true
0x000f9c20,"DAT_000f9c20","Label","DEFAULT",true
0x000f9c24,"DAT_000f9c24","Label","DEFAULT",true
0x000f9c28,"DAT_000f9c28","Label","DEFAULT",true
0x000f9c2c,"DAT_000f9c2c","Label","DEFAULT",true
0x000f9c30,"SWI0_EGU0_IRQHandler","Function","USER_DEFINED",true
0x000f9c31,"SWI0_EGU0_IRQHandler+1","Label","DEFAULT",true
0x000f9c40,"DAT_000f9c40","Label","DEFAULT",true
0x000f9c44,"armcc_scatterload_copy","Function","USER_DEFINED",true
0x000f9c45,"armcc_scatterload_copy+1","Label","DEFAULT",true
0x000f9c46,"LAB_000f9c46","Label","DEFAULT",true
0x000f9c4c,"armcc_scatterload_copy_loop","Function","USER_DEFINED",true
0x000f9c64,"__sd_nvic_app_accessible_irq","Function","USER_DEFINED",true
0x000f9c72,"LAB_000f9c72","Label","DEFAULT",true
0x000f9c7a,"LAB_000f9c7a","Label","DEFAULT",true
0x000f9c7c,"LAB_000f9c7c","Label","DEFAULT",true
0x000f9c80,"LAB_000f9c80","Label","DEFAULT",true
0x000f9c84,"DAT_000f9c84","Label","DEFAULT",true
0x000f9c88,"addr_is_aligned32","Function","USER_DEFINED",true
0x000f9c90,"LAB_000f9c90","Label","DEFAULT",true
0x000f9c94,"addr_is_within_bounds","Function","USER_DEFINED",true
0x000f9ca8,"LAB_000f9ca8","Label","DEFAULT",true
0x000f9cac,"dfu_advertising_name_get","Function","USER_DEFINED",true
0x000f9cc4,"LAB_000f9cc4","Label","DEFAULT",true
0x000f9d34,"LAB_000f9d34","Label","DEFAULT",true
0x000f9d38,"DAT_000f9d38","Label","DEFAULT",true
0x000f9d3c,"DAT_000f9d3c","Label","DEFAULT",true
0x000f9d40,"DAT_000f9d40","Label","DEFAULT",true
0x000f9d44,"advertising_start","Function","USER_DEFINED",true
0x000f9d6c,"LAB_000f9d6c","Label","DEFAULT",true
0x000f9d70,"DAT_000f9d70","Label","DEFAULT",true
0x000f9d74,"DAT_000f9d74","Label","DEFAULT",true
0x000f9d78,"nrf_bootloader_app_activate","Function","USER_DEFINED",true
0x000f9d92,"LAB_000f9d92","Label","DEFAULT",true
0x000f9db6,"LAB_000f9db6","Label","DEFAULT",true
0x000f9db8,"LAB_000f9db8","Label","DEFAULT",true
0x000f9dbc,"DAT_000f9dbc","Label","DEFAULT",true
0x000f9dc4,"app_error_handler_bare","Function","USER_DEFINED",true
0x000f9dc8,"app_sched_event_put","Function","USER_DEFINED",true
0x000f9df8,"LAB_000f9df8","Label","DEFAULT",true
0x000f9dfa,"LAB_000f9dfa","Label","DEFAULT",true
0x000f9e0a,"LAB_000f9e0a","Label","DEFAULT",true
0x000f9e16,"LAB_000f9e16","Label","DEFAULT",true
0x000f9e18,"LAB_000f9e18","Label","DEFAULT",true
0x000f9e4e,"LAB_000f9e4e","Label","DEFAULT",true
0x000f9e54,"LAB_000f9e54","Label","DEFAULT",true
0x000f9e56,"LAB_000f9e56","Label","DEFAULT",true
0x000f9e5a,"LAB_000f9e5a","Label","DEFAULT",true
0x000f9e5e,"LAB_000f9e5e","Label","DEFAULT",true
0x000f9e64,"DAT_000f9e64","Label","DEFAULT",true
0x000f9e68,"app_sched_execute","Function","USER_DEFINED",true
0x000f9e6e,"LAB_000f9e6e","Label","DEFAULT",true
0x000f9e72,"LAB_000f9e72","Label","DEFAULT",true
0x000f9e74,"LAB_000f9e74","Label","DEFAULT",true
0x000f9e76,"LAB_000f9e76","Label","DEFAULT",true
0x000f9ea0,"LAB_000f9ea0","Label","DEFAULT",true
0x000f9ea4,"DAT_000f9ea4","Label","DEFAULT",true
0x000f9ea8,"app_sched_init","Function","USER_DEFINED",true
0x000f9ebc,"LAB_000f9ebc","Label","DEFAULT",true
0x000f9ed0,"DAT_000f9ed0","Label","DEFAULT",true
0x000f9ed4,"app_util_critical_region_enter","Function","USER_DEFINED",true
0x000f9ee6,"LAB_000f9ee6","Label","DEFAULT",true
0x000f9eec,"LAB_000f9eec","Label","DEFAULT",true
0x000f9eee,"LAB_000f9eee","Label","DEFAULT",true
0x000f9f14,"DAT_000f9f14","Label","DEFAULT",true
0x000f9f18,"DAT_000f9f18","Label","DEFAULT",true
0x000f9f1c,"app_util_critical_region_exit","Function","USER_DEFINED",true
0x000f9f48,"LAB_000f9f48","Label","DEFAULT",true
0x000f9f4c,"DAT_000f9f4c","Label","DEFAULT",true
0x000f9f50,"nrf_bootloader_bl_activate","Function","USER_DEFINED",true
0x000f9f64,"LAB_000f9f64","Label","DEFAULT",true
0x000f9f6c,"LAB_000f9f6c","Label","DEFAULT",true
0x000f9f72,"LAB_000f9f72","Label","DEFAULT",true
0x000f9f90,"LAB_000f9f90","Label","DEFAULT",true
0x000f9f94,"DAT_000f9f94","Label","DEFAULT",true
0x000f9f98,"DAT_000f9f98","Label","DEFAULT",true
0x000f9f9c,"ble_dfu_init","Function","USER_DEFINED",true
0x000fa04e,"LAB_000fa04e","Label","DEFAULT",true
0x000fa054,"DAT_000fa054","Label","DEFAULT",true
0x000fa058,"DAT_000fa058","Label","DEFAULT",true
0x000fa05c,"DAT_000fa05c","Label","DEFAULT",true
0x000fa060,"ble_dfu_req_handler_callback","Function","USER_DEFINED",true
0x000fa061,"ble_dfu_req_handler_callback+1","Label","DEFAULT",true
0x000fa08e,"LAB_000fa08e","Label","DEFAULT",true
0x000fa0be,"LAB_000fa0be","Label","DEFAULT",true
0x000fa0c4,"switchD_000fa0c4::switchD","Label","ANALYSIS",true
0x000fa0c8,"switchD_000fa0c4::switchdataD_000fa0c8","Label","ANALYSIS",true
0x000fa0cb,"BYTE_000fa0cb","Label","DEFAULT",true
0x000fa0d2,"switchD_000fa0c4::caseD_6","Label","ANALYSIS",true
0x000fa0fa,"LAB_000fa0fa","Label","DEFAULT",true
0x000fa0fe,"switchD_000fa0c4::caseD_0","Label","ANALYSIS",true
0x000fa0fe,"switchD_000fa0c4::caseD_1","Label","ANALYSIS",false
0x000fa0fe,"switchD_000fa0c4::caseD_2","Label","ANALYSIS",false
0x000fa0fe,"switchD_000fa0c4::caseD_4","Label","ANALYSIS",false
0x000fa0fe,"switchD_000fa0c4::caseD_5","Label","ANALYSIS",false
0x000fa0fe,"switchD_000fa0c4::caseD_7","Label","ANALYSIS",false
0x000fa104,"LAB_000fa104","Label","DEFAULT",true
0x000fa108,"switchD_000fa0c4::caseD_3","Label","ANALYSIS",true
0x000fa108,"switchD_000fa0c4::caseD_8","Label","ANALYSIS",false
0x000fa114,"DAT_000fa114","Label","DEFAULT",true
0x000fa118,"ble_dfu_transport_close","Function","USER_DEFINED",true
0x000fa119,"ble_dfu_transport_close+1","Label","DEFAULT",true
0x000fa14e,"LAB_000fa14e","Label","DEFAULT",true
0x000fa15a,"LAB_000fa15a","Label","DEFAULT",true
0x000fa15e,"LAB_000fa15e","Label","DEFAULT",true
0x000fa166,"LAB_000fa166","Label","DEFAULT",true
0x000fa16c,"DAT_000fa16c","Label","DEFAULT",true
0x000fa170,"DAT_000fa170","Label","DEFAULT",true
0x000fa174,"DAT_000fa174","Label","DEFAULT",true
0x000fa178,"ble_dfu_transport_init","Function","USER_DEFINED",true
0x000fa179,"ble_dfu_transport_init+1","Label","DEFAULT",true
0x000fa186,"LAB_000fa186","Label","DEFAULT",true
0x000fa188,"LAB_000fa188","Label","DEFAULT",true
0x000fa1be,"LAB_000fa1be","Label","DEFAULT",true
0x000fa1d6,"LAB_000fa1d6","Label","DEFAULT",true
0x000fa200,"DAT_000fa200","Label","DEFAULT",true
0x000fa204,"DAT_000fa204","Label","DEFAULT",true
0x000fa208,"DAT_000fa208","Label","DEFAULT",true
0x000fa20c,"DAT_000fa20c","Label","DEFAULT",true
0x000fa210,"ble_evt_handler","Function","USER_DEFINED",true
0x000fa24c,"LAB_000fa24c","Label","DEFAULT",true
0x000fa25c,"LAB_000fa25c","Label","DEFAULT",true
0x000fa270,"LAB_000fa270","Label","DEFAULT",true
0x000fa2cc,"LAB_000fa2cc","Label","DEFAULT",true
0x000fa2d0,"LAB_000fa2d0","Label","DEFAULT",true
0x000fa2ea,"LAB_000fa2ea","Label","DEFAULT",true
0x000fa2f6,"LAB_000fa2f6","Label","DEFAULT",true
0x000fa300,"LAB_000fa300","Label","DEFAULT",true
0x000fa320,"LAB_000fa320","Label","DEFAULT",true
0x000fa322,"LAB_000fa322","Label","DEFAULT",true
0x000fa324,"LAB_000fa324","Label","DEFAULT",true
0x000fa326,"LAB_000fa326","Label","DEFAULT",true
0x000fa330,"LAB_000fa330","Label","DEFAULT",true
0x000fa332,"LAB_000fa332","Label","DEFAULT",true
0x000fa336,"LAB_000fa336","Label","DEFAULT",true
0x000fa344,"LAB_000fa344","Label","DEFAULT",true
0x000fa352,"LAB_000fa352","Label","DEFAULT",true
0x000fa354,"LAB_000fa354","Label","DEFAULT",true
0x000fa356,"LAB_000fa356","Label","DEFAULT",true
0x000fa358,"LAB_000fa358","Label","DEFAULT",true
0x000fa35e,"LAB_000fa35e","Label","DEFAULT",true
0x000fa37a,"LAB_000fa37a","Label","DEFAULT",true
0x000fa384,"LAB_000fa384","Label","DEFAULT",true
0x000fa38a,"LAB_000fa38a","Label","DEFAULT",true
0x000fa394,"LAB_000fa394","Label","DEFAULT",true
0x000fa39c,"LAB_000fa39c","Label","DEFAULT",true
0x000fa3be,"LAB_000fa3be","Label","DEFAULT",true
0x000fa3cc,"LAB_000fa3cc","Label","DEFAULT",true
0x000fa3d8,"DAT_000fa3d8","Label","DEFAULT",true
0x000fa3dc,"DAT_000fa3dc","Label","DEFAULT",true
0x000fa3e0,"DAT_000fa3e0","Label","DEFAULT",true
0x000fa3e4,"DAT_000fa3e4","Label","DEFAULT",true
0x000fa3e8,"ble_srv_is_notification_enabled","Function","USER_DEFINED",true
0x000fa3f0,"boot_validate","Function","USER_DEFINED",true
0x000fa3f8,"LAB_000fa3f8","Label","DEFAULT",true
0x000fa3fc,"LAB_000fa3fc","Label","DEFAULT",true
0x000fa400,"boot_validation_crc","Function","USER_DEFINED",true
0x000fa40c,"boot_validation_extract","Function","USER_DEFINED",true
0x000fa446,"LAB_000fa446","Label","DEFAULT",true
0x000fa458,"LAB_000fa458","Label","DEFAULT",true
0x000fa468,"LAB_000fa468","Label","DEFAULT",true
0x000fa47e,"LAB_000fa47e","Label","DEFAULT",true
0x000fa480,"LAB_000fa480","Label","DEFAULT",true
0x000fa486,"LAB_000fa486","Label","DEFAULT",true
0x000fa492,"LAB_000fa492","Label","DEFAULT",true
0x000fa4a0,"DAT_000fa4a0","Label","DEFAULT",true
0x000fa4a4,"bootloader_reset","Function","USER_DEFINED",true
0x000fa4bc,"LAB_000fa4bc","Label","DEFAULT",true
0x000fa4c0,"LAB_000fa4c0","Label","DEFAULT",true
0x000fa4c4,"LAB_000fa4c4","Label","DEFAULT",true
0x000fa4d4,"LAB_000fa4d4","Label","DEFAULT",true
0x000fa4dc,"LAB_000fa4dc","Label","DEFAULT",true
0x000fa4e0,"LAB_000fa4e0","Label","DEFAULT",true
0x000fa4e4,"cc310_backend_mutex_trylock","Function","USER_DEFINED",true
0x000fa4f8,"LAB_000fa4f8","Label","DEFAULT",true
0x000fa4fc,"DAT_000fa4fc","Label","DEFAULT",true
0x000fa500,"cc310_backend_mutex_unlock","Function","USER_DEFINED",true
0x000fa50c,"DAT_000fa50c","Label","DEFAULT",true
0x000fa510,"cc310_bl_backend_disable","Function","USER_DEFINED",true
0x000fa52c,"DAT_000fa52c","Label","DEFAULT",true
0x000fa530,"DAT_000fa530","Label","DEFAULT",true
0x000fa534,"cc310_bl_backend_enable","Function","USER_DEFINED",true
0x000fa544,"DAT_000fa544","Label","DEFAULT",true
0x000fa548,"DAT_000fa548","Label","DEFAULT",true
0x000fa54c,"cc310_bl_backend_hash_sha256_finalize","Function","USER_DEFINED",true
0x000fa54d,"cc310_bl_backend_hash_sha256_finalize+1","Label","DEFAULT",true
0x000fa560,"LAB_000fa560","Label","DEFAULT",true
0x000fa562,"LAB_000fa562","Label","DEFAULT",true
0x000fa58e,"LAB_000fa58e","Label","DEFAULT",true
0x000fa594,"cc310_bl_backend_hash_sha256_init","Function","USER_DEFINED",true
0x000fa595,"cc310_bl_backend_hash_sha256_init+1","Label","DEFAULT",true
0x000fa5a4,"cc310_bl_backend_hash_sha256_update","Function","USER_DEFINED",true
0x000fa5a5,"cc310_bl_backend_hash_sha256_update+1","Label","DEFAULT",true
0x000fa5be,"LAB_000fa5be","Label","DEFAULT",true
0x000fa5c6,"LAB_000fa5c6","Label","DEFAULT",true
0x000fa5e6,"LAB_000fa5e6","Label","DEFAULT",true
0x000fa5ee,"LAB_000fa5ee","Label","DEFAULT",true
0x000fa5f2,"LAB_000fa5f2","Label","DEFAULT",true
0x000fa604,"DAT_000fa604","Label","DEFAULT",true
0x000fa608,"cc310_bl_backend_init","Function","USER_DEFINED",true
0x000fa609,"cc310_bl_backend_init+1","Label","DEFAULT",true
0x000fa630,"LAB_000fa630","Label","DEFAULT",true
0x000fa632,"LAB_000fa632","Label","DEFAULT",true
0x000fa638,"DAT_000fa638","Label","DEFAULT",true
0x000fa63c,"DAT_000fa63c","Label","DEFAULT",true
0x000fa640,"cc310_bl_backend_uninit","Function","USER_DEFINED",true
0x000fa641,"cc310_bl_backend_uninit+1","Label","DEFAULT",true
0x000fa648,"DAT_000fa648","Label","DEFAULT",true
0x000fa64c,"cmd_response_offset_and_crc_set","Function","USER_DEFINED",true
0x000fa658,"DAT_000fa658","Label","DEFAULT",true
0x000fa65c,"crc32_compute","Function","USER_DEFINED",true
0x000fa668,"LAB_000fa668","Label","DEFAULT",true
0x000fa66e,"LAB_000fa66e","Label","DEFAULT",true
0x000fa672,"LAB_000fa672","Label","DEFAULT",true
0x000fa678,"LAB_000fa678","Label","DEFAULT",true
0x000fa67e,"LAB_000fa67e","Label","DEFAULT",true
0x000fa68a,"LAB_000fa68a","Label","DEFAULT",true
0x000fa694,"DAT_000fa694","Label","DEFAULT",true
0x000fa698,"crc_ok","Function","USER_DEFINED",true
0x000fa6b2,"LAB_000fa6b2","Label","DEFAULT",true
0x000fa6b8,"crypto_init","Function","USER_DEFINED",true
0x000fa6e2,"LAB_000fa6e2","Label","DEFAULT",true
0x000fa6e8,"DAT_000fa6e8","Label","DEFAULT",true
0x000fa6ec,"DAT_000fa6ec","Label","DEFAULT",true
0x000fa6f0,"DAT_000fa6f0","Label","DEFAULT",true
0x000fa6f4,"DAT_000fa6f4","Label","DEFAULT",true
0x000fa6f8,"LAB_000fa6f8","Label","DEFAULT",true
0x000fa73e,"LAB_000fa73e","Label","DEFAULT",true
0x000fa742,"LAB_000fa742","Label","DEFAULT",true
0x000fa74e,"LAB_000fa74e","Label","DEFAULT",true
0x000fa75a,"LAB_000fa75a","Label","DEFAULT",true
0x000fa776,"nanopb_decode_field","Function","USER_DEFINED",true
0x000fa788,"LAB_000fa788","Label","DEFAULT",true
0x000fa78c,"LAB_000fa78c","Label","DEFAULT",true
0x000fa790,"LAB_000fa790","Label","DEFAULT",true
0x000fa7bc,"LAB_000fa7bc","Label","DEFAULT",true
0x000fa7c0,"LAB_000fa7c0","Label","DEFAULT",true
0x000fa7c8,"LAB_000fa7c8","Label","DEFAULT",true
0x000fa7e4,"LAB_000fa7e4","Label","DEFAULT",true
0x000fa7f8,"LAB_000fa7f8","Label","DEFAULT",true
0x000fa806,"LAB_000fa806","Label","DEFAULT",true
0x000fa810,"LAB_000fa810","Label","DEFAULT",true
0x000fa816,"LAB_000fa816","Label","DEFAULT",true
0x000fa818,"LAB_000fa818","Label","DEFAULT",true
0x000fa81e,"LAB_000fa81e","Label","DEFAULT",true
0x000fa83a,"LAB_000fa83a","Label","DEFAULT",true
0x000fa858,"LAB_000fa858","Label","DEFAULT",true
0x000fa85c,"LAB_000fa85c","Label","DEFAULT",true
0x000fa868,"LAB_000fa868","Label","DEFAULT",true
0x000fa86c,"DAT_000fa86c","Label","DEFAULT",true
0x000fa870,"nrf_bootloader_app_is_valid","Function","USER_DEFINED",true
0x000fa880,"LAB_000fa880","Label","DEFAULT",true
0x000fa892,"LAB_000fa892","Label","DEFAULT",true
0x000fa896,"LAB_000fa896","Label","DEFAULT",true
0x000fa8bc,"LAB_000fa8bc","Label","DEFAULT",true
0x000fa8e0,"LAB_000fa8e0","Label","DEFAULT",true
0x000fa8e4,"DAT_000fa8e4","Label","DEFAULT",true
0x000fa8e8,"DAT_000fa8e8","Label","DEFAULT",true
0x000fa8ec,"DAT_000fa8ec","Label","DEFAULT",true
0x000fa8f0,"DAT_000fa8f0","Label","DEFAULT",true
0x000fa8f4,"DAT_000fa8f4","Label","DEFAULT",true
0x000fa905,"DAT_000fa905","Label","DEFAULT",true
0x000fa908,"nrf_bootloader_dfu_observer","Function","USER_DEFINED",true
0x000fa909,"nrf_bootloader_dfu_observer+1","Label","DEFAULT",true
0x000fa912,"switchD_000fa912::switchD","Label","ANALYSIS",true
0x000fa916,"switchD_000fa912::switchdataD_000fa916","Label","ANALYSIS",true
0x000fa91c,"switchD_000fa912::caseD_3","Label","ANALYSIS",true
0x000fa91c,"switchD_000fa912::caseD_4","Label","ANALYSIS",false
0x000fa928,"switchD_000fa912::caseD_6","Label","ANALYSIS",true
0x000fa928,"switchD_000fa912::caseD_7","Label","ANALYSIS",false
0x000fa930,"switchD_000fa912::caseD_2","Label","ANALYSIS",true
0x000fa934,"switchD_000fa912::caseD_5","Label","ANALYSIS",true
