entry,previous_name,applied_name,name_kind,confidence,evidence
0x000fc0d0,"FUN_000fc0d0","nrf_nvmc_write_words","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc114,"FUN_000fc114","nrf_rtc_event_clear","recovered","high","exact Nordic RTC HAL event-register clear helper and timer callers"
0x000fc120,"FUN_000fc120","nrf_sdh_ble_app_ram_start_get","recovered","medium","BSim and RAM-start access"
0x000fc134,"FUN_000fc134","nrf_sdh_ble_default_cfg_set","recovered","high","exact Nordic two-argument default BLE configuration flow before stack enable"
0x000fc1d0,"FUN_000fc1d0","nrf_sdh_ble_enable","recovered","high","exact Nordic sd_ble_enable wrapper and successful-state update"
0x000fc1e4,"FUN_000fc1e4","nrf_sdh_soc_evts_poll","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc244,"FUN_000fc244","nrf_sdh_disable_request","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc298,"FUN_000fc298","nrf_sdh_enable_request","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc30c,"FUN_000fc30c","SWI2_EGU2_IRQHandler","recovered","high","vector thunk target plus BSim 0.916"
0x000fc330,"FUN_000fc330","nrf_sdh_is_enabled","recovered","high","exact Nordic SoftDevice enabled-state accessor in fstorage initialization"
0x000fc33c,"FUN_000fc33c","nrf_sdh_request_continue","recovered","high","BSim and SDH state flow"
0x000fc394,"FUN_000fc394","nrf_section_iter_init","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fc3c2,"FUN_000fc3c2","nrf_section_iter_next","recovered","high","BSim and section iterator semantics"
0x000fc3e4,"nrf_svc_handler_c","nrf_svc_handler_c","recovered","high","SVC vector target, SVC decode/dispatch semantics, and BSim"
0x000fc440,"FUN_000fc440","nrf_wdt_started","recovered","high","exact Nordic WDT run-status HAL accessor and all watchdog callers"
0x000fc450,"FUN_000fc450","nvmc_wait","recovered","medium","BSim and NVMC READY polling loop"
0x000fc468,"FUN_000fc468","on_ctrl_pt_write","recovered","high","exact Nordic BLE DFU control-point request decoding and request-handler dispatch"
0x000fc4dc,"nrf_dfu_data_object_create","nrf_dfu_data_object_create","recovered","high","security-audit recovered signed-total/object bounds"
0x000fc550,"FUN_000fc550","on_data_obj_execute_request_sched","recovered","medium","BSim and scheduled execute callback behavior"
0x000fc5c8,"nrf_dfu_data_object_write","nrf_dfu_data_object_write","recovered","high","security-audit recovered fragment/object bounds"
0x000fc654,"FUN_000fc654","app_error_fault_handler","recovered","high","exact Nordic SDK debug-break, AIRCR reset request, barriers, and fail-stop loop"
0x000fc684,"FUN_000fc684","on_flash_write","recovered","high","exact Nordic BLE DFU buffer-release callback and request callback-table slot"
0x000fc690,"FUN_000fc690","on_rw_authorize_req","recovered","high","exact Nordic BLE DFU write-authorization filtering, CCCD gate, and authorize reply"
0x000fc718,"FUN_000fc718","pb_dec_bytes","recovered","high","exact nanopb no-malloc bytes decoder and immutable decoder-table slot"
0x000fc75a,"FUN_000fc75a","pb_dec_fixed32","recovered","high","exact nanopb field-ignored wrapper and immutable decoder-table slot"
0x000fc760,"FUN_000fc760","pb_dec_fixed64","recovered","high","exact nanopb field-ignored wrapper and immutable decoder-table slot"
0x000fc766,"FUN_000fc766","pb_dec_string","recovered","high","exact nanopb no-malloc string decoder and immutable decoder-table slot"
0x000fc7a4,"FUN_000fc7a4","pb_dec_submessage","recovered","medium","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fc7e4,"FUN_000fc7e4","pb_dec_svarint","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fc83c,"FUN_000fc83c","pb_dec_uvarint","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fc894,"FUN_000fc894","pb_dec_varint","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fc8ec,"FUN_000fc8ec","pb_decode","recovered","high","exact nanopb pb_decode.c defaults-then-noinit wrapper with malloc disabled"
0x000fc90a,"FUN_000fc90a","pb_decode_fixed32","recovered","medium","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fc934,"FUN_000fc934","pb_decode_fixed64","recovered","medium","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fc990,"FUN_000fc990","pb_decode_noinit","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcb1a,"FUN_000fcb1a","pb_decode_svarint","recovered","medium","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcb54,"FUN_000fcb54","pb_decode_tag","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcb96,"FUN_000fcb96","pb_decode_varint","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcbe0,"FUN_000fcbe0","pb_decode_varint32","recovered","medium","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcc2c,"nrf_dfu_init_command_decode_callback","nrf_dfu_init_command_decode_callback","recovered","high","security-audit nanopb callback and over-read loop"
0x000fcc68,"FUN_000fcc68","pb_field_iter_begin","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcc8a,"FUN_000fcc8a","pb_field_iter_find","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fccb8,"FUN_000fccb8","pb_field_iter_next","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcd36,"FUN_000fcd36","pb_field_set_to_default","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcddc,"FUN_000fcddc","pb_istream_from_buffer","recovered","medium","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcdf0,"FUN_000fcdf0","pb_make_string_substream","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fce26,"FUN_000fce26","pb_message_set_to_defaults","recovered","high","exact nanopb pb_decode.c iterator/defaulting control flow"
0x000fce4c,"FUN_000fce4c","pb_read","recovered","high","nanopb 0.3.x source corpus, decoder cluster, and BSim"
0x000fcea4,"FUN_000fcea4","pb_readbyte","recovered","high","exact nanopb pb_decode.c one-byte stream read helper"
0x000fcec4,"FUN_000fcec4","pb_skip_field","recovered","high","exact nanopb pb_decode.c wire-type dispatch and skip lengths"
0x000fcf20,"nrf_dfu_validation_postvalidate_impl","nrf_dfu_validation_postvalidate_impl","recovered","high","security-audit full-image hash gate and firmware dispatch"
0x000fcff0,"FUN_000fcff0","postvalidate","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fd0f0,"FUN_000fd0f0","queue_free","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fd104,"FUN_000fd104","queue_process","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fd1a0,"FUN_000fd1a0","queue_start","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fd1c4,"FUN_000fd1c4","nrf_fstorage_nvmc_read","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd1d2,"FUN_000fd1d2","nrf_fstorage_sd_read","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd1e0,"FUN_000fd1e0","read_raw_value","recovered","high","exact nanopb callback raw-value reader for varint, fixed64, and fixed32 wire types"
0x000fd242,"FUN_000fd242","response_crc_add","recovered","high","exact Nordic BLE DFU two-word offset/CRC response encoder"
0x000fd264,"FUN_000fd264","response_send","recovered","high","exact Nordic BLE DFU HVX notification parameter construction and SoftDevice call"
0x000fd298,"FUN_000fd298","nrf_fstorage_nvmc_rmap","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd29c,"FUN_000fd29c","nrf_fstorage_sd_rmap","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd2a0,"nrf_bootloader_sd_activate","nrf_bootloader_sd_activate","recovered","high","security-audit SoftDevice activation target"
0x000fd2f4,"FUN_000fd2f4","sd_req_check","recovered","high","exact Nordic SoftDevice FWID and optional any-version request-table scan"
0x000fd338,"FUN_000fd338","sd_req_ok","recovered","high","exact Nordic init-command SoftDevice requirement and overwrite policy"
0x000fd3a0,"FUN_000fd3a0","sdh_request_observer_notify","recovered","high","BSim and observer iteration"
0x000fd3d0,"FUN_000fd3d0","sdh_state_observer_notify","recovered","high","BSim and observer iteration"
0x000fd3fc,"FUN_000fd3fc","settings_backup","recovered","high","exact Nordic static backup wrapper with backup page, source, callback, and buffer"
0x000fd410,"FUN_000fd410","settings_crc_get","recovered","high","exact Nordic settings CRC range excluding the stored CRC and init command"
0x000fd41a,"FUN_000fd41a","settings_write","recovered","high","BSim 0.805 and flash erase/store flow"
0x000fd46c,"FUN_000fd46c","softdevice_evt_irq_disable","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fd4ac,"FUN_000fd4ac","softdevices_evt_irq_enable","recovered","high","exact Nordic SDK 17.1.0 source/control-flow correlation and immutable body hash"
0x000fd504,"FUN_000fd504","stored_init_cmd_decode","recovered","high","exact Nordic stored init-command nanopb decode and signed/unsigned command selection"
0x000fd5cc,"FUN_000fd5cc","timer_activate","recovered","high","BSim and RTC timer insertion flow"
0x000fd62c,"FUN_000fd62c","timer_init","recovered","high","exact Nordic one-time LFCLK/RTC initialization sequence"
0x000fd6a0,"FUN_000fd6a0","timer_start","recovered","high","exact Nordic DFU timer initialization/callback/activation helper"
0x000fd6bc,"FUN_000fd6bc","timer_stop","recovered","high","exact Nordic RTC compare interrupt-disable helper"
0x000fd6d0,"FUN_000fd6d0","uint32_encode","recovered","high","exact Nordic little-endian four-byte integer encoder used by BLE DFU responses"
0x000fd6e4,"FUN_000fd6e4","nrf_fstorage_nvmc_uninit","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd6f4,"FUN_000fd6f4","nrf_fstorage_sd_uninit","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd714,"FUN_000fd714","update_data_size_get","recovered","medium","BSim and bank-size calculation"
0x000fd76c,"FUN_000fd76c","verify_context","recovered","high","exact Nordic nrf_crypto hash context null/init-marker validation"
0x000fd78c,"FUN_000fd78c","wdt_feed","recovered","high","exact Nordic seven-channel enabled-reload watchdog feed loop"
0x000fd7c8,"wdt_feed","wdt_feed_timer_handler","recovered","high","immutable watchdog callback pointer and exact tail call to wdt_feed"
0x000fd7cc,"FUN_000fd7cc","nrf_fstorage_nvmc_wmap","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd7d0,"FUN_000fd7d0","nrf_fstorage_sd_wmap","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd7d4,"FUN_000fd7d4","nrf_fstorage_nvmc_write","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd818,"FUN_000fd818","nrf_fstorage_sd_write","recovered","high","exact Nordic fstorage backend semantics and immutable API-table order"
0x000fd8b0,"FUN_000fd8b0","nrfx_coredep_delay_machine_code_dfu_timers","recovered","high","exact Nordic nrfx_coredep_delay_us three-cycle machine-code array used by DFU timers"
0x000fdaa0,"FUN_000fdaa0","nrfx_coredep_delay_machine_code_ble_dfu","recovered","high","exact Nordic nrfx_coredep_delay_us three-cycle machine-code array used by BLE DFU"
