image,inventory_source,entry,end,size,recovered_name,provider_family,source_disposition,upstream_symbol,confidence,evidence
application,ghidra_functions_csv,0x0004690c,0x0004691f,20,FUN_0004690c,r1_product_specific,clean_room_behavior_only,r1_task_stop_6608,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046924,0x00046947,36,FUN_00046924,r1_product_specific,clean_room_behavior_only,r1_thread_create_f,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046a2c,0x00046a3f,20,FUN_00046a2c,r1_product_specific,clean_room_behavior_only,r1_task_stop_66d8,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046a44,0x00046a67,36,FUN_00046a44,r1_product_specific,clean_room_behavior_only,r1_thread_create_g,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046f54,0x00046f5b,8,FUN_00046f54,r1_product_specific,clean_room_behavior_only,r1_touch_record_op_0c_b,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046f60,0x00046f67,8,FUN_00046f60,r1_product_specific,clean_room_behavior_only,r1_touch_record_op_08,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046f6c,0x00046f83,24,FUN_00046f6c,r1_product_specific,clean_room_behavior_only,r1_touch_device_op_stop,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046f90,0x00046f97,8,FUN_00046f90,r1_product_specific,clean_room_behavior_only,r1_touch_record_op_0c,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046f9c,0x00046fb3,24,FUN_00046f9c,r1_product_specific,clean_room_behavior_only,r1_touch_device_op_lock1,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046fb8,0x00046fcf,24,FUN_00046fb8,r1_product_specific,clean_room_behavior_only,r1_touch_device_op_unlock,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00046fd4,0x0004723b,616,FUN_00046fd4,r1_product_specific,clean_room_behavior_only,r1_structured_log_encode_format,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00047240,0x00047f09,3240,FUN_00047240,goodix_gh3x2x_candidate,vendor_source_required_not_redistributable,,high,"Exact Goodix GH3X2X NADT primary signal classifier boundary. Goodix's primary-source developer trace reproduces the embedded algorithm names, versions, component hashes, and demo output; no private symbol or redistributable source package is asserted."
application,ghidra_functions_csv,0x00047fa8,0x00048017,112,FUN_00047fa8,goodix_gh3x2x_candidate,vendor_source_required_not_redistributable,,high,"Exact Goodix GH3X2X GH_NADT selected-index collector boundary. Goodix's primary-source developer trace reproduces the embedded algorithm names, versions, component hashes, and demo output; no private symbol or redistributable source package is asserted."
application,ghidra_functions_csv,0x00048018,0x0004819f,392,FUN_00048018,goodix_gh3x2x_candidate,vendor_source_required_not_redistributable,,high,"Exact Goodix GH3X2X GH_HR closed-callgraph helper boundary. Goodix's primary-source developer trace reproduces the embedded algorithm names, versions, component hashes, and demo output; no private symbol or redistributable source package is asserted."
application,ghidra_functions_csv,0x000481a4,0x00048233,144,FUN_000481a4,goodix_gh3x2x_candidate,vendor_source_required_not_redistributable,,high,"Exact Goodix GH3X2X GH_NADT closed-callgraph accumulation/decision helper boundary. Goodix's primary-source developer trace reproduces the embedded algorithm names, versions, component hashes, and demo output; no private symbol or redistributable source package is asserted."
application,ghidra_functions_csv,0x00048234,0x0004824f,28,FUN_00048234,r1_product_specific,clean_room_behavior_only,r1_ack_table_lock,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048258,0x00048265,14,FUN_00048258,r1_product_specific,clean_room_behavior_only,r1_ack_table_unlock,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004826c,0x00048287,28,FUN_0004826c,nordic_nrf5_sdk_17_1_0,use_nordic_sdk,active_flag_count,high,Exact function-local SDK evidence and semantic control flow correlate to Nordic SDK 17.1.0 components/ble/common/ble_conn_state.c::active_flag_count.
application,ghidra_functions_csv,0x00048288,0x000482a5,30,FUN_00048288,r1_product_specific,clean_room_behavior_only,r1_activity_daily_cache_reset,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x000482a8,0x00048323,124,FUN_000482a8,r1_product_specific,clean_room_behavior_only,r1_activity_daily_cache_read,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004832c,0x00048349,30,FUN_0004832c,r1_product_specific,clean_room_behavior_only,r1_activity_daily_cache_write,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004834a,0x000484a7,350,FUN_0004834a,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000484a8,0x000484c9,34,FUN_000484a8,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sps_speed_selector. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000484ca,0x000484e7,30,FUN_000484ca,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000484e8,0x000484fb,20,FUN_000484e8,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x000484fc,0x00048579,126,FUN_000484fc,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004857c,0x0004892b,944,FUN_0004857c,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00048948,0x0004895f,24,FUN_00048948,kokke_tiny_aes_c_v1_0_0_compatible,use_pinned_upstream,AddRoundKey,high,Exact AES-128 inverse-core function and aggregate call-graph match to kokke/tiny-AES-c; use pinned v1.0.0 provider source. The exact original checkout is not claimed.
application,ghidra_functions_csv,0x00048960,0x0004898b,44,FUN_00048960,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): algorithm_domains. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004898c,0x000489b1,38,FUN_0004898c,nordic_nrf5_sdk_17_1_0,use_nordic_sdk,addr_compare,high,Exact function-local SDK evidence and semantic control flow correlate to Nordic SDK 17.1.0 components/ble/peer_manager/id_manager.c::addr_compare.
application,ghidra_functions_csv,0x000489b2,0x000489bd,12,FUN_000489b2,nordic_nrf5_sdk_17_1_0,use_nordic_sdk,addr_is_aligned32,high,Exact function-local SDK evidence and semantic control flow correlate to Nordic SDK 17.1.0 components/libraries/fstorage/nrf_fstorage.c::addr_is_aligned32.
application,ghidra_functions_csv,0x000489be,0x000489d5,24,FUN_000489be,nordic_nrf5_sdk_17_1_0,use_nordic_sdk,addr_is_within_bounds,high,Exact function-local SDK evidence and semantic control flow correlate to Nordic SDK 17.1.0 components/libraries/fstorage/nrf_fstorage.c::addr_is_within_bounds.
application,ghidra_functions_csv,0x000489d6,0x000489e5,16,FUN_000489d6,r1_product_specific,clean_room_behavior_only,r1_adv_param_by_mode,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x000489e6,0x00048a25,64,FUN_000489e6,r1_product_specific,clean_room_behavior_only,r1_advertising_params_init,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048a28,0x00048abb,148,FUN_00048a28,r1_provider_configuration_glue,clean_room_configuration_only_use_pinned_provider,r1_nordic_advertising_configuration,high,Recovered R1-specific configuration/call boundary; implementation internals are supplied by the pinned Nordic SDK provider.
application,ghidra_functions_csv,0x00048ac8,0x00048b01,58,FUN_00048ac8,kokke_tiny_aes_c_v1_0_0_compatible,use_pinned_upstream,InvCipher,high,Exact AES-128 inverse-core function and aggregate call-graph match to kokke/tiny-AES-c; use pinned v1.0.0 provider source. The exact original checkout is not claimed.
application,ghidra_functions_csv,0x00048b02,0x00048ba3,162,FUN_00048b02,r1_product_specific,clean_room_behavior_only,r1_dual_aes128_decrypt,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048ba4,0x00048bc9,38,FUN_00048ba4,r1_product_specific,clean_room_behavior_only,r1_wear_state_buffer_fill,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048bd0,0x00048c43,116,FUN_00048bd0,r1_product_specific,clean_room_behavior_only,r1_factory_mode_start,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048c68,0x00048cb9,82,FUN_00048c68,r1_product_specific,clean_room_behavior_only,r1_factory_mode_stop,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048cd0,0x00048d21,82,FUN_00048cd0,nordic_nrf5_sdk_17_1_0,use_nordic_sdk,ah,high,Exact function-local SDK evidence and semantic control flow correlate to Nordic SDK 17.1.0 components/ble/peer_manager/id_manager.c::ah.
application,ghidra_functions_csv,0x00048d22,0x00048d45,36,FUN_00048d22,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_sleep_graphs. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x00048d48,0x00048d95,78,FUN_00048d48,r1_product_specific,clean_room_behavior_only,r1_activity_pending_delta_accessor,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048d9c,0x00048dfb,96,FUN_00048d9c,r1_product_specific,clean_room_behavior_only,r1_health_activity_enable,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00048e68,0x00048fe3,380,FUN_00048e68,r1_product_specific,clean_room_behavior_only,r1_activity_periodic_accumulator,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,manual_provenance_supplement,0x00049068,0x00049163,252,r1_activity_explicit_refresh_accumulator,r1_product_specific,clean_room_behavior_only,r1_activity_explicit_refresh_accumulator,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x000493c8,0x000493e3,28,FUN_000493c8,r1_product_specific,clean_room_behavior_only,r1_s_detect_stream_register,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x000493f8,0x0004940d,22,FUN_000493f8,r1_product_specific,clean_room_behavior_only,r1_cfg_byte_get_73798,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049410,0x00049609,506,FUN_00049410,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x000497a4,0x000497bf,28,FUN_000497a4,r1_product_specific,clean_room_behavior_only,r1_module_events_subscribe_b,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049838,0x0004991d,230,FUN_00049838,r1_product_specific,clean_room_behavior_only,r1_heart_rate_mode_plan_transition,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x000499c4,0x000499d9,22,FUN_000499c4,r1_product_specific,clean_room_behavior_only,r1_heart_rate_mode_plan_transition,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x000499e0,0x000499ef,16,FUN_000499e0,r1_product_specific,clean_room_behavior_only,r1_hr_value_plausible,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x000499f0,0x00049a77,136,FUN_000499f0,r1_product_specific,clean_room_behavior_only,r1_hr_once_result_plan,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049c64,0x00049cc3,96,FUN_00049c64,r1_product_specific,clean_room_behavior_only,r1_algo_hr_timing_timeout,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049d10,0x00049d23,20,FUN_00049d10,r1_product_specific,clean_room_behavior_only,r1_hr_stream_release,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049e00,0x00049e1d,30,FUN_00049e00,r1_product_specific,clean_room_behavior_only,r1_hr_session_teardown,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049e2c,0x00049e51,38,FUN_00049e2c,r1_product_specific,clean_room_behavior_only,r1_hrv_timing_state_tick,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049e58,0x00049e59,2,FUN_00049e58,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_noop_49e58,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x00049e5c,0x00049ead,82,FUN_00049e5c,r1_product_specific,clean_room_behavior_only,r1_algo_hrv_timing_timeout,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049ef4,0x00049f07,20,FUN_00049ef4,r1_product_specific,clean_room_behavior_only,r1_hrv_stream_release,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x00049f0c,0x0004a089,382,FUN_00049f0c,r1_product_specific,clean_room_behavior_only,r1_hrv_timing_start_plan,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a21c,0x0004a5b3,72,FUN_0004a21c,r1_product_specific,clean_room_behavior_only,r1_health_services_init,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a24c,0x0004a39b,336,FUN_0004a24c,r1_product_specific,clean_room_behavior_only,r1_hrv_producer,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a3e8,0x0004a43f,88,FUN_0004a3e8,r1_product_specific,clean_room_behavior_only,r1_sleep_drop_guard,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a4b4,0x0004a521,110,FUN_0004a4b4,r1_product_specific,clean_room_behavior_only,r1_algo_sleep_force_awake,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a704,0x0004a789,134,FUN_0004a704,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004a7f4,0x0004a869,118,FUN_0004a7f4,r1_product_specific,clean_room_behavior_only,r1_algo_sleep_result_report,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a8bc,0x0004a8c1,6,FUN_0004a8bc,r1_product_specific,clean_room_behavior_only,r1_activity_mode_byte_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a8c8,0x0004a945,126,FUN_0004a8c8,r1_product_specific,clean_room_behavior_only,r1_algo_sleep_vivo_probe_start,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004a998,0x0004a9fb,100,FUN_0004a998,r1_product_specific,clean_room_behavior_only,r1_sleep_vivo_probe_stop,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004aa98,0x0004aabf,40,FUN_0004aa98,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_frontier_final53. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004aac0,0x0004aacf,16,FUN_0004aac0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_frontier_final53. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004aad0,0x0004aaeb,28,FUN_0004aad0,r1_product_specific,clean_room_behavior_only,r1_module_events_subscribe_a,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004b234,0x0004b28f,92,FUN_0004b234,r1_product_specific,clean_room_behavior_only,r1_algo_spo2_timing_timeout,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004b2e4,0x0004b2f7,20,FUN_0004b2e4,r1_product_specific,clean_room_behavior_only,r1_stress_stream_release,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004b33c,0x0004b33d,2,FUN_0004b33c,r1_product_specific,clean_room_behavior_only,r1_module_init_hook_nop,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004b348,0x0004b3ef,168,FUN_0004b348,r1_product_specific,clean_room_behavior_only,r1_stress_mode_timer_plan,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004b48c,0x0004b4a1,22,FUN_0004b48c,r1_product_specific,clean_room_behavior_only,r1_stress_mode_set,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004b4b0,0x0004b549,154,FUN_0004b4b0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004b560,0x0004b593,52,FUN_0004b560,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_frontier_final53. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004b598,0x0004b5af,24,FUN_0004b598,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): gomore_frontier_final53. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004b5b0,0x0004b68b,220,FUN_0004b5b0,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004b698,0x0004b6b3,28,FUN_0004b698,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): sleep_algorithm. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004b718,0x0004b817,256,FUN_0004b718,r1_product_specific,clean_room_behavior_only,r1_temperature_mode_plan_transition,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004bab4,0x0004bac9,22,FUN_0004bab4,r1_product_specific,clean_room_behavior_only,r1_temperature_mode_set,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004bad0,0x0004bb7f,176,FUN_0004bad0,r1_product_specific,clean_room_behavior_only,r1_temp_sleep_status_plan,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004bd54,0x0004bd5d,10,FUN_0004bd54,r1_product_specific,clean_room_behavior_only,r1_temp_sleep_status_report,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004bd98,0x0004c097,768,FUN_0004bd98,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function references GoMore-specific health-algorithm APIs or diagnostics; exact SDK version, source, and redistribution rights must be resolved."
application,ghidra_functions_csv,0x0004c37c,0x0004c3a9,46,FUN_0004c37c,gomore_health_algorithm_candidate,clean_room_reimplementation_owner_authorized,gomore_primitives_reset_provider_state,high,"Owner-authorized clean-room reconstruction of the complete small-function behavior from SHA-pinned Ghidra and Thumb-2 evidence in reconstructed/gomore_primitives/. Provider calls are typed bindings; no GoMore source, model data, or opaque firmware bytes are incorporated."
application,ghidra_functions_csv,0x0004c3b8,0x000815df,30,FUN_0004c3b8,r1_product_specific,clean_room_behavior_only,r1_handler_triple_register,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c5b8,0x0004c5bf,8,FUN_0004c5b8,r1_product_specific,clean_room_behavior_only,r1_health_mode_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c5c4,0x0008a5bf,158,FUN_0004c5c4,r1_product_specific,clean_room_behavior_only,r1_health_module_init,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c634,0x0004c645,18,FUN_0004c634,r1_product_specific,clean_room_behavior_only,r1_health_mode_is_2,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c64c,0x0004c66b,32,FUN_0004c64c,r1_product_specific,clean_room_behavior_only,r1_raw_hr_stream_teardown,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c678,0x0004c6bb,68,FUN_0004c678,r1_product_specific,clean_room_behavior_only,r1_touch_status_report,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c6c0,0x0004c6c5,6,FUN_0004c6c0,r1_product_specific,clean_room_behavior_only,r1_sleep_config_flag_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c6d0,0x0004c6d7,8,FUN_0004c6d0,nordic_nrf5_sdk_17_1_0,use_nordic_sdk,allow_repairing,high,Exact function-local SDK evidence and semantic control flow correlate to Nordic SDK 17.1.0 components/ble/peer_manager/security_dispatcher.c::allow_repairing.
application,ghidra_functions_csv,0x0004c6dc,0x0004c813,312,FUN_0004c6dc,gomore_health_algorithm_candidate,vendor_source_required_not_redistributable,,candidate,"Function entry is covered by SHA-pinned GoMore algorithm audit scope(s): dormant_estimator. The audited code range, constants, and direct-call topology establish a vendor-algorithm boundary, but the exact SDK version, private symbol, source package, and license remain unresolved."
application,ghidra_functions_csv,0x0004c81c,0x0004c89f,132,FUN_0004c81c,r1_product_specific,clean_room_behavior_only,r1_advertising_restart,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c8f8,0x0005e1db,62,FUN_0004c8f8,r1_product_specific,clean_room_behavior_only,r1_advertising_stop_guard,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c92c,0x0004c941,22,FUN_0004c92c,r1_product_specific,clean_room_behavior_only,r1_dfu_buttonless_init_checked,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004c948,0x0004c9ad,102,FUN_0004c948,r1_product_specific,clean_room_behavior_only,r1_app_ble_disconnect,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004ca08,0x0004ca79,114,FUN_0004ca08,r1_product_specific,clean_room_behavior_only,r1_app_ble_set_fast_mode,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cae4,0x0004cb03,32,FUN_0004cae4,r1_product_specific,clean_room_behavior_only,r1_peer_address_from_slots,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cb08,0x0004cb21,26,FUN_0004cb08,r1_product_specific,clean_room_behavior_only,r1_peer_channel_count,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cb28,0x0004cb2d,6,FUN_0004cb28,r1_product_specific,clean_room_behavior_only,r1_conn_field6_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cb34,0x0004cb39,6,FUN_0004cb34,r1_product_specific,clean_room_behavior_only,r1_glasses_connection_handle_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cb40,0x0004cb53,20,FUN_0004cb40,r1_product_specific,clean_room_behavior_only,r1_peer_channel_b_valid,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cb58,0x0004cb97,64,FUN_0004cb58,r1_product_specific,clean_room_behavior_only,r1_peer_record_commit,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cb9c,0x0004cb9f,4,FUN_0004cb9c,r1_product_specific,clean_room_behavior_only,r1_identity_data_ptr_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cba4,0x0004cba9,6,FUN_0004cba4,r1_product_specific,clean_room_behavior_only,r1_phone_connection_handle_get,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
application,ghidra_functions_csv,0x0004cbb0,0x0004cbc3,20,FUN_0004cbb0,r1_product_specific,clean_room_behavior_only,r1_authenticated_phone_connection_gate,high,Accepted R1 decompilation/security-audit behavior address; no third-party implementation identified.
